ells,kap_cls
1796,3.2736748805990787e-09
1797,3.469181695366468e-09
1798,3.2027808300671834e-09
1799,3.2827062102166006e-09
1800,3.889964274086574e-09
1801,3.3346356365375043e-09
1802,3.91617539460924e-09
1803,3.281700948531474e-09
1804,3.6219226921124274e-09
1805,3.370077224283156e-09
1806,3.3906694561261526e-09
1807,3.190308164438524e-09
1808,3.5704416331763578e-09
1809,3.2964615931842742e-09
1810,3.1701829249217003e-09
1811,3.3113307180739714e-09
1812,3.4603863946140082e-09
1813,3.325671610897765e-09
1814,3.417424183421125e-09
1815,3.3915671947705075e-09
1816,3.2525172109429603e-09
1817,3.1495627896998057e-09
1818,2.994712605549926e-09
1819,3.249432025036374e-09
1820,3.22400344245077e-09
1821,3.4611731033243004e-09
1822,3.301192346823876e-09
1823,3.1790486489348032e-09
1824,3.3242920938161662e-09
1825,3.5270995653814634e-09
1826,3.2573755640894096e-09
1827,3.241479589864163e-09
1828,3.3043939083256527e-09
1829,3.275835559998953e-09
1830,3.298241001817267e-09
1831,3.0676660717812074e-09
1832,3.6471831131957625e-09
1833,2.983008702614661e-09
1834,3.326891340685526e-09
1835,3.3883703082109397e-09
1836,3.297305389590451e-09
1837,3.212058559104635e-09
1838,3.425920124480102e-09
1839,3.19935710901539e-09
1840,3.4259471202193126e-09
1841,3.0191006975419744e-09
1842,3.186322192794911e-09
1843,3.277222309530431e-09
1844,3.244644578283666e-09
1845,3.148746139111034e-09
1846,3.3419558923522e-09
1847,3.178227408542598e-09
1848,3.095600964723582e-09
1849,3.30690261772508e-09
1850,3.300749247308757e-09
1851,2.998093854421658e-09
1852,3.0386161391550596e-09
1853,3.0965726909874485e-09
1854,3.259488295236047e-09
1855,3.0352171126338505e-09
1856,3.2671734331026116e-09
1857,2.950966091439037e-09
1858,2.902610066651203e-09
1859,3.2435504070404383e-09
1860,3.0974187615887887e-09
1861,3.2806028538249916e-09
1862,3.2249051628889714e-09
1863,3.1921589495896485e-09
1864,2.9581094807642826e-09
1865,3.077470999892459e-09
1866,3.197527179806463e-09
1867,3.168179837709555e-09
1868,2.938560956123538e-09
1869,3.136117130364939e-09
1870,3.09934057464667e-09
1871,3.148190894273904e-09
1872,3.4892104947139395e-09
1873,3.0984065953551675e-09
1874,3.5161514011757857e-09
1875,2.988127631624013e-09
1876,3.0697518217957433e-09
1877,3.454490662638154e-09
1878,3.3429580346005783e-09
1879,3.2263290707038366e-09
1880,3.224710206458358e-09
1881,3.3453931891296895e-09
1882,3.0284737635369347e-09
1883,2.815957067805125e-09
1884,3.1754377091894824e-09
1885,2.879566061388432e-09
1886,3.109354124506538e-09
1887,2.9368503109146473e-09
1888,3.2424420922634245e-09
1889,3.1562762973794834e-09
1890,3.194091939740004e-09
1891,3.0445824673071126e-09
1892,3.178284748556268e-09
1893,3.113605355065277e-09
1894,2.9677852287386283e-09
1895,3.076867375540135e-09
1896,3.334392760933311e-09
1897,3.13170464764401e-09
1898,3.321241618732508e-09
1899,3.0855666941823803e-09
1900,3.1857146946499468e-09
1901,3.018096391035746e-09
1902,3.0333480036679747e-09
1903,2.9383112825105886e-09
1904,3.057924249872966e-09
1905,2.9842670198210254e-09
1906,3.3025078035130085e-09
1907,3.1070476974436807e-09
1908,3.097950137298963e-09
1909,2.569139848712642e-09
1910,3.1885737537669303e-09
1911,2.8985208643075006e-09
1912,2.993645882271523e-09
1913,2.7661838623140306e-09
1914,2.944069611801331e-09
1915,2.9977530954610954e-09
1916,2.8322157972997043e-09
1917,3.2390727530735386e-09
1918,2.847420068395499e-09
1919,2.977338198402329e-09
1920,3.0159841365711788e-09
1921,2.7288020127248897e-09
1922,2.9591706929150132e-09
1923,3.122309257750307e-09
1924,3.113669172147954e-09
1925,2.9997275239630782e-09
1926,3.1053382192391563e-09
1927,2.8075253671773508e-09
1928,2.9511126255716833e-09
1929,2.9807579263099126e-09
1930,2.9548736952834423e-09
1931,2.9550917756319545e-09
1932,2.781844735698409e-09
1933,2.8711123787372226e-09
1934,3.272977665083911e-09
1935,2.9249841413436066e-09
1936,2.7173551120056096e-09
1937,3.0824985755347466e-09
1938,2.9004613437661574e-09
1939,2.74122082045813e-09
1940,2.8396360991919123e-09
1941,2.789792335708108e-09
1942,2.6117610528397156e-09
1943,2.9060747677970133e-09
1944,2.8809635935719582e-09
1945,2.998319474613418e-09
1946,2.796911125519933e-09
1947,2.7993305194241246e-09
1948,3.176825280928539e-09
1949,2.7705624583318995e-09
1950,2.7641536248608303e-09
1951,2.86920944874061e-09
1952,3.104083427797989e-09
1953,3.174008968146343e-09
1954,2.9713920822555215e-09
1955,2.9785562379148922e-09
1956,2.7321544251285105e-09
1957,2.5648585555556532e-09
1958,2.9305533264438837e-09
1959,2.9829003097259224e-09
1960,2.7778172420817323e-09
1961,3.0852261074192155e-09
1962,2.952457598353268e-09
1963,3.2774674080049645e-09
1964,2.7699904035721352e-09
1965,2.9897751347418745e-09
1966,2.9948067333852363e-09
1967,2.8869982217099304e-09
1968,2.9545957961609336e-09
1969,2.6150771929649538e-09
1970,3.088391488587743e-09
1971,2.9551924978205805e-09
1972,2.9003621298773108e-09
1973,2.919620951519981e-09
1974,2.8119950574017824e-09
1975,2.929505550554358e-09
1976,3.191549794988901e-09
1977,2.82774564269201e-09
1978,2.8168717199862297e-09
1979,2.864071082269943e-09
1980,2.76651716032374e-09
1981,2.7044021790935615e-09
1982,2.864694003300802e-09
1983,2.7994340004236238e-09
1984,2.9553171151479513e-09
1985,2.642151480352979e-09
1986,2.977776155826999e-09
1987,2.815951843141156e-09
1988,2.799211359831883e-09
1989,2.774408583748088e-09
1990,2.8171826698653326e-09
1991,2.683910972018963e-09
1992,2.808733239232812e-09
1993,3.0757134504111267e-09
1994,2.6434101877591746e-09
1995,2.770639518562066e-09
1996,2.923971067679873e-09
1997,2.899054930761138e-09
1998,2.8467005001274965e-09
1999,2.74086003712692e-09
2000,2.9652873553380883e-09
2001,2.7626523909186997e-09
2002,2.5206757195015505e-09
2003,2.7617042140940527e-09
2004,3.01864005760843e-09
2005,2.767227596667568e-09
2006,2.8891369347384243e-09
2007,2.6362028411195744e-09
2008,2.824753046667421e-09
2009,2.899147124458285e-09
2010,2.800366647837507e-09
2011,2.8213007725169606e-09
2012,2.842890860537081e-09
2013,2.783781392447849e-09
2014,2.47949912219525e-09
2015,2.7504124973657348e-09
2016,2.697338298333218e-09
2017,2.866791229472134e-09
2018,2.728265675373078e-09
2019,2.7275500894034352e-09
2020,2.710213507370207e-09
2021,2.6626848701119665e-09
2022,3.0279441593647837e-09
2023,2.637908733774803e-09
2024,2.996674965154797e-09
2025,2.786996815968948e-09
2026,2.6411213664804327e-09
2027,2.56164204248511e-09
2028,2.9201744330336236e-09
2029,2.467939811369794e-09
2030,2.904367608413013e-09
2031,2.548320244445687e-09
2032,2.9187594704211734e-09
2033,2.689163515224913e-09
2034,2.5995720738043586e-09
2035,2.5859115694789453e-09
2036,2.828400875141654e-09
2037,2.583761080073573e-09
2038,2.532024591217016e-09
2039,2.549395339681734e-09
2040,2.910928983792821e-09
2041,2.5104303437771266e-09
2042,2.763040513552217e-09
2043,2.677562402850372e-09
2044,2.4246335786722258e-09
2045,2.786739462739767e-09
2046,2.736356186616015e-09
2047,2.7254848400719523e-09
2048,2.842908184638173e-09
2049,2.6064270493351006e-09
2050,2.6954199570136576e-09
2051,2.8346120728694808e-09
2052,2.3931073883922227e-09
2053,2.660598832776472e-09
2054,2.3804898495939824e-09
2055,2.7871317992895902e-09
2056,2.6011830077015143e-09
2057,2.456147498214835e-09
2058,2.6773545010453977e-09
2059,2.6857227993692104e-09
2060,2.8840203667178995e-09
2061,2.487165050438287e-09
2062,2.6827344780768853e-09
2063,2.6293761415973007e-09
2064,2.5416929461383704e-09
2065,2.706422742849024e-09
2066,2.7258441212469557e-09
2067,2.6703011686574625e-09
2068,2.746643071651628e-09
2069,2.6466031648505085e-09
2070,2.931190145897562e-09
2071,2.572255963911776e-09
2072,2.397021080253277e-09
2073,2.7048422377795693e-09
2074,2.480819380444448e-09
2075,2.5908307210543647e-09
2076,2.3984414939239083e-09
2077,2.5898149971840908e-09
2078,2.8819807696782354e-09
2079,2.465256310937132e-09
2080,2.735863607462866e-09
2081,2.4862309737557627e-09
2082,2.754934648255797e-09
2083,2.575572908102021e-09
2084,2.753897723616364e-09
2085,2.6389762128496626e-09
2086,2.8132247068694093e-09
2087,2.5058480263557256e-09
2088,2.712511930013797e-09
2089,2.451685798577109e-09
2090,2.6652346078680437e-09
2091,2.8135228615541577e-09
2092,2.539502768197054e-09
2093,2.6136189746282944e-09
2094,2.7678955326260003e-09
2095,2.5456348254624278e-09
2096,2.4667806447786977e-09
2097,2.635820660846068e-09
2098,2.8102838391528116e-09
2099,2.4245581882404567e-09
2100,2.5970048899798016e-09
2101,2.6723510117826287e-09
2102,2.512801718122835e-09
2103,2.4543112456866542e-09
2104,2.460999032055776e-09
2105,2.554410904445244e-09
2106,2.569017161292151e-09
2107,2.4678123540283443e-09
2108,2.6956450885615347e-09
2109,2.7209545314865456e-09
2110,2.585003214458476e-09
2111,2.5168892408960094e-09
2112,2.6801781267986757e-09
2113,2.4147486907741835e-09
2114,2.7630889464684234e-09
2115,2.462950101854838e-09
2116,2.781615362376189e-09
2117,2.559145144969776e-09
2118,2.515083011894018e-09
2119,2.497772544364329e-09
2120,2.681961008079743e-09
2121,2.427517742635893e-09
2122,2.5865013552593687e-09
2123,2.776185547764174e-09
2124,2.5425209818105423e-09
2125,2.4392275315984153e-09
2126,2.681986509745368e-09
2127,2.574967101008726e-09
2128,2.332481336731592e-09
2129,2.459056752961911e-09
2130,2.4634984894749216e-09
2131,2.4960214488239343e-09
2132,2.433455609418426e-09
2133,2.432090450236984e-09
2134,2.4506372150138745e-09
2135,2.5342933559088007e-09
2136,2.4513347621055222e-09
2137,2.5262585895223024e-09
2138,2.431822196293667e-09
2139,2.5013159987628097e-09
2140,2.5915271480939442e-09
2141,2.680226094751426e-09
2142,2.565033879207552e-09
2143,2.339185869056832e-09
2144,2.8949161995904064e-09
2145,2.3106892789187328e-09
2146,2.469233480158273e-09
2147,2.3694850207912665e-09
2148,2.396166082067616e-09
2149,2.3111236579979313e-09
2150,2.2721527590517133e-09
2151,2.193802128358329e-09
2152,2.4635558505883873e-09
2153,2.343102698436512e-09
2154,2.3934289182678245e-09
2155,2.5890590446518843e-09
2156,2.394581784185363e-09
2157,2.545554620603346e-09
2158,2.4305100071391602e-09
2159,2.4244700521481397e-09
2160,2.46574419573193e-09
2161,2.21735094306463e-09
2162,2.5230795814904563e-09
2163,2.232372665539071e-09
2164,2.1654837658143626e-09
2165,2.2471326519263398e-09
2166,2.544096276095205e-09
2167,2.397724204576744e-09
2168,2.5699080146134285e-09
2169,2.450508716151286e-09
2170,2.5004677221172837e-09
2171,2.245777657612713e-09
2172,2.5298197203968323e-09
2173,2.361273183588933e-09
2174,2.081316312163155e-09
2175,2.5064652453550774e-09
2176,2.2009153060808074e-09
2177,2.265004878694535e-09
2178,2.3241975258488295e-09
2179,2.3989455411287354e-09
2180,2.3639344018826956e-09
2181,2.3947480078311397e-09
2182,2.253530816019892e-09
2183,2.3803196088237136e-09
2184,2.2737396212023976e-09
2185,2.2176710360004444e-09
2186,2.4554778187672516e-09
2187,2.4387618976065684e-09
2188,2.347631854366903e-09
2189,2.2760862701244393e-09
2190,2.1301657050185823e-09
2191,2.2970725887086523e-09
2192,2.2261578423821023e-09
2193,2.3765075993658665e-09
2194,2.365310723233146e-09
2195,2.494954277825882e-09
2196,2.319482430615673e-09
2197,2.306721199227151e-09
2198,2.208554026960031e-09
2199,2.2057156441736135e-09
2200,2.2629331745571014e-09
2201,2.6345612360050388e-09
2202,2.357693538849446e-09
2203,2.2540684432823022e-09
2204,2.441674290902845e-09
2205,2.252499099254439e-09
2206,2.168555251942164e-09
2207,2.457713516262886e-09
2208,2.3828628692085932e-09
2209,2.3880971617708467e-09
2210,2.3657371966881335e-09
2211,2.216227957328949e-09
2212,2.44844610388684e-09
2213,2.4937965659914145e-09
2214,2.277790064000226e-09
2215,2.251745009769017e-09
2216,2.2965601048319605e-09
2217,2.312799821399716e-09
2218,2.347216198392206e-09
2219,2.438495560289361e-09
2220,2.257768010086276e-09
2221,2.266291237209136e-09
2222,2.5328434622572363e-09
2223,2.2704335088975115e-09
2224,2.2519878643304545e-09
2225,2.210839806676909e-09
2226,2.438476168695487e-09
2227,2.1469333147554128e-09
2228,2.111892182205085e-09
2229,2.196906234652516e-09
2230,2.1899584181930063e-09
2231,2.307784202242228e-09
2232,2.387870735831465e-09
2233,2.0751366269778803e-09
2234,2.2832600306068298e-09
2235,2.3452998117938085e-09
2236,2.3339200845608837e-09
2237,2.425070945666516e-09
2238,2.359037710424514e-09
2239,2.481839047515214e-09
2240,2.151811161340901e-09
2241,2.4888314574676166e-09
2242,2.3936815355133118e-09
2243,2.2375571717549603e-09
2244,2.285367659413603e-09
2245,2.2791195173410095e-09
2246,2.0001230026804586e-09
2247,2.115018340170172e-09
2248,2.4353865281518298e-09
2249,2.2664775561877492e-09
2250,2.3749966379260693e-09
2251,2.1116647522950593e-09
2252,2.1390395637981828e-09
2253,2.278744569977517e-09
2254,2.2030624396321984e-09
2255,2.285436599910801e-09
2256,2.3949940812133228e-09
2257,2.1966471174799995e-09
2258,2.3627975173049573e-09
2259,2.191096733024524e-09
2260,2.2769030743855727e-09
2261,2.075066574497267e-09
2262,2.357741806799721e-09
2263,2.1388777929000144e-09
2264,2.338607111469175e-09
2265,2.230389147177095e-09
2266,2.511936069851138e-09
2267,2.0848656528192937e-09
2268,2.2296375390028705e-09
2269,2.2747075948431385e-09
2270,2.2935954278567557e-09
2271,2.2869445154471874e-09
2272,2.449773923665331e-09
2273,2.3381246785159407e-09
2274,2.3305407703023833e-09
2275,2.158122407461934e-09
2276,2.246915805706392e-09
2277,2.235719765440569e-09
2278,2.3983354481420076e-09
2279,2.307471838103971e-09
2280,2.3673250793498856e-09
2281,2.2519508040965377e-09
2282,1.9978917179135124e-09
2283,2.1866121036517435e-09
2284,2.1862858349350064e-09
2285,2.210489220192947e-09
2286,2.066302393713732e-09
2287,2.109727903541049e-09
2288,2.1356542344805725e-09
2289,2.2050017137392692e-09
2290,2.1233364933174282e-09
2291,2.131764206928969e-09
2292,2.139923902503982e-09
2293,2.1711297367021436e-09
2294,2.1262055664590335e-09
2295,2.2349058742322358e-09
2296,2.1889200250972135e-09
2297,2.357501103016626e-09
2298,2.0590309243903703e-09
2299,2.4926143207647747e-09
2300,2.2570644816283325e-09
2301,2.1123433779966917e-09
2302,2.0539162471396383e-09
2303,1.9945351116754994e-09
2304,2.167813736176805e-09
2305,2.1696745941448238e-09
2306,2.2036408959467694e-09
2307,2.3105065519289925e-09
2308,2.172408572624441e-09
2309,2.164935598263491e-09
2310,2.3818249576582402e-09
2311,2.0348139571398834e-09
2312,2.0524878072255558e-09
2313,2.2269231236951827e-09
2314,1.9922167080863255e-09
2315,2.2151940611117985e-09
2316,2.1111998815813656e-09
2317,2.1642696473925765e-09
2318,2.2380566767025695e-09
2319,2.1882472556784552e-09
2320,2.1958359006918436e-09
2321,2.1437473001282036e-09
2322,2.2215032152791794e-09
2323,2.3626373096565433e-09
2324,2.32247579180491e-09
2325,2.100256735898455e-09
2326,2.186253524045876e-09
2327,2.2226809009199298e-09
2328,2.137225636313191e-09
2329,2.2222020408490323e-09
2330,2.285342621964741e-09
2331,2.0617957939980196e-09
2332,2.1400122633342956e-09
2333,2.0056483071496015e-09
2334,2.1275237254312044e-09
2335,2.1812815791621965e-09
2336,2.1665683504990105e-09
2337,2.1894026183780762e-09
2338,2.178660738974239e-09
2339,2.1820170377346798e-09
2340,2.1526228428486704e-09
2341,2.2116157910943896e-09
2342,2.2986932670632784e-09
2343,2.1339890221103894e-09
2344,2.1872443774743984e-09
2345,2.0672268063633395e-09
2346,2.0044995311514764e-09
2347,2.1160388183908646e-09
2348,2.2146033778882566e-09
2349,2.132115156497021e-09
2350,2.1780151127491623e-09
2351,2.151768281347892e-09
2352,2.179946838199239e-09
2353,2.0183946047349174e-09
2354,2.104248520088998e-09
2355,2.069673490622616e-09
2356,1.958602977543995e-09
2357,2.1847986836540353e-09
2358,2.158355177564373e-09
2359,2.094047823903589e-09
2360,2.260116258582919e-09
2361,2.192000099379831e-09
2362,2.318474039541329e-09
2363,1.9608331806360525e-09
2364,2.154886307436397e-09
2365,2.104475678346587e-09
2366,2.1062452978947257e-09
2367,2.0562289605157417e-09
2368,2.1684992480664486e-09
2369,1.93773491766194e-09
2370,2.0882470898032863e-09
2371,2.1521740789981627e-09
2372,2.2675685476893957e-09
2373,2.0167687165835442e-09
2374,2.0864764347636898e-09
2375,2.0079318439379584e-09
2376,2.066478466232433e-09
2377,2.0811217021344743e-09
2378,2.2718881699477652e-09
2379,2.1152806858871882e-09
2380,2.1256704109951927e-09
2381,1.946739878874316e-09
2382,2.2037985892162794e-09
2383,2.2810703675474604e-09
2384,2.2084977859683306e-09
2385,1.9735980528118463e-09
2386,2.0582658443945797e-09
2387,1.8870798713142106e-09
2388,2.0385970461583874e-09
2389,1.987441369680404e-09
2390,2.1089185349253585e-09
2391,1.8338373396980984e-09
2392,2.0218417296937564e-09
2393,1.8732284769166483e-09
2394,2.1025986787889134e-09
2395,1.953022331530025e-09
2396,2.03246946891968e-09
2397,1.998241657077017e-09
2398,1.961379670903832e-09
2399,1.954502757966372e-09
2400,2.249917385003704e-09
2401,2.083686917181223e-09
2402,2.0605356424457684e-09
2403,1.8525464485509006e-09
2404,2.181590850148478e-09
2405,2.05491965137817e-09
2406,2.1110693253566844e-09
2407,1.9966890745202706e-09
2408,1.8987405996245247e-09
2409,1.961282942022746e-09
2410,2.0241930404211682e-09
2411,1.8415889559158873e-09
2412,2.0099419817722654e-09
2413,2.2580496249871456e-09
2414,1.9637733117271823e-09
2415,1.8803895439492845e-09
2416,2.079358554838844e-09
2417,2.0507611319110452e-09
2418,1.9326073692522755e-09
2419,1.7709325547457746e-09
2420,2.042393965519045e-09
2421,1.939001754675049e-09
2422,1.9583203667555943e-09
2423,1.968283248942704e-09
2424,2.1542533759559465e-09
2425,1.9344568560287514e-09
2426,2.133365077455869e-09
2427,1.9347138592708515e-09
2428,1.998538736637387e-09
2429,2.209237037101034e-09
2430,2.06158080008864e-09
2431,1.9301685133410002e-09
2432,1.8819751074494697e-09
2433,2.1013290762554496e-09
2434,2.1231976719670008e-09
2435,1.9251016915526674e-09
2436,2.0163033104218094e-09
2437,2.0179980722367093e-09
2438,2.0553256150788028e-09
2439,2.0260934494649033e-09
2440,1.863422782139142e-09
2441,2.047119997282361e-09
2442,1.9180521838561198e-09
2443,1.974324816857713e-09
2444,1.957429149442679e-09
2445,2.027172349533746e-09
2446,1.947799350665063e-09
2447,2.0479257155142185e-09
2448,2.067218488491473e-09
2449,1.975739320730528e-09
2450,2.051949259832098e-09
2451,1.924358414237533e-09
2452,2.0872484466927385e-09
2453,2.042956738167919e-09
2454,1.9986812668607107e-09
2455,1.977064089379544e-09
2456,2.0710416039721097e-09
2457,1.9527051587210546e-09
2458,1.8924225272056717e-09
2459,1.960534754592875e-09
2460,2.0284454211275326e-09
2461,1.921134109947448e-09
2462,1.8117903422474124e-09
2463,2.027854918631688e-09
2464,1.963532972482379e-09
2465,1.9563055486140135e-09
2466,2.0374175895459014e-09
2467,1.9723224142329118e-09
2468,1.8706408760633576e-09
2469,1.966593058625635e-09
2470,1.907233996142459e-09
2471,2.0208884290660546e-09
2472,1.8108376217342512e-09
2473,2.018884330590357e-09
2474,1.9455213567363084e-09
2475,1.925173035567729e-09
2476,1.9892144775536093e-09
2477,1.8582723284404189e-09
2478,1.9511017095419483e-09
2479,1.963886180978116e-09
2480,1.9330943652510707e-09
2481,1.8800695369511555e-09
2482,1.904829513444662e-09
2483,2.043496442065998e-09
2484,2.079953752160505e-09
2485,1.9264369462337975e-09
2486,1.997894491581226e-09
2487,1.9732596537543906e-09
2488,2.0017287318125506e-09
2489,1.903352324715779e-09
2490,1.9475045619660886e-09
2491,1.8121633044617757e-09
2492,1.8541982011749783e-09
2493,1.9745389430284637e-09
2494,1.9411763530161236e-09
2495,1.9206199649249206e-09
2496,2.037615424882673e-09
2497,1.992050367527306e-09
2498,1.9312000009205037e-09
2499,1.7577773740400026e-09
2500,1.8015021813395456e-09
2501,1.8194112318680475e-09
2502,1.839763211732839e-09
2503,1.8833809205673476e-09
2504,1.8916795771951923e-09
2505,1.9332948904417472e-09
2506,1.922474139720874e-09
2507,1.8784857029322706e-09
2508,1.8764414921050775e-09
2509,1.76593736890332e-09
2510,1.9460680823679242e-09
2511,2.084632402252611e-09
2512,1.816581553073167e-09
2513,1.7766136968375263e-09
2514,1.9971269969709647e-09
2515,1.7126567399042556e-09
2516,1.8190478891210153e-09
2517,1.8842147302232377e-09
2518,2.079130916596637e-09
2519,1.8955598001825434e-09
2520,1.8160898344448887e-09
2521,1.7385364758607526e-09
2522,1.8710769287839666e-09
2523,1.908032343689937e-09
2524,1.8308820044570857e-09
2525,1.7657311606474962e-09
2526,1.8322684284358947e-09
2527,1.894627285989198e-09
2528,1.8052667771249113e-09
2529,1.7127098130480203e-09
2530,1.931475198652427e-09
2531,1.798656153033726e-09
2532,2.032779237169525e-09
2533,1.9249283068890755e-09
2534,2.0158419638819888e-09
2535,1.963256802900419e-09
2536,2.0211011833199682e-09
2537,1.7848318344935561e-09
2538,1.9344188330199115e-09
2539,1.8835662347929404e-09
2540,1.9074554219234193e-09
2541,1.705201585422685e-09
2542,1.8365495856443178e-09
2543,1.7810798531400522e-09
2544,1.914984878523152e-09
2545,1.8605411453104147e-09
2546,1.83870119705227e-09
2547,1.8541730779517793e-09
2548,1.7584381916302613e-09
2549,1.8568709196009827e-09
2550,1.732714573650878e-09
2551,1.7521142230217773e-09
2552,1.8521847282122163e-09
2553,1.8570224517420869e-09
2554,1.873241138906363e-09
2555,1.7563351023090433e-09
2556,1.9399746295617287e-09
2557,2.0052454250110413e-09
2558,1.8067096589418027e-09
2559,1.7349328551287855e-09
2560,2.000425590835142e-09
2561,1.8200368762721059e-09
2562,2.00817771616284e-09
2563,1.743531282471068e-09
2564,1.882180982181305e-09
2565,1.9231215242659028e-09
2566,1.773145399629152e-09
2567,1.7231568973119036e-09
2568,1.880488606009722e-09
2569,1.8586580817658422e-09
2570,1.736210322994933e-09
2571,1.8453982065888093e-09
2572,1.862743263780301e-09
2573,1.8250302933238742e-09
2574,1.8786801775058874e-09
2575,1.889536564259722e-09
2576,1.8598714924771426e-09
2577,1.832215698269703e-09
2578,1.8477846144664017e-09
2579,1.8246683469235542e-09
2580,1.890764310262162e-09
2581,1.8341612582762884e-09
2582,1.7924445299116523e-09
2583,1.6157666445171601e-09
2584,1.9468230826805666e-09
2585,1.8811670478800274e-09
2586,1.8163121486445438e-09
2587,1.77307991704555e-09
2588,1.9801932170579558e-09
2589,1.7062770824650436e-09
2590,1.8911929164298113e-09
2591,1.7016162085642662e-09
2592,1.768928927804244e-09
2593,1.7520977485052245e-09
2594,1.7461170300755143e-09
2595,1.737088044869187e-09
2596,1.7326186968200768e-09
2597,1.8143604058191633e-09
2598,1.9146188739816817e-09
2599,1.7544230337770406e-09
2600,1.8487231084181074e-09
2601,1.6565849319006494e-09
2602,1.8610362055775346e-09
2603,1.8151438907655699e-09
2604,1.7996934613381037e-09
2605,1.724303319408722e-09
2606,1.8357411197766577e-09
2607,1.8046465120670027e-09
2608,1.70400945777502e-09
2609,1.7682535555077237e-09
2610,1.7280633017224166e-09
2611,1.7459926512178143e-09
2612,1.8702690875034277e-09
2613,1.6574579573750449e-09
2614,1.7035587655601568e-09
2615,1.8403034644848124e-09
2616,1.7282152015526196e-09
2617,1.8347918031977187e-09
2618,1.7902438993068206e-09
2619,1.7856944335474029e-09
2620,1.7148648887789942e-09
2621,1.7274805766884763e-09
2622,1.8198649576997258e-09
2623,1.7768377449461377e-09
2624,1.8439890705744783e-09
2625,1.7158873871938004e-09
2626,1.7377050194552252e-09
2627,1.7126443673653626e-09
2628,1.7354198141867252e-09
2629,1.8695803746382592e-09
2630,1.7700444166480258e-09
2631,1.7845256946988124e-09
2632,1.7144875064256256e-09
2633,1.7486282622472964e-09
2634,1.7435915002682526e-09
2635,1.6848825283457628e-09
2636,1.8284779966447042e-09
2637,1.7376457208587889e-09
2638,1.8177876262447814e-09
2639,1.7860950091085334e-09
2640,1.7989117120466838e-09
2641,1.6875810253003815e-09
2642,1.6676988585116194e-09
2643,1.7852587715334117e-09
2644,1.8082638096501567e-09
2645,1.6888101094467183e-09
2646,1.6971413488627501e-09
2647,1.7140817930448107e-09
2648,1.758374056086415e-09
2649,1.6250658385911223e-09
2650,1.6249893782279557e-09
2651,1.634773786545021e-09
2652,1.7948209347886625e-09
2653,1.669976039873585e-09
2654,1.725400379986001e-09
2655,1.5912483677009103e-09
2656,1.8111610979892804e-09
2657,1.6575017700364842e-09
2658,1.7120945890661247e-09
2659,1.6330546001772872e-09
2660,1.821920257929661e-09
2661,1.614019187894624e-09
2662,1.7088476312019732e-09
2663,1.794267761184072e-09
2664,1.8487927373972146e-09
2665,1.635420156508859e-09
2666,1.56570185409514e-09
2667,1.6213948984115481e-09
2668,1.6605831416921187e-09
2669,1.6305924722846905e-09
2670,1.6275618978853362e-09
2671,1.6890399811111032e-09
2672,1.7845362430493843e-09
2673,1.874556110551652e-09
2674,1.6542050927146195e-09
2675,1.7471111204872334e-09
2676,1.688025671364583e-09
2677,1.713161212948857e-09
2678,1.6796265419770279e-09
2679,1.7328828857124664e-09
2680,1.6576052050260296e-09
2681,1.6108300257280047e-09
2682,1.711920457684799e-09
2683,1.7032330204757371e-09
2684,1.7471852947995438e-09
2685,1.6292014380608185e-09
2686,1.7526436188603158e-09
2687,1.7255148050436637e-09
2688,1.720581489894205e-09
2689,1.593010921819407e-09
2690,1.6898286903349427e-09
2691,1.494202208266473e-09
2692,1.7206134564469822e-09
2693,1.6771913095131518e-09
2694,1.7561333080517077e-09
2695,1.639545379263003e-09
2696,1.608773943273995e-09
2697,1.644528115768634e-09
2698,1.6160941048891962e-09
2699,1.6306716453887061e-09
2700,1.6864282587950196e-09
2701,1.6613960047375583e-09
2702,1.7113119356164293e-09
2703,1.7135273931256338e-09
2704,1.7689349682502092e-09
2705,1.618451033996134e-09
2706,1.8668634008510003e-09
2707,1.5944238232790912e-09
2708,1.6089379921125876e-09
2709,1.5533061656773073e-09
2710,1.6775962101577201e-09
2711,1.5392848174628584e-09
2712,1.666612054923311e-09
2713,1.6990113984436536e-09
2714,1.6849411632476833e-09
2715,1.7285736471412273e-09
2716,1.6016732298651648e-09
2717,1.5694234406668686e-09
2718,1.6416084369890954e-09
2719,1.6266753564413174e-09
2720,1.7243663756601377e-09
2721,1.659728133124493e-09
2722,1.6338309742617355e-09
2723,1.649095450965004e-09
2724,1.7007509561136107e-09
2725,1.6505645857575159e-09
2726,1.7393602239971001e-09
2727,1.6156475085733107e-09
2728,1.6937293462762344e-09
2729,1.6579282444549763e-09
2730,1.5385306089180483e-09
2731,1.5432359481095683e-09
2732,1.4963278473502689e-09
2733,1.6808031120876682e-09
2734,1.6497444805193355e-09
2735,1.6615012136317298e-09
2736,1.7144366843207395e-09
2737,1.6256560498521122e-09
2738,1.7020162756445407e-09
2739,1.7025082929144991e-09
2740,1.668295576577171e-09
2741,1.5588468994145014e-09
2742,1.5349477842556013e-09
2743,1.576867604933829e-09
2744,1.7162526958533063e-09
2745,1.6406096282559838e-09
2746,1.6359197992402956e-09
2747,1.6654706355378495e-09
2748,1.6552728639330316e-09
2749,1.4377241091899614e-09
2750,1.549315411646711e-09
2751,1.643061489933266e-09
2752,1.6406844369687622e-09
