ells,kap_cls
619,2.0849829072139973e-08
620,1.7945031290073043e-08
621,1.747979734871472e-08
622,2.1767192496611093e-08
623,2.0022079857838614e-08
624,1.9260456642423524e-08
625,1.512184082688557e-08
626,1.731810096511534e-08
627,1.679090410241551e-08
628,1.9160952594438607e-08
629,1.916008251282066e-08
630,1.4995540972779044e-08
631,1.9135559790820938e-08
632,1.861444420125702e-08
633,2.0903499382529296e-08
634,1.8800225433328568e-08
635,1.9844249910738655e-08
636,1.8622567382222713e-08
637,1.638565192682761e-08
638,1.8893481022613034e-08
639,2.3243704560214437e-08
640,1.668101504044203e-08
641,1.8317451694924074e-08
642,1.9250943530766326e-08
643,1.9436248857856535e-08
644,2.0116995430152e-08
645,1.6173579367800957e-08
646,1.4877709300964083e-08
647,1.3548218100439087e-08
648,1.9645169640001355e-08
649,1.8420762612542153e-08
650,1.909945755202748e-08
651,1.6372871140852413e-08
652,1.619345994124073e-08
653,1.4686653370838126e-08
654,1.4883680246816239e-08
655,1.592569640510372e-08
656,1.6579405954848415e-08
657,1.9084369502201585e-08
658,1.9603606517048586e-08
659,1.7060873879698606e-08
660,1.8759456975136807e-08
661,1.698740060011828e-08
662,1.381328158593242e-08
663,1.8418206345532654e-08
664,1.6109492463771582e-08
665,1.5187212338697923e-08
666,1.8079450959084594e-08
667,1.6927019402743903e-08
668,1.6331488044913157e-08
669,1.744581222760931e-08
670,1.6225581762569305e-08
671,1.6659326855515382e-08
672,1.8377183368870327e-08
673,1.6004896533109908e-08
674,1.7350759702993833e-08
675,1.679141015787063e-08
676,1.5480581164440697e-08
677,1.7433991433625375e-08
678,1.9744085683985188e-08
679,1.6918830348905675e-08
680,1.633523551242013e-08
681,1.7236416849216773e-08
682,1.6535564371069223e-08
683,1.803667631338043e-08
684,1.5456406673169677e-08
685,1.611204913226182e-08
686,1.7650460295250672e-08
687,1.3713107769348648e-08
688,1.6281541599772717e-08
689,1.4417906734876036e-08
690,1.5493762156814842e-08
691,1.713921137996237e-08
692,1.785270428142433e-08
693,1.7907790261682557e-08
694,1.6407158444989523e-08
695,1.6214445884115003e-08
696,1.3993091746778959e-08
697,1.6564510449140483e-08
698,1.6951298666220778e-08
699,1.8177761221757867e-08
700,1.8474125466898537e-08
701,1.4710741167276821e-08
702,1.6229659306836822e-08
703,1.6315365095538098e-08
704,1.8138282101010612e-08
705,1.5255619068781496e-08
706,1.517642800861436e-08
707,1.5020147466356917e-08
708,1.53011041680451e-08
709,1.373407831287876e-08
710,1.5731637747388592e-08
711,1.548124965615347e-08
712,1.6758242847623013e-08
713,1.5546067712835225e-08
714,1.815311146491501e-08
715,1.499296569299555e-08
716,1.5735171100920687e-08
717,1.538475635689207e-08
718,1.6667940234264804e-08
719,1.4344889555432668e-08
720,1.55578971153039e-08
721,1.2482587934843785e-08
722,1.3533001351206655e-08
723,1.4471992431517409e-08
724,1.5749636210940716e-08
725,1.5008730526921437e-08
726,1.4864520914983057e-08
727,1.522551189108733e-08
728,1.495265260399106e-08
729,1.3887246667041635e-08
730,1.3884207958907895e-08
731,1.4715026540852346e-08
732,1.523747345899221e-08
733,1.5029622957389162e-08
734,1.4219631549943426e-08
735,1.5190958057918244e-08
736,1.6391531619179716e-08
737,1.3489878190519567e-08
738,1.519824502347152e-08
739,1.38878213252134e-08
740,1.4096302716768413e-08
741,1.3310148580664116e-08
742,1.5133336785978463e-08
743,1.5671285594512924e-08
744,1.264993005259466e-08
745,1.5324490115808726e-08
746,1.401003272116594e-08
747,1.3355681748480406e-08
748,1.5867879404148643e-08
749,1.3638349423965533e-08
750,1.5952801703767763e-08
751,1.3153071458457762e-08
752,1.5143265152197415e-08
753,1.2858222529218327e-08
754,1.4058835937331675e-08
755,1.4629770026239165e-08
756,1.3371562170278664e-08
757,1.4413482315026372e-08
758,1.4788867072718879e-08
759,1.2455346575688688e-08
760,1.3051272541170572e-08
761,1.3517811840886516e-08
762,1.3974874847374034e-08
763,1.1912637159262853e-08
764,1.3702551317445452e-08
765,1.5653240928763644e-08
766,1.392384458567643e-08
767,1.614953541968534e-08
768,1.2887644870336552e-08
769,1.3706311913872549e-08
770,1.2994837339199946e-08
771,1.2755104795353129e-08
772,1.4718793291479962e-08
773,1.3930228394021628e-08
774,1.5156408613198465e-08
775,1.3270891567803525e-08
776,1.309891108734904e-08
777,1.3767982498628393e-08
778,1.2519892872362471e-08
779,1.2810986540417958e-08
780,1.251058483353067e-08
781,1.3915701910637284e-08
782,1.3282279802747291e-08
783,1.3685879281106969e-08
784,1.311415075633036e-08
785,1.50562295245438e-08
786,1.3954101771265026e-08
787,1.326924425426472e-08
788,1.2354685938840053e-08
789,1.3621560923974141e-08
790,1.639264250745897e-08
791,1.5349223968183466e-08
792,1.4111264515051512e-08
793,1.3620179998697649e-08
794,1.2140449449713205e-08
795,1.2550020727648745e-08
796,1.2589154201342591e-08
797,1.292649836195602e-08
798,1.2265467850166542e-08
799,1.2649184314190719e-08
800,1.3489460353330742e-08
801,1.3342169283124709e-08
802,1.354336082237814e-08
803,1.2121936644698368e-08
804,1.2022279434474194e-08
805,1.4367845188394678e-08
806,1.1262932172150235e-08
807,1.0354030241998007e-08
808,1.2283941031950268e-08
809,1.1947760698112827e-08
810,1.1841217328489753e-08
811,1.450903531940108e-08
812,1.1237346052745972e-08
813,1.3047392145589004e-08
814,1.3488463655783749e-08
815,1.2962299729778813e-08
816,1.2425684997040876e-08
817,1.4061937847486596e-08
818,1.158926064867181e-08
819,1.1553798824503708e-08
820,1.1569932055659405e-08
821,1.2250920361532066e-08
822,1.1949860109916988e-08
823,1.3060103189788855e-08
824,1.2009731240620932e-08
825,1.1810584432285106e-08
826,1.2133000039408673e-08
827,1.1795740412957344e-08
828,1.2013694178517768e-08
829,1.269770490058817e-08
830,1.2394881702386413e-08
831,1.1233758280395972e-08
832,1.1003816962346366e-08
833,1.264770001745744e-08
834,1.1084006224101385e-08
835,1.1790224849864754e-08
836,1.057074633921436e-08
837,1.2310983124403401e-08
838,1.1890760490248336e-08
839,1.2016546424837008e-08
840,1.1827173607744167e-08
841,1.1932629648840227e-08
842,1.2612823832192459e-08
843,1.2003886667916706e-08
844,1.1595445232335048e-08
845,1.2580022623909286e-08
846,1.3289477420170654e-08
847,1.1942639942942331e-08
848,1.3990865530850572e-08
849,1.1068858546829973e-08
850,1.2040651442439211e-08
851,1.1964139119831642e-08
852,1.2768297636103937e-08
853,1.2431997996438175e-08
854,1.0682951379857386e-08
855,1.0849949615569018e-08
856,1.2725623692414082e-08
857,1.0837427249624004e-08
858,1.0416455166582517e-08
859,1.126045957450339e-08
860,1.2137665798084356e-08
861,1.0502875528480083e-08
862,1.204516672293428e-08
863,1.0130258986977042e-08
864,1.1964373109014102e-08
865,1.0935835839971328e-08
866,1.2052397232129173e-08
867,1.2448927157521168e-08
868,1.1123186160854901e-08
869,1.0877537449987255e-08
870,1.2742047960484735e-08
871,1.091349061550063e-08
872,1.0591825265172464e-08
873,1.1560515565262986e-08
874,1.2465895341620398e-08
875,1.064090061037083e-08
876,1.1673619302867898e-08
877,1.2295691263973183e-08
878,1.1977341467269744e-08
879,1.0792315168236153e-08
880,1.082551237152949e-08
881,1.1228911790986866e-08
882,1.1039573541187633e-08
883,1.2829467483667887e-08
884,1.3264285861239723e-08
885,1.1417353682880924e-08
886,1.1031807517449379e-08
887,1.188226562890775e-08
888,1.0770685389189396e-08
889,9.54616920132799e-09
890,1.0676513403580373e-08
891,1.0808060629488264e-08
892,1.0184007856069671e-08
893,1.1621748587870388e-08
894,1.0580055467597814e-08
895,1.0889523989496268e-08
896,1.0183076790625146e-08
897,1.0843497292837975e-08
898,1.0522031303848655e-08
899,1.0006725722615686e-08
900,1.0536149716531804e-08
901,1.0079978489719819e-08
902,8.689795250073403e-09
903,1.0747398652058876e-08
904,1.1247842631810293e-08
905,1.0267663503265891e-08
906,1.0870048838562849e-08
907,9.456271551893372e-09
908,9.684408120710907e-09
909,1.1037970151590257e-08
910,9.584856657862776e-09
911,9.914500554959795e-09
912,1.028138393248084e-08
913,1.0377042822196031e-08
914,9.87473487976947e-09
915,1.0704650697394851e-08
916,1.1494090517062732e-08
917,1.1075738295261337e-08
918,9.410340886530708e-09
919,8.755559626029848e-09
920,9.22180726241694e-09
921,9.137693706969591e-09
922,1.1718245971614464e-08
923,1.0425270728417146e-08
924,9.530897464516337e-09
925,9.769488418478555e-09
926,9.232427834770069e-09
927,9.761155113244073e-09
928,1.0652181682484604e-08
929,1.1349533213798346e-08
930,1.03873709261447e-08
931,1.0477709212241449e-08
932,1.1190493055131162e-08
933,1.0283967708420149e-08
934,9.7118967519176e-09
935,1.0456024070313034e-08
936,1.0220306107407695e-08
937,1.1337604195701776e-08
938,1.0095197748062329e-08
939,1.0327401018143349e-08
940,9.483400359074015e-09
941,9.936433263394829e-09
942,1.0092179060437064e-08
943,9.30259756387769e-09
944,9.465893807197907e-09
945,9.238730351436985e-09
946,9.575602033972476e-09
947,9.214266969118944e-09
948,1.04021588403849e-08
949,1.0114722857248369e-08
950,1.0105520682124207e-08
951,9.115081393645534e-09
952,1.0304677706483561e-08
953,1.0761447992501025e-08
954,1.0000295194309697e-08
955,1.0203000524426014e-08
956,9.912498196132097e-09
957,9.071072747324348e-09
958,9.020537380126147e-09
959,9.70853107684109e-09
960,1.0534725325231055e-08
961,9.425092048734133e-09
962,1.0326759651265082e-08
963,9.648231678111331e-09
964,1.0363635272050651e-08
965,9.680327415527098e-09
966,9.812381784623597e-09
967,9.85234899111641e-09
968,9.996676519860715e-09
969,8.758061042652426e-09
970,9.149107393552884e-09
971,1.0020009781435572e-08
972,1.0479436285792052e-08
973,9.44741167829297e-09
974,1.0070794341792387e-08
975,9.914285928742677e-09
976,8.328694218029066e-09
977,9.662182306073768e-09
978,7.801675859563276e-09
979,8.33166157826092e-09
980,8.859277264758454e-09
981,9.396350515893825e-09
982,1.0013619305528209e-08
983,9.00319562301124e-09
984,8.476261272078543e-09
985,9.277369587769866e-09
986,9.03086027276022e-09
987,8.986883816010937e-09
988,9.066052675598854e-09
989,8.555019168524579e-09
990,1.0000496901651358e-08
991,1.0215684369432259e-08
992,9.197950849712999e-09
993,8.47036582486287e-09
994,9.094978600988719e-09
995,8.03887462646565e-09
996,9.306783873230297e-09
997,8.554594541132639e-09
998,9.982437258441272e-09
999,8.216413676284209e-09
1000,8.822428599704697e-09
1001,9.213188188730354e-09
1002,9.282999236571404e-09
1003,8.97427032599056e-09
1004,9.120601747598887e-09
1005,9.809080328458146e-09
1006,8.735130260420913e-09
1007,9.316556355918287e-09
1008,9.150730554900793e-09
1009,1.0046450771444388e-08
1010,7.627722079195997e-09
1011,7.574455365591594e-09
1012,9.18435399289103e-09
1013,9.092215936046788e-09
1014,9.534463905512906e-09
1015,8.854976359575273e-09
1016,9.015060363796286e-09
1017,9.364201911551197e-09
1018,8.09262322247295e-09
1019,8.727275774772706e-09
1020,8.3662909608114e-09
1021,8.601008819589334e-09
1022,9.332404628069157e-09
1023,7.943040560855861e-09
1024,9.430847105224497e-09
1025,8.696553175061633e-09
1026,8.57676411145074e-09
1027,9.583725511708183e-09
1028,8.667702277521525e-09
1029,9.351590624665841e-09
