,ell,ksz_cl
235,235,0.00014522029525972178
236,236,0.00017887441433131915
237,237,0.00017898837714062707
238,238,0.00013953907715128866
239,239,0.0001675494937877675
240,240,0.0001572517818855885
241,241,0.00015817862672990138
242,242,0.0001862397894549224
243,243,0.00014516458508980458
244,244,0.00015708944350664887
245,245,0.00016048242590953888
246,246,0.00014501241519369017
247,247,0.0001436172694322796
248,248,0.00014600723881935408
249,249,0.0001487528147469685
250,250,0.00015287762484993806
251,251,0.00014423555288142005
252,252,0.0001616583985494055
253,253,0.00015814089685086248
254,254,0.00013634729933283092
255,255,0.00014172067040589493
256,256,0.00013982840259459207
257,257,0.00013765434351811247
258,258,0.00013397713648728707
259,259,0.00013282321000024353
260,260,0.0001531455956726903
261,261,0.00012690577088914258
262,262,0.00013843052325941446
263,263,0.00012670985376908426
264,264,0.0001278387794489981
265,265,0.0001304838231077757
266,266,0.0001316897794041081
267,267,0.00012825718006249598
268,268,0.00012066307541035875
269,269,0.00011445985022187042
270,270,0.00011659136009033631
271,271,0.0001371252156888693
272,272,0.00013531366420889003
273,273,0.00011094595881901637
274,274,0.00012887861888373164
275,275,0.00013132082806630946
276,276,0.00013102613249893258
277,277,0.00013077483495556365
278,278,0.0001230725135107991
279,279,0.00011425496774450333
280,280,0.00012437495374709095
281,281,0.0001284185802637955
282,282,0.00012278487960697907
283,283,0.00011601321759598562
284,284,0.00011822631525213993
285,285,0.00012004169208083127
286,286,0.00011492328353501908
287,287,0.0001136106654100126
288,288,0.00010459827573355455
289,289,0.00012067718918702847
290,290,0.00011695505018596779
291,291,9.851011405423718e-05
292,292,0.00011712355917950921
293,293,0.00012047258358071784
294,294,0.00010722692564498233
295,295,0.00010880215101013463
296,296,0.00010703936616714184
297,297,0.000115229150575589
298,298,0.00011410342203320294
299,299,0.00010555317970012941
300,300,0.00011016073956817117
301,301,0.00010569543726880467
302,302,0.0001130803943486099
303,303,0.00010510115267926903
304,304,9.490209123033829e-05
305,305,9.954097159864587e-05
306,306,0.00010013068989508819
307,307,0.00010464727925275612
308,308,9.707586789627228e-05
309,309,0.00010098125926313296
310,310,0.00010805596409398509
311,311,0.00010495135567066373
312,312,9.610922796997402e-05
313,313,9.653893157548073e-05
314,314,0.00010053638748099129
315,315,9.559121189645051e-05
316,316,9.172680895627971e-05
317,317,0.00010611221940364607
318,318,8.819528365112051e-05
319,319,0.00010211747888153016
320,320,9.238099507681941e-05
321,321,8.218777088213573e-05
322,322,9.283403759158177e-05
323,323,9.884149186139734e-05
324,324,9.638424648221374e-05
325,325,8.776167705678132e-05
326,326,9.624585715332205e-05
327,327,9.07615024449605e-05
328,328,8.910737298384739e-05
329,329,9.430830847408118e-05
330,330,9.882404801360142e-05
331,331,8.635809389712543e-05
332,332,8.966497860498841e-05
333,333,8.628499980947396e-05
334,334,9.665960751566856e-05
335,335,9.146688746710651e-05
336,336,8.819061216295244e-05
337,337,9.267342005280691e-05
338,338,9.205267942710117e-05
339,339,8.597204189434799e-05
340,340,9.082555293133482e-05
341,341,8.573955743511959e-05
342,342,8.58435908625436e-05
343,343,8.903988287630085e-05
344,344,8.746205675724285e-05
345,345,9.204133244330979e-05
346,346,8.641625026368032e-05
347,347,9.013188038095486e-05
348,348,8.900589169791798e-05
349,349,8.373202564594002e-05
350,350,8.220169050092336e-05
351,351,8.626909243546939e-05
352,352,8.302179901477629e-05
353,353,8.571994505967201e-05
354,354,8.62412314186576e-05
355,355,7.884866447813721e-05
356,356,8.346515966117942e-05
357,357,8.022255411828673e-05
358,358,9.562915363566326e-05
359,359,8.355201536949375e-05
360,360,7.564488998440163e-05
361,361,7.599658214606453e-05
362,362,7.785549319199939e-05
363,363,8.11809779048603e-05
364,364,8.18471787067249e-05
365,365,9.132964994029933e-05
366,366,8.467741794469943e-05
367,367,7.430578311576087e-05
368,368,7.323220715684512e-05
369,369,8.599214324598543e-05
370,370,7.124264937437188e-05
371,371,8.080377228655333e-05
372,372,7.832555870693088e-05
373,373,8.065743989810873e-05
374,374,7.86179669536446e-05
375,375,7.511572009185535e-05
376,376,7.41145474391656e-05
377,377,7.476480353099125e-05
378,378,7.750348449810088e-05
379,379,7.28393089712746e-05
380,380,7.393098030956594e-05
381,381,7.555682655095509e-05
382,382,7.6641481918838e-05
383,383,7.360411230732469e-05
384,384,8.157759229634621e-05
385,385,7.060969730012529e-05
386,386,7.054870761101224e-05
387,387,6.531448106052265e-05
388,388,6.78794235392876e-05
389,389,7.475774326884712e-05
390,390,7.49108973749584e-05
391,391,7.036960419421188e-05
392,392,7.41660129498767e-05
393,393,6.837026475660315e-05
394,394,7.140255938658346e-05
395,395,7.297860152063145e-05
396,396,6.96508049228944e-05
397,397,7.330225039231991e-05
398,398,7.007766714551379e-05
399,399,6.967982482719244e-05
400,400,6.610547657623611e-05
401,401,6.752186532892054e-05
402,402,7.295850159955139e-05
403,403,6.184911026584024e-05
404,404,6.050610928999923e-05
405,405,6.400499344046496e-05
406,406,7.09352767472567e-05
407,407,6.609717305630635e-05
408,408,6.897339677940472e-05
409,409,6.727861931675157e-05
410,410,6.649104733368921e-05
411,411,6.936385564821818e-05
412,412,6.597535134099733e-05
413,413,7.106483991307683e-05
414,414,6.392722467433197e-05
415,415,7.338305051737366e-05
416,416,7.477417417270404e-05
417,417,6.470707387239064e-05
418,418,6.32806335017219e-05
419,419,6.417856566327441e-05
420,420,6.566166393003175e-05
421,421,5.8635842810087986e-05
422,422,6.431163369984556e-05
423,423,6.547810610743058e-05
424,424,6.169444498023183e-05
425,425,6.395210821117991e-05
426,426,6.5780248917522e-05
427,427,6.023806550150341e-05
428,428,6.125071306367866e-05
429,429,5.989389126179273e-05
430,430,6.292917508181923e-05
431,431,6.014196903934071e-05
432,432,6.187467784840009e-05
433,433,6.251487115384034e-05
434,434,6.366995545398461e-05
435,435,6.575623821101255e-05
436,436,6.2218666373914e-05
437,437,6.29345827584942e-05
438,438,6.584357330126093e-05
439,439,6.209804807592027e-05
440,440,6.320156195395049e-05
441,441,5.8240304745542316e-05
442,442,6.414723533202853e-05
443,443,6.26717745357097e-05
444,444,5.361948839927909e-05
445,445,5.639190772185301e-05
446,446,5.9903173950665604e-05
447,447,5.748173544410431e-05
448,448,5.542213729264198e-05
449,449,6.182421387034224e-05
450,450,5.612146261451036e-05
451,451,5.7920363087542265e-05
452,452,6.362591989984665e-05
453,453,5.3056279996786487e-05
454,454,5.9269678556563956e-05
455,455,6.202720530134323e-05
456,456,5.729276893085855e-05
457,457,5.91272811404573e-05
458,458,5.528097966082329e-05
459,459,4.70765981141997e-05
460,460,5.263218373619064e-05
461,461,5.608944289732376e-05
462,462,5.8922665931889726e-05
463,463,5.572726162928871e-05
464,464,5.5319828218087614e-05
465,465,5.826837460015477e-05
466,466,5.895521636499269e-05
467,467,5.2149188650498636e-05
468,468,5.770531401392192e-05
469,469,4.985881292826115e-05
470,470,5.247932219617939e-05
471,471,5.358934394970608e-05
472,472,5.1590869281184624e-05
473,473,5.540894552985543e-05
474,474,5.529204657187445e-05
475,475,5.192848739419145e-05
476,476,4.998826080054874e-05
477,477,5.14178909164223e-05
478,478,5.009588605957449e-05
479,479,4.9769962365555055e-05
480,480,4.875166463390896e-05
481,481,4.9426908273982864e-05
482,482,5.289351206279709e-05
483,483,4.858452161101173e-05
484,484,5.0542461111331245e-05
485,485,4.904603828051829e-05
486,486,4.92615671598267e-05
487,487,4.826564277566291e-05
488,488,5.4238728039144194e-05
489,489,5.094741397747403e-05
490,490,5.0055050090707746e-05
491,491,4.875621503604167e-05
492,492,5.159224615449104e-05
493,493,4.817054814693266e-05
494,494,4.849145358308501e-05
495,495,4.841280919876404e-05
496,496,5.3255468000614706e-05
497,497,5.1931842098765917e-05
498,498,4.382523349985585e-05
499,499,4.794767460496729e-05
500,500,4.639183384216359e-05
501,501,5.1027707508718764e-05
502,502,4.807587238659871e-05
503,503,4.989400402315022e-05
504,504,4.553344330270384e-05
505,505,4.307069063867326e-05
506,506,4.560635547738256e-05
507,507,4.692044765771945e-05
508,508,4.850438991735102e-05
509,509,5.0011960835919535e-05
510,510,4.512330815551368e-05
511,511,4.640596438467672e-05
512,512,4.650084525499218e-05
513,513,4.6757969724521744e-05
514,514,4.357892535855257e-05
515,515,4.637453833277161e-05
516,516,4.3381035359674604e-05
517,517,4.3792196833088386e-05
518,518,4.538105255427945e-05
519,519,4.596070013836191e-05
520,520,4.685676760119597e-05
521,521,4.364101278036327e-05
522,522,4.4285439290517394e-05
523,523,4.230475082344177e-05
524,524,4.1869089222504854e-05
525,525,4.345674492495004e-05
526,526,4.388910721010874e-05
527,527,4.288415386100435e-05
528,528,4.2366280878583e-05
529,529,4.2516176770318094e-05
530,530,4.006775437252799e-05
531,531,4.243026569316972e-05
532,532,4.347533789174648e-05
533,533,4.3644957235538465e-05
534,534,4.322914142185636e-05
535,535,4.2940582648602514e-05
536,536,4.427801221525141e-05
537,537,4.324100739620415e-05
538,538,4.0623204261256415e-05
539,539,4.3591526543958096e-05
540,540,4.199337567870827e-05
541,541,4.249736021174409e-05
542,542,4.1532847368355776e-05
543,543,4.0179193896572087e-05
544,544,3.8834201549557745e-05
545,545,4.116826582387725e-05
546,546,4.0980259059067706e-05
547,547,3.739514416893481e-05
548,548,3.701862288804403e-05
549,549,4.040455466271206e-05
550,550,3.896552774227301e-05
551,551,4.2412053744269085e-05
552,552,3.784856245694528e-05
553,553,4.1315062093367605e-05
554,554,3.739771651601381e-05
555,555,3.770021056494531e-05
556,556,3.997601762171984e-05
557,557,3.670420512214888e-05
558,558,4.0772560464175004e-05
559,559,3.567894363251273e-05
560,560,4.0188120336792196e-05
561,561,3.70469304695629e-05
562,562,3.629276363677832e-05
563,563,3.756538783959587e-05
564,564,3.797499065434711e-05
565,565,3.8462736632110756e-05
566,566,3.8716534855278814e-05
567,567,3.9116392019905066e-05
568,568,3.909863816220008e-05
569,569,3.6492699201529854e-05
570,570,3.7818063795836245e-05
571,571,3.6036864087942845e-05
572,572,3.8470330316208464e-05
573,573,3.325707512466646e-05
574,574,3.702391167597466e-05
575,575,3.815318831809588e-05
576,576,3.6372264697646644e-05
577,577,3.745544581528199e-05
578,578,3.7003278638876456e-05
579,579,3.959167204401899e-05
580,580,3.709135852704028e-05
581,581,3.327889866398519e-05
582,582,3.413768716539335e-05
583,583,3.4263237543706954e-05
584,584,3.5850954317531144e-05
585,585,3.481243215402136e-05
586,586,3.6078964212005855e-05
587,587,3.5916284616976756e-05
588,588,3.604091961070445e-05
589,589,3.278993233505849e-05
590,590,3.31491834366818e-05
591,591,3.575578129025496e-05
592,592,3.48095939048312e-05
593,593,3.405694931240719e-05
594,594,3.581771380798336e-05
595,595,3.446461349738224e-05
596,596,3.6303393166595026e-05
597,597,3.3839018181703436e-05
598,598,3.3394590399298846e-05
599,599,3.466365432238165e-05
600,600,3.205645814906978e-05
601,601,3.234060033070733e-05
602,602,3.26380956265741e-05
603,603,3.367567508768713e-05
604,604,3.188959609324276e-05
605,605,3.6779287446134645e-05
606,606,3.305766810251661e-05
607,607,3.441947721014033e-05
608,608,3.463725398462157e-05
609,609,3.518977336114818e-05
610,610,3.2942689862961926e-05
611,611,3.2338276812197324e-05
612,612,3.1891910252413405e-05
613,613,3.184520896675278e-05
614,614,3.176845580289236e-05
615,615,3.2404753561306566e-05
616,616,3.278226235240647e-05
617,617,2.905502414668729e-05
618,618,3.091023548856968e-05
619,619,3.0197598733239744e-05
620,620,3.0680374885387535e-05
621,621,3.248558789533679e-05
622,622,3.257222228982146e-05
623,623,3.2825259668661165e-05
624,624,3.2202847358444514e-05
625,625,3.2208423029967203e-05
626,626,3.543107298137397e-05
627,627,2.991220192666848e-05
628,628,3.056211127564525e-05
629,629,2.9235678991903684e-05
630,630,3.341544340907728e-05
631,631,3.1482995880110475e-05
632,632,3.2632619050251614e-05
633,633,3.0190776790410347e-05
634,634,3.282803907020448e-05
635,635,3.152631900871718e-05
636,636,3.065621048978886e-05
637,637,2.9958829521463153e-05
638,638,2.9611074278199715e-05
639,639,2.8025531274632292e-05
640,640,3.084986050380185e-05
641,641,3.054249049237189e-05
642,642,2.927766384770158e-05
643,643,2.9382478647704833e-05
644,644,3.0141475819022802e-05
645,645,3.221486604329925e-05
646,646,3.022674096141252e-05
647,647,2.775133960887937e-05
648,648,3.251917135541885e-05
649,649,2.8429234628372234e-05
650,650,2.9410288620951166e-05
651,651,2.94658367987249e-05
652,652,2.886139855757895e-05
653,653,2.9342944393591234e-05
654,654,2.926711288561794e-05
655,655,3.0380894901028813e-05
656,656,2.8515308670085718e-05
657,657,2.9009788121264732e-05
658,658,2.7239440995963875e-05
659,659,2.8495174358601068e-05
660,660,2.9311114456871028e-05
661,661,2.9223605345065735e-05
662,662,2.7347089694748483e-05
663,663,2.9974333857962304e-05
664,664,3.015548182048154e-05
665,665,3.0014597263644667e-05
666,666,2.8746111799054723e-05
667,667,2.8816589481046268e-05
668,668,2.674630157388354e-05
669,669,2.695992121024993e-05
670,670,2.8857452885207355e-05
671,671,3.09509377802296e-05
672,672,2.5981450470204894e-05
673,673,2.8016353856208702e-05
674,674,2.7898886647078213e-05
675,675,2.7797904054915228e-05
676,676,2.6674577197428127e-05
677,677,2.7790755191562842e-05
678,678,2.9312378728495613e-05
679,679,2.7511428187401715e-05
680,680,2.7612750171161253e-05
681,681,2.8430204373452522e-05
682,682,2.8684428095556334e-05
683,683,2.7649289717181312e-05
684,684,2.674253994417391e-05
685,685,2.6106166528272807e-05
686,686,2.6958496458486373e-05
687,687,2.7736601210160225e-05
688,688,2.7356207774506215e-05
689,689,2.849156008677675e-05
690,690,2.756327829532955e-05
691,691,2.706659556147617e-05
692,692,2.6033906519095188e-05
693,693,2.5887241918955352e-05
694,694,2.5029014818353264e-05
695,695,2.6758956958154202e-05
696,696,2.7171274926178277e-05
697,697,2.6587853311249143e-05
698,698,2.473205695974865e-05
699,699,2.570273207410112e-05
700,700,2.7683966523272423e-05
701,701,2.6284170020163104e-05
702,702,2.672465650880545e-05
703,703,2.5558205646725494e-05
704,704,2.6551174705228888e-05
705,705,2.7160778207560693e-05
706,706,2.620438883795502e-05
707,707,2.6859136387623558e-05
708,708,2.7340622548190122e-05
709,709,2.8888422895859846e-05
710,710,2.5825729062020615e-05
711,711,2.702103345813933e-05
712,712,2.5630366475773827e-05
713,713,2.421527425961578e-05
714,714,2.540796619078283e-05
715,715,2.4505879977502534e-05
716,716,2.5270072373599345e-05
717,717,2.4261992691491495e-05
718,718,2.5558732098113484e-05
719,719,2.572313586661164e-05
720,720,2.6540721834925478e-05
721,721,2.5993483716143576e-05
722,722,2.577273337799688e-05
723,723,2.5553160398382836e-05
724,724,2.7280292120265517e-05
725,725,2.5164876073670417e-05
726,726,2.4215501339054273e-05
727,727,2.564352403946042e-05
728,728,2.3283090149840935e-05
729,729,2.3606016560380634e-05
730,730,2.5229998016878255e-05
731,731,2.419681342665399e-05
732,732,2.451408102673369e-05
733,733,2.5067364260868334e-05
734,734,2.46504665949664e-05
735,735,2.3994043430893736e-05
736,736,2.3722710054592778e-05
737,737,2.5316530648418418e-05
738,738,2.503773352634943e-05
739,739,2.5009416709480314e-05
740,740,2.2952539510592068e-05
741,741,2.52920544750428e-05
742,742,2.340314863137978e-05
743,743,2.504060609057818e-05
744,744,2.4754944918412952e-05
745,745,2.3995712586139157e-05
746,746,2.3540691106726326e-05
747,747,2.489767966482774e-05
748,748,2.2719965772906062e-05
749,749,2.367523323792429e-05
750,750,2.4880347412772133e-05
751,751,2.4260510740794602e-05
752,752,2.4156728821842213e-05
753,753,2.3561405389780047e-05
754,754,2.2970072616865715e-05
755,755,2.332885368059003e-05
756,756,2.434702710961626e-05
757,757,2.2298707681643177e-05
758,758,2.390515617695342e-05
759,759,2.2605038976178433e-05
760,760,2.3006943074016466e-05
761,761,2.2935129073580318e-05
762,762,2.254011338574557e-05
763,763,2.2416197583473356e-05
764,764,2.351557566507955e-05
765,765,2.3329946263375958e-05
766,766,2.274200484446425e-05
767,767,2.415839898091982e-05
768,768,2.4334279613251214e-05
769,769,2.3773649930736116e-05
770,770,2.1754069208608346e-05
771,771,2.195146649928335e-05
772,772,2.2667118666546775e-05
773,773,2.168856298027457e-05
774,774,2.2933748767037697e-05
775,775,2.2219008580421396e-05
776,776,2.3042788976349355e-05
777,777,2.284209424115671e-05
778,778,2.2570379638340156e-05
779,779,2.3825949963394263e-05
780,780,2.2310092221785396e-05
781,781,2.2757755152221393e-05
782,782,2.285700480703563e-05
783,783,2.19336913017436e-05
784,784,2.1620962787626398e-05
785,785,2.1099503437512878e-05
786,786,2.1944014841002358e-05
787,787,2.212351938339905e-05
788,788,2.3108817673598924e-05
789,789,2.2287156993161657e-05
790,790,2.3037770552058985e-05
791,791,2.245969019718071e-05
792,792,2.2501131642961882e-05
793,793,2.2567893718880263e-05
794,794,2.2623059584564388e-05
795,795,2.174954695751903e-05
796,796,2.1209213635580905e-05
797,797,2.176266685990904e-05
798,798,2.24197913017598e-05
799,799,2.3328098869380837e-05
800,800,2.3266596546464865e-05
801,801,2.0850690549720577e-05
802,802,2.201584714741783e-05
803,803,2.1976607749169198e-05
804,804,2.1439732684852736e-05
805,805,2.114937226083258e-05
806,806,2.254866287513937e-05
807,807,2.201728478074722e-05
808,808,2.2033484311904736e-05
809,809,2.0910574199943877e-05
810,810,2.148327703623532e-05
811,811,2.1170787451899608e-05
812,812,2.194472853491115e-05
813,813,2.1221878782053744e-05
814,814,2.152601649728814e-05
815,815,2.1923647362710546e-05
816,816,2.044535546182835e-05
817,817,2.082525752764337e-05
818,818,2.150541265209308e-05
819,819,2.033487378360023e-05
820,820,2.0888621974411018e-05
821,821,2.160671808975752e-05
822,822,2.0298432266397198e-05
823,823,2.0440119731619944e-05
824,824,2.130299444473493e-05
825,825,2.0972556076957937e-05
826,826,2.0184578790510323e-05
827,827,2.0079802054624883e-05
828,828,2.0450348934493433e-05
829,829,2.07534841692436e-05
830,830,2.1267126843314584e-05
831,831,2.0523532481910957e-05
832,832,2.098342875878587e-05
833,833,2.0146377061795967e-05
834,834,1.8576504728079325e-05
835,835,2.0925214834261546e-05
836,836,2.080571748194759e-05
837,837,2.0522117605754702e-05
838,838,2.0107502677948578e-05
839,839,1.9528799835155657e-05
840,840,2.059173994604436e-05
841,841,2.0180709531443006e-05
842,842,2.01555627655188e-05
843,843,1.9809015232956877e-05
844,844,1.8393731339357128e-05
845,845,2.0280240464351836e-05
846,846,1.885152105312952e-05
847,847,1.9881463724661475e-05
848,848,1.9040713502956114e-05
849,849,2.0618951313066026e-05
850,850,1.9244919452717455e-05
851,851,2.0059806586944373e-05
852,852,1.9898468945451445e-05
853,853,1.9416389664807967e-05
854,854,1.9442131282716426e-05
855,855,1.9286537825301555e-05
856,856,1.9250303470739163e-05
857,857,1.9375422516105026e-05
858,858,1.864068695231912e-05
859,859,1.9208655168272505e-05
860,860,2.0052987865024758e-05
861,861,1.959400882642728e-05
862,862,2.0322644780116736e-05
863,863,1.7249494925409748e-05
864,864,1.984646509223648e-05
865,865,1.8547179903435425e-05
866,866,1.923546357344617e-05
867,867,1.9881315157120753e-05
868,868,1.8475008743899222e-05
869,869,1.8086710121565486e-05
870,870,1.874443457529752e-05
871,871,1.8932700667349672e-05
872,872,1.8748140791722767e-05
873,873,1.9589655013003602e-05
874,874,1.813915645387524e-05
875,875,1.975364379916098e-05
876,876,1.9309251459155098e-05
877,877,1.7913208371151286e-05
878,878,1.8712241084371162e-05
879,879,1.8942331905619073e-05
880,880,1.8165884920338866e-05
881,881,1.8552161489328133e-05
882,882,1.8604534278683876e-05
883,883,1.7956923710718472e-05
884,884,1.754600761533891e-05
885,885,1.8765773041515685e-05
886,886,1.787845036981499e-05
887,887,1.834551249335616e-05
888,888,1.9080121794896648e-05
889,889,1.7219982153874694e-05
890,890,1.9178431630049284e-05
891,891,1.821899356960489e-05
892,892,1.9712685875480587e-05
893,893,1.5865187037236947e-05
894,894,1.6985222400394383e-05
895,895,1.8066875463009615e-05
896,896,1.7522377128352614e-05
897,897,1.9161405954459296e-05
898,898,1.8989180294655674e-05
899,899,1.8506006195443693e-05
900,900,1.6735674596870767e-05
901,901,1.894343979496326e-05
902,902,1.7652012793119354e-05
903,903,1.8367535842147355e-05
904,904,1.738459990419526e-05
905,905,1.755838428088814e-05
906,906,1.8054934742437726e-05
907,907,1.7455461643380225e-05
908,908,1.788563721958183e-05
909,909,1.8313516412289442e-05
910,910,1.8149689202644403e-05
911,911,1.7809927712459867e-05
912,912,1.7562876554611667e-05
913,913,1.7293250633074836e-05
914,914,1.850281446655964e-05
915,915,1.68560390454399e-05
916,916,1.7768676995810455e-05
917,917,1.7038793221153676e-05
918,918,1.676590400583072e-05
919,919,1.812886134974183e-05
920,920,1.6211036257360332e-05
921,921,1.6984283064385217e-05
922,922,1.671130522551061e-05
923,923,1.7219716093980305e-05
924,924,1.730347298104536e-05
925,925,1.7251743871570167e-05
926,926,1.679659173947753e-05
927,927,1.6714344433174422e-05
928,928,1.6585728710691308e-05
929,929,1.6241643214613678e-05
930,930,1.6448045807567597e-05
931,931,1.5831822273128e-05
932,932,1.6124567173587383e-05
933,933,1.7027322944198555e-05
934,934,1.622214377399484e-05
935,935,1.5656938195433208e-05
936,936,1.728534513044064e-05
937,937,1.642443949021323e-05
938,938,1.5946504985455578e-05
939,939,1.7256282191522383e-05
