ells,cls
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.09264693251613706
31,0.08923189042578501
32,0.08581684833543296
33,0.0824018062450809
34,0.07898676415472884
35,0.07557172206437679
36,0.07215667997402474
37,0.06874163788367268
38,0.06532659579332062
39,0.061911553702968566
40,0.058496511612616514
41,0.05508146952226446
42,0.05166642743191241
43,0.04825138534156035
44,0.0448363432512083
45,0.04142130116085624
46,0.038006259070504186
47,0.034591216980152134
48,0.031176174889800075
49,0.027761132799448016
50,0.024346090709095956
51,0.02354300558376819
52,0.02273992045844042
53,0.021936835333112654
54,0.021133750207784886
55,0.020330665082457122
56,0.01952757995712935
57,0.018724494831801587
58,0.01792140970647382
59,0.017118324581146052
60,0.016315239455818285
61,0.015512154330490517
62,0.01470906920516275
63,0.013905984079834982
64,0.013102898954507216
65,0.012299813829179449
66,0.011496728703851681
67,0.010693643578523914
68,0.009890558453196146
69,0.00908747332786838
70,0.008284388202540611
71,0.008062253521980393
72,0.007840118841420173
73,0.007617984160859955
74,0.007395849480299737
75,0.007173714799739518
76,0.006951580119179299
77,0.006729445438619081
78,0.006507310758058863
79,0.006285176077498644
80,0.006063041396938425
81,0.005840906716378207
82,0.005618772035817988
83,0.005396637355257769
84,0.0051745026746975505
85,0.004952367994137332
86,0.004730233313577113
87,0.004508098633016894
88,0.004285963952456676
89,0.004063829271896457
90,0.003841694591336239
91,0.0037392339954470757
92,0.0036367733995579126
93,0.003534312803668749
94,0.003431852207779586
95,0.0033293916118904226
96,0.003226931016001259
97,0.003124470420112096
98,0.0030220098242229325
99,0.0029195492283337694
100,0.002817088632444606
101,0.002714628036555443
102,0.0026121674406662794
103,0.002509706844777116
104,0.002407246248887953
105,0.0023047856529987893
106,0.002202325057109626
107,0.0020998644612204628
108,0.0019974038653312997
109,0.001894943269442136
110,0.0017924826735529725
111,0.0017548492864134845
112,0.0017172158992739964
113,0.0016795825121345084
114,0.0016419491249950204
115,0.0016043157378555324
116,0.0015666823507160443
117,0.0015290489635765565
118,0.0014914155764370685
119,0.0014537821892975805
120,0.0014161488021580924
121,0.0013785154150186044
122,0.0013408820278791164
123,0.0013032486407396284
124,0.0012656152536001403
125,0.0012279818664606523
126,0.0011903484793211643
127,0.0011527150921816763
128,0.0011150817050421882
129,0.0010774483179027002
130,0.0010398149307632122
131,0.001020026587706468
132,0.001000238244649724
133,0.0009804499015929797
134,0.0009606615585362356
135,0.0009408732154794915
136,0.0009210848724227473
137,0.0009012965293660032
138,0.0008815081863092591
139,0.0008617198432525148
140,0.0008419315001957707
141,0.0008221431571390266
142,0.0008023548140822824
143,0.0007825664710255383
144,0.0007627781279687942
145,0.00074298978491205
146,0.0007232014418553058
147,0.0007034130987985617
148,0.0006836247557418175
149,0.0006638364126850734
150,0.0006440480696283293
151,0.0006327213304633221
152,0.0006213945912983149
153,0.0006100678521333077
154,0.0005987411129683005
155,0.0005874143738032933
156,0.0005760876346382861
157,0.000564760895473279
158,0.0005534341563082718
159,0.0005421074171432646
160,0.0005307806779782573
161,0.0005194539388132501
162,0.000508127199648243
163,0.0004968004604832358
164,0.00048547372131822855
165,0.0004741469821532214
166,0.00046282024298821415
167,0.00045149350382320697
168,0.0004401667646581998
169,0.0004288400254931926
170,0.0004175132863281854
171,0.0004115137819298059
172,0.00040551427753142644
173,0.00039951477313304696
174,0.0003935152687346675
175,0.000387515764336288
176,0.00038151625993790853
177,0.00037551675553952905
178,0.0003695172511411496
179,0.0003635177467427701
180,0.0003575182423443907
181,0.00035151873794601115
182,0.0003455192335476317
183,0.0003395197291492522
184,0.00033352022475087277
185,0.0003275207203524933
186,0.0003215212159541138
187,0.00031552171155573434
188,0.00030952220715735486
189,0.0003035227027589754
190,0.0002975231983605959
191,0.0002940092923923949
192,0.0002904953864241938
193,0.00028698148045599276
194,0.0002834675744877917
195,0.00027995366851959065
196,0.0002764397625513896
197,0.00027292585658318853
198,0.0002694119506149875
199,0.0002658980446467864
200,0.0002623841386785854
201,0.0002588702327103843
202,0.00025535632674218326
203,0.00025184242077398223
204,0.00024832851480578115
205,0.0002448146088375801
206,0.00024130070286937903
207,0.000237786796901178
208,0.00023427289093297694
209,0.00023075898496477588
210,0.00022724507899657482
211,0.00022480708606403263
212,0.00022236909313149043
213,0.00021993110019894824
214,0.00021749310726640602
215,0.00021505511433386382
216,0.00021261712140132163
217,0.00021017912846877943
218,0.00020774113553623724
219,0.00020530314260369504
220,0.00020286514967115285
221,0.00020042715673861063
222,0.00019798916380606843
223,0.00019555117087352624
224,0.00019311317794098404
225,0.00019067518500844185
226,0.00018823719207589963
227,0.00018579919914335743
228,0.00018336120621081524
229,0.00018092321327827304
230,0.00017848522034573085
231,0.00017702860895242307
232,0.0001755719975591153
233,0.0001741153861658075
234,0.00017265877477249972
235,0.00017120216337919195
236,0.00016974555198588415
237,0.00016828894059257637
238,0.0001668323291992686
239,0.00016537571780596082
240,0.00016391910641265305
241,0.00016246249501934525
242,0.00016100588362603747
243,0.0001595492722327297
244,0.0001580926608394219
245,0.00015663604944611412
246,0.00015517943805280635
247,0.00015372282665949857
248,0.0001522662152661908
249,0.000150809603872883
250,0.00014935299247957522
251,0.00014828006356428338
252,0.00014720713464899156
253,0.0001461342057336997
254,0.00014506127681840786
255,0.00014398834790311602
256,0.00014291541898782417
257,0.00014184249007253235
258,0.0001407695611572405
259,0.00013969663224194865
260,0.00013862370332665683
261,0.00013755077441136499
262,0.00013647784549607314
263,0.0001354049165807813
264,0.00013433198766548944
265,0.00013325905875019762
266,0.00013218612983490578
267,0.00013111320091961393
268,0.0001300402720043221
269,0.00012896734308903026
270,0.00012789441417373842
271,0.0001272364048073969
272,0.00012657839544105544
273,0.00012592038607471393
274,0.00012526237670837243
275,0.00012460436734203095
276,0.00012394635797568945
277,0.00012328834860934795
278,0.00012263033924300647
279,0.00012197232987666497
280,0.00012131432051032347
281,0.00012065631114398198
282,0.00011999830177764049
283,0.00011934029241129898
284,0.0001186822830449575
285,0.000118024273678616
286,0.0001173662643122745
