L,input_kappa,cross_wksz_g,cross_wksz_g_err,cross_wksz,cross_wksz_err,cross_bias,cross_bias_err
60.0,1.9555188640834435e-07,1.651206600058247e-07,5.059140761307941e-08,1.6470936064567482e-07,5.172541158352097e-08,-0.004487586631964564,0.015208765639389206
100.0,1.4833548529744332e-07,1.3021461941230488e-07,3.115717119060092e-08,1.3038501327470838e-07,3.114389398046113e-08,0.0011996017265451296,0.01660602156263576
140.0,1.2304174935362624e-07,1.1341409338478963e-07,1.9852597233168543e-08,1.1350277507823416e-07,1.9753494724212307e-08,0.001054029344368084,0.010328199912320037
180.0,9.658808441324892e-08,8.838461898489676e-08,1.578557395286729e-08,8.866212177095537e-08,1.5953040186308252e-08,0.002968452863096117,0.011267948240158816
220.0,8.264336541377801e-08,8.026028011884849e-08,1.3836888462995745e-08,8.026113676282759e-08,1.3717141064561136e-08,0.000257819946575001,0.00884648850375008
260.0,6.622438313925293e-08,6.324299265482637e-08,1.3558144507681513e-08,6.275564550054916e-08,1.3488824263072984e-08,-0.007859800774655928,0.013153198786032673
300.0,5.7000134168963416e-08,5.18279138880754e-08,1.0679132073450591e-08,5.152341330861116e-08,1.0636347915948542e-08,-0.005781755204459113,0.011828249466429595
340.0,5.0189169200891014e-08,5.003243662733425e-08,1.1290821789369182e-08,5.0003299101253e-08,1.1408258656399576e-08,-0.0008954039277127202,0.015211246428136701
380.0,4.344765369768793e-08,3.8797386621099605e-08,7.540805904507923e-09,3.879136257596471e-08,7.626931796503996e-09,-0.0004296092492958764,0.013520767070805441
420.0,3.766381450238171e-08,3.4556801936151907e-08,8.909112466786449e-09,3.4535604589202244e-08,8.91450148488739e-09,-0.0005946291324372403,0.02042648969902756
460.0,3.277825945271731e-08,3.166309396433157e-08,4.681194614335819e-09,3.176490827441788e-08,4.77435393268667e-09,0.0028607659920716947,0.01583852392034809
500.0,2.936953876562764e-08,3.090263920300513e-08,6.365761868064774e-09,3.089746724685355e-08,6.3198167502833706e-09,7.662644918759202e-05,0.009682797739182666
540.0,2.6154324026516295e-08,2.6761702783250366e-08,7.27204510209572e-09,2.6686515332314352e-08,7.2894046173738e-09,-0.0028698408652919546,0.015493467980695196
580.0,2.3348074227280124e-08,2.248959346150102e-08,4.445978069171262e-09,2.2543953201096618e-08,4.475918960776593e-09,0.002020502205824387,0.012483916794354483
620.0,2.138442819823326e-08,2.0674266046927613e-08,3.6883848833350424e-09,2.0776395417462468e-08,3.5813912544915624e-09,0.0061346630193272736,0.01757395083804426
660.0,1.9561227527778697e-08,1.936593428823574e-08,4.6165216971925645e-09,1.949730779354949e-08,4.722821691997669e-09,0.005584390759957509,0.01685878793846906
700.0,1.789999757570735e-08,1.867501343921461e-08,5.0851953044893515e-09,1.862712400161527e-08,5.0365409542406506e-09,-0.0016361552436710194,0.018371822690019433
740.0,1.6302615176138037e-08,1.566281564522171e-08,3.645818337895186e-09,1.5689651864712995e-08,3.6550205905399984e-09,0.0018191903373708386,0.013017259748895822
780.0,1.5102968454331287e-08,1.5007874913227143e-08,4.893309060027845e-09,1.4899486335743885e-08,4.8608734006916965e-09,-0.005503225688875127,0.021787661905543772
820.0,1.3777840144087223e-08,1.35603018338929e-08,4.256056879989994e-09,1.3544900310481997e-08,4.344425015313812e-09,-0.0035636604059030466,0.018030838506255083
860.0,1.2956918694767011e-08,1.1614995094518817e-08,3.71613385192222e-09,1.1735685121307753e-08,3.679287927460799e-09,0.013057600408826989,0.026322798125601357
900.0,1.1975078013599233e-08,1.2099238922089754e-08,2.7260794982808027e-09,1.20878223122141e-08,2.725564637845919e-09,-0.00039842835637239827,0.018813700459874818
940.0,1.1277113534391535e-08,1.017853730842484e-08,3.1844815764876697e-09,1.018661864801972e-08,3.2032480524738895e-09,0.00016715907190860378,0.02300513481578201
980.0,1.0569426257325524e-08,1.025128408377737e-08,2.9996771606053075e-09,1.0237066227274612e-08,2.9587467223545074e-09,0.000499756913733954,0.02104688045311795
1020.0,9.865366411099416e-09,1.001362124915933e-08,3.671233131779238e-09,1.0030913102400886e-08,3.626834145033331e-09,0.00853291409084603,0.04116109795523829
1060.0,9.375660903609502e-09,9.17378159643113e-09,2.701151184741401e-09,9.246053403509477e-09,2.7259845853510503e-09,0.008174974810178802,0.02535647802080104
1100.0,8.766668599120673e-09,7.580303761755332e-09,2.276699889010092e-09,7.48514967356573e-09,2.2805938540702273e-09,-0.013478389799738396,0.018941565626508353
1140.0,8.309032730950781e-09,8.006813461779688e-09,2.9425523696650915e-09,8.027854863881017e-09,2.923303400806109e-09,0.004038219043688558,0.02294965212988999
1180.0,7.860160906955997e-09,7.321268103035129e-09,2.8435646957513575e-09,7.288269454511311e-09,2.854788555846249e-09,-0.00985774648503416,0.04351099458431474
1220.0,7.3805102240124264e-09,6.92791746402645e-09,2.9965750845325072e-09,6.9181905431565154e-09,2.981414971119471e-09,0.002296885930750282,0.035393102468875545
1260.0,6.975480937794499e-09,6.9809756884176e-09,3.4490519739859394e-09,6.957892358934832e-09,3.4700163438456746e-09,0.011589183627226626,0.08224623921782911
1300.0,6.7433616972430234e-09,6.359975759750397e-09,2.1294512029589784e-09,6.371839901385034e-09,2.1800214553042466e-09,-0.0005813785421217088,0.027958463565044247
1340.0,6.385873743861787e-09,7.1608832856569334e-09,1.833147675795908e-09,7.185465169132615e-09,1.828621088123895e-09,0.004057833353842731,0.021848539750521066
1380.0,6.0103100238481184e-09,4.7861201603165e-09,3.4062762761977865e-09,4.7900033299303505e-09,3.353514154646792e-09,0.014050620040197593,0.06238304065456293
1420.0,5.794082289305183e-09,5.330785955649989e-09,2.7543280173992087e-09,5.323636407327539e-09,2.723476970867941e-09,-0.002739929489468671,0.06336270975418566
1460.0,5.601959808278747e-09,5.516879007907199e-09,3.884249973376991e-09,5.482445090596429e-09,3.871396482093056e-09,0.17869007284411464,0.7850912303150267
1500.0,5.306480341312951e-09,5.638124624832184e-09,2.047929614876686e-09,5.675365259663678e-09,2.0778586592193888e-09,0.0060407479285998975,0.026295352447220352
1540.0,5.086761352368109e-09,5.5181550510446364e-09,2.162191855954714e-09,5.4962900554820194e-09,2.1119020498664053e-09,-0.021102917212981662,0.0912978064359172
1580.0,4.799512387022483e-09,4.666830753652365e-09,2.6716402994593582e-09,4.623423138003711e-09,2.5953699953903023e-09,0.001600858293932041,0.061467940454418266
1620.0,4.7369984516045e-09,5.460288662753607e-09,3.1383750519107125e-09,5.443041828988754e-09,3.1883750314664313e-09,0.027389855392205422,0.2272060606590263
1660.0,4.496451048637245e-09,4.5266472614531045e-09,2.1212332555081464e-09,4.566264770241926e-09,2.174448025455942e-09,0.0077730487436075005,0.07208188063048696
1700.0,4.343563001463143e-09,3.955425377604857e-09,2.6403120623606804e-09,3.98002428840178e-09,2.6485578816825464e-09,-0.004215188893612296,0.04941402717294066
1740.0,4.212251550432025e-09,4.3604698825229946e-09,2.1240539622123287e-09,4.419923461703426e-09,2.113793455257066e-09,0.017301957507872872,0.047221888133014096
1780.0,4.008197991740489e-09,4.153120685412099e-09,2.462998392332799e-09,4.15352236085345e-09,2.456005254755555e-09,0.1947905694570546,0.8802151387632403
1820.0,3.904226721206482e-09,4.021781197300262e-09,3.1275253434866637e-09,4.04807493921551e-09,3.1124252603126624e-09,-0.01101244463148559,0.07785753759854101
1860.0,3.735826905452725e-09,3.751801451201385e-09,1.9033418409406864e-09,3.767927684928277e-09,1.9312053941986843e-09,0.002689344614420937,0.045497390015425576
1900.0,3.639899619343474e-09,3.2636824804734516e-09,2.063611289426374e-09,3.2620158698828785e-09,2.1250859938788413e-09,-0.10763805313877121,0.6120034831247124
1940.0,3.513653250999939e-09,3.533155851126543e-09,2.672545100896732e-09,3.5776419803429398e-09,2.665265904686759e-09,-0.2015241023491647,1.0851326160871684
1980.0,3.383521956638791e-09,3.245576541841314e-09,2.0954049522637894e-09,3.2381440888870376e-09,2.086460644660593e-09,0.013634558472178064,0.12183291921398526
2020.0,3.2668912973047797e-09,2.6512906606440183e-09,1.8463213200548607e-09,2.6828801130742937e-09,1.8212795802084908e-09,-0.11416307091627102,0.36061611628571716
2060.0,3.1861133632940217e-09,3.5253764588553893e-09,2.176584682279511e-09,3.5479605715326156e-09,2.181562810568386e-09,-0.0008910773515007012,0.07441933260026053
2100.0,3.073597905276897e-09,2.406794682173876e-09,1.7473310794591995e-09,2.419791259446444e-09,1.7549044818402751e-09,0.01827244523648536,0.14594510554568707
2140.0,2.9932311465283697e-09,2.2950375892620025e-09,1.5448161702928568e-09,2.286982446175863e-09,1.5584326090720376e-09,0.16477105591690042,0.4913987659058105
2180.0,2.917663433576494e-09,2.7395080255370275e-09,1.7493799088906751e-09,2.7427913547768078e-09,1.7751162345824693e-09,-0.06032742807698455,0.3200144373786319
2220.0,2.83803760946429e-09,1.8850131994476308e-09,1.6774391459495787e-09,1.9666149363014805e-09,1.7529192606741462e-09,0.04477430308209924,0.11374073520717859
2260.0,2.7360942982037727e-09,2.4127337523156625e-09,2.2155159837230445e-09,2.399271508335575e-09,2.2384250364102226e-09,0.011475987494995704,0.10817078554280378
2300.0,2.6541251601059364e-09,3.0713004345387586e-09,2.2964055929706276e-09,3.0221432807954233e-09,2.3581498248940337e-09,-0.04950872175380677,0.10093657649558595
2340.0,2.5998774184581982e-09,2.573295748095308e-09,1.8899853149556167e-09,2.61480107676425e-09,1.9280238107097197e-09,-0.023916594138519386,0.16505261273218028
2380.0,2.5343071542752644e-09,2.3805279147478664e-09,2.1819441925671532e-09,2.3485928593566665e-09,2.1771613884500366e-09,-0.1963907121153117,0.7580360075814552
2420.0,2.4530935728847707e-09,2.8536957756975818e-09,1.7082339057159833e-09,2.846133954921442e-09,1.691013526484489e-09,-0.07023091318825057,0.4253940347107705
2460.0,2.394091794698627e-09,2.2207781882325304e-09,1.6555699322747736e-09,2.2619416203166517e-09,1.667397917501328e-09,0.04592495957703968,0.1167668153018714
2500.0,2.353422747553158e-09,2.123386204280143e-09,2.4928729834044222e-09,2.1401858174718588e-09,2.4664584002475455e-09,0.021588796463798455,0.26813238456238775
2540.0,2.2868955448405596e-09,1.768633080180125e-09,2.6458149925636276e-09,1.77935930966166e-09,2.6326115730643342e-09,0.09277727865351267,0.3284979854841742
2580.0,2.236736097946141e-09,2.6538650258294373e-09,2.3351579802426205e-09,2.6648923066737753e-09,2.3505677849612247e-09,0.158336435890061,0.5029092712637255
2620.0,2.1750473096143974e-09,1.6589997462613549e-09,2.329618685588249e-09,1.6915521490111917e-09,2.34016235016087e-09,0.021253173162554914,0.12436118918705612
2660.0,2.127575126992249e-09,1.462946105778927e-09,2.249414569534372e-09,1.4890479283139485e-09,2.261333237952464e-09,0.06191102204975483,0.3557881732234255
2700.0,2.0584573695263643e-09,2.2038630855329155e-09,1.8994375699797894e-09,2.2334124477747427e-09,1.893301315035755e-09,0.10400458349638338,0.4940139326820399
2740.0,2.029498496311344e-09,1.4632070435993823e-09,2.552359908299519e-09,1.5177709322131712e-09,2.5366993930587486e-09,0.16721573220425986,0.902181495647798
2780.0,1.979156406128934e-09,1.7235301156147583e-09,2.496143882605293e-09,1.7638913667175677e-09,2.50332918574393e-09,1.0661214930379401,5.849645638906128
2820.0,1.933592279070031e-09,2.159217553300782e-09,2.7314324343255117e-09,2.1491121960521057e-09,2.776223405832985e-09,-0.008749814847298639,0.16957080945675554
2860.0,1.8804610716355445e-09,2.6810212493010637e-09,2.4357403996156706e-09,2.686815566917965e-09,2.418239546938841e-09,-6.694697441355085,33.04135273749554
2900.0,1.8380934908315074e-09,1.150872101418297e-09,2.184546562101677e-09,1.0724207342016478e-09,2.217630940037643e-09,0.1884460741908932,0.8725415402151038
2940.0,1.8055255220672614e-09,1.03827010884824e-09,2.586889850445895e-09,1.041642707070533e-09,2.559596911281884e-09,-0.0986745027513831,0.7482368321306453
