L,input_kappa,cross_wksz_g,cross_wksz_g_err,cross_wksz,cross_wksz_err,cross_bias,cross_bias_err
60.0,1.9555188640834435e-07,1.7024811162080824e-07,4.0456135458993584e-08,1.700283502420921e-07,4.1526206021493306e-08,-0.002549693184884972,0.01324480231707982
100.0,1.4833548529744332e-07,1.3141043326225436e-07,2.2159588846337876e-08,1.3146657935182255e-07,2.2553473777774298e-08,-0.00019233650715217996,0.010993557392133566
140.0,1.2304174935362624e-07,1.0898874377301223e-07,1.3867444206398128e-08,1.0863422610709821e-07,1.3938062040615023e-08,-0.0033410838105526887,0.00956109273786746
180.0,9.658808441324892e-08,8.560595589709703e-08,1.1855126691464614e-08,8.572730060714882e-08,1.1647216917732075e-08,0.0019157996021202054,0.009236693970800163
220.0,8.264336541377801e-08,7.788890759183088e-08,1.026750873851792e-08,7.793831179424347e-08,1.0008197887587895e-08,0.0011460597140221203,0.011196075712568858
260.0,6.622438313925293e-08,6.234439960756364e-08,1.0439058477231156e-08,6.164613221309021e-08,1.0467944248204639e-08,-0.011521425246132526,0.011383752770498409
300.0,5.7000134168963416e-08,5.107079834471447e-08,6.175179581925073e-09,5.069926464051147e-08,6.121518205363273e-09,-0.007255027701915513,0.010978533736009363
340.0,5.0189169200891014e-08,4.962922008413732e-08,7.1325460815401e-09,4.937901327273691e-08,7.07314277610156e-09,-0.004900764255668047,0.010206681822799293
380.0,4.344765369768793e-08,4.215736549410187e-08,4.606577119680804e-09,4.2062537257576134e-08,4.63952237915594e-09,-0.002327178549189731,0.00950105764077514
420.0,3.766381450238171e-08,3.5719057504346914e-08,3.677903684528306e-09,3.567748594875157e-08,3.640119933937445e-09,-0.0010009024071193416,0.014565842098371393
460.0,3.277825945271731e-08,3.0489387822476877e-08,3.158918591484265e-09,3.0414638231679514e-08,3.3427468674980646e-09,-0.003005436359148911,0.013899287346816301
500.0,2.936953876562764e-08,2.9164633832635854e-08,5.055761281906522e-09,2.9088643938955142e-08,4.933612512654794e-09,-0.0018832521448040216,0.01061127165135147
540.0,2.6154324026516295e-08,2.5589794469873856e-08,3.374295504825705e-09,2.559163914531298e-08,3.429611246430234e-09,-0.00014826672065782948,0.013503531755684129
580.0,2.3348074227280124e-08,2.3170622330886907e-08,2.601826397772546e-09,2.3272730507726335e-08,2.628926674536179e-09,0.0043823359605519715,0.012306394917811374
620.0,2.138442819823326e-08,2.0368396386642384e-08,2.6865457973822905e-09,2.037451239789979e-08,2.6417790136350773e-09,0.0007214278227982879,0.015180456414751171
660.0,1.9561227527778697e-08,1.8897065858986866e-08,2.415181477007737e-09,1.895540434604736e-08,2.4882501111151336e-09,0.0027023774064488717,0.01556332863950775
700.0,1.789999757570735e-08,1.8228523242115594e-08,2.946698996985099e-09,1.8156924479411967e-08,2.984968009994555e-09,-0.00410478073311845,0.017939546726660694
740.0,1.6302615176138037e-08,1.536913137314036e-08,2.6741866920789437e-09,1.533916665020019e-08,2.7433444081239686e-09,-0.002742983921209908,0.0167872128615114
780.0,1.5102968454331287e-08,1.5424511418323338e-08,2.81988007159701e-09,1.539840172358163e-08,2.8443712349464293e-09,-0.002035953353560641,0.012979517233472132
820.0,1.3777840144087223e-08,1.4000337590839644e-08,2.4283593177548866e-09,1.393527906222186e-08,2.4456532984813625e-09,-0.004791848417296073,0.016919265146163293
860.0,1.2956918694767011e-08,1.2318927289621243e-08,1.821533267708423e-09,1.2387920259079156e-08,1.8271493237870265e-09,0.0057830703886403165,0.020800275035281687
900.0,1.1975078013599233e-08,1.1419510640088612e-08,1.8058607605229478e-09,1.1389258593617234e-08,1.7813692228799934e-09,-0.002213548875453847,0.013447830104147344
940.0,1.1277113534391535e-08,1.1155999785409016e-08,1.6875892016206732e-09,1.1111335877981457e-08,1.6524162357455729e-09,-0.0035672912178369314,0.014824666931261261
980.0,1.0569426257325524e-08,1.1189660916839714e-08,1.587876860221932e-09,1.1155984761828474e-08,1.593030877481272e-09,-0.003082841134114885,0.01715603664500555
1020.0,9.865366411099416e-09,9.785126705266717e-09,1.9139535306417857e-09,9.804071722278313e-09,1.8933723680941143e-09,0.0027732422088199682,0.022477384606436862
1060.0,9.375660903609502e-09,8.99677109294146e-09,2.0143970960270005e-09,9.068057297539257e-09,2.015147516989902e-09,0.00858268955763977,0.016426753253812224
1100.0,8.766668599120673e-09,7.352065304201793e-09,1.0941956769609725e-09,7.2877125890215885e-09,1.0563587808466719e-09,-0.007793077327922186,0.02439422188487662
1140.0,8.309032730950781e-09,8.311793264511247e-09,1.6450436071170347e-09,8.2709781639472e-09,1.6644588153384915e-09,-0.005492828293497123,0.015872030994215018
1180.0,7.860160906955997e-09,7.25358605196293e-09,1.8225801076457377e-09,7.230031346054856e-09,1.7556967897237318e-09,-0.0016478827555850058,0.020597552956427918
1220.0,7.3805102240124264e-09,7.473682587603178e-09,1.5532439739869994e-09,7.460442948641609e-09,1.4981165121679806e-09,7.070692096775947e-07,0.023510327025608298
1260.0,6.975480937794499e-09,6.665541427600478e-09,1.3029738986578324e-09,6.717289474111007e-09,1.2722316296810347e-09,0.0091136825797471,0.020686489903618266
1300.0,6.7433616972430234e-09,6.2487364515978364e-09,1.2367645166283143e-09,6.256512493422087e-09,1.3007740951721528e-09,-0.0007381596359516892,0.021274444275830078
1340.0,6.385873743861787e-09,6.240395407668648e-09,1.3299601088468458e-09,6.237747086558744e-09,1.328724504696969e-09,2.31707352704224e-05,0.02493198149247109
1380.0,6.0103100238481184e-09,5.82647816890952e-09,1.5457783280117804e-09,5.83775748966513e-09,1.548066521699494e-09,0.0021990598969911456,0.02536925307934794
1420.0,5.794082289305183e-09,5.434223776109504e-09,1.4313855721725767e-09,5.4183163034591155e-09,1.4185685360042942e-09,-0.0025387011518470536,0.031037316748255682
1460.0,5.601959808278747e-09,5.581325011247359e-09,1.2916444704451015e-09,5.565880268439154e-09,1.291495989714544e-09,-0.0023739746697625224,0.03137161654211893
1500.0,5.306480341312951e-09,5.185472428249886e-09,1.5281148703132814e-09,5.1670986439402924e-09,1.5598159554033301e-09,-0.004376336612424535,0.025777844762768114
1540.0,5.086761352368109e-09,5.085109849052647e-09,1.1412432931902953e-09,5.05622649273206e-09,1.112379890304746e-09,-0.0040773624760772785,0.024946144900829227
1580.0,4.799512387022483e-09,4.742088772101062e-09,1.367463996173215e-09,4.711190041094455e-09,1.3543112757255388e-09,-0.006921790329121641,0.027424937957401845
1620.0,4.7369984516045e-09,5.103206623559407e-09,1.051479582317292e-09,5.126557959585721e-09,1.0537485914921219e-09,0.004914862741568075,0.026294244306770354
1660.0,4.496451048637245e-09,3.935706546028409e-09,1.1052391496757327e-09,3.940259026610205e-09,1.1341711591586825e-09,0.0008052261232252207,0.03443454626226212
1700.0,4.343563001463143e-09,4.230660991534505e-09,1.1606906854879546e-09,4.253751458401167e-09,1.1389518138862489e-09,0.010690779405117971,0.03406463406960468
1740.0,4.212251550432025e-09,4.008636485230256e-09,1.3848378499076735e-09,4.010946476818426e-09,1.3912965544417007e-09,0.0020853067247103016,0.04242841452251821
1780.0,4.008197991740489e-09,4.217467759129259e-09,1.4621191129488913e-09,4.263511376885558e-09,1.4474605515484036e-09,0.014359018285320128,0.027526516869202253
