Ls,reckap_x_reckap,reckap_x_reckap_err,bias,bias_err,norm,noise
140.0,3.005864801719434e-07,1.8285948590921725e-08,-0.010861684780192844,0.06361985712665817,1.2721147732929187e-11,5.2322989970831946e-08
340.0,1.0795166686283553e-07,5.095116936445989e-09,-0.01215896946151789,0.0485003666153196,1.99669970309065e-12,5.623569788373188e-08
540.0,8.680207493591993e-08,3.5564624933214003e-09,-0.006557816124107827,0.04167749281737279,7.745198952226117e-13,5.585774903864255e-08
740.0,7.753379785269629e-08,3.581814979643029e-09,-0.004773262728070115,0.04750473264254864,4.056771649349901e-13,5.512712878670739e-08
940.0,7.075845343545569e-08,2.9097957035912132e-09,-0.003445805626984869,0.04186069354909316,2.4545396354571866e-13,5.394661999955976e-08
1140.0,6.585289164131353e-08,2.151177082160736e-09,-0.0051878588316516165,0.0327326018008169,1.6204452673115646e-13,5.247962622591756e-08
1340.0,6.183834784627066e-08,2.010439272853002e-09,-0.004097737100224711,0.033040927884837895,1.141020960915336e-13,5.107431771112265e-08
1540.0,5.8417798343477785e-08,1.5645165392590778e-09,-0.003790179489889022,0.027047355397489824,8.385070133710463e-14,4.959559462480833e-08
1740.0,5.590782331519569e-08,1.3309861828591451e-09,-0.003474131415269914,0.023900113884881276,6.388756930391222e-14,4.827523351968723e-08
1940.0,5.381698034164557e-08,1.2070318084873345e-09,-0.0019826812197442653,0.02227697186658156,5.046272999949037e-14,4.743003965722788e-08
2140.0,5.2911019268786986e-08,8.834648719739026e-10,-0.0018398404964506945,0.01674304540458243,4.121238166034672e-14,4.714593250196756e-08
2340.0,5.289829984854911e-08,7.991972257068453e-10,-0.0025828531791039877,0.015109482020269228,3.487839491396812e-14,4.772797561307343e-08
2540.0,5.411734888967973e-08,6.160247502110133e-10,-0.0007372677735859095,0.011373839740154669,3.071448827925181e-14,4.9555028482910766e-08
2740.0,5.799686118486652e-08,9.54504027749599e-10,-0.001689542084785152,0.01649559166269349,2.8433014124676947e-14,5.340138316070964e-08
2940.0,6.390846342768702e-08,1.2421673691230772e-09,-0.0016706027160516568,0.019227613292798797,2.7505211414511502e-14,5.950330305145265e-08
3140.0,7.263334790646327e-08,2.0033950294259113e-09,-0.0006953152128276996,0.0275309665189634,2.77596659763769e-14,6.854391460663502e-08
3340.0,8.920074213482464e-08,2.132138774338675e-09,-0.0009267691840912046,0.023733000566808608,3.007892985989212e-14,8.403109987052398e-08
3540.0,1.0611125138072323e-07,2.4128020251372417e-09,-0.0013422592347034014,0.022845929764877402,3.1803510738769885e-14,9.974823897218011e-08
3740.0,1.1877267997101786e-07,2.6598753472006904e-09,-0.0005357701670519547,0.022391541169444744,3.162228422688345e-14,1.1066343759691436e-07
