Ls,reckap_x_reckap,bias,bias_err
140.0,2.055010850573744e-08,-0.02103438926685368,0.0910845890159237
340.0,5.184575384516158e-09,-0.02063133334511682,0.0633611025873862
540.0,3.755666538903693e-09,-0.013230580863218919,0.05956903405509659
740.0,3.2880845099917014e-09,-0.008793716959240968,0.06041004717560903
940.0,3.006857952606266e-09,-0.00561280508268349,0.06101183404296944
1140.0,2.390969418893608e-09,-0.00693453874185522,0.05298677536352919
1340.0,2.1280799566220125e-09,-0.006839681975152521,0.05161997350808165
1540.0,1.784308509212687e-09,-0.008491910335322723,0.046404564960482314
1740.0,1.6417082132521255e-09,-0.006692080790129794,0.045651035226856575
1940.0,1.3829123451435464e-09,-0.004397274832201146,0.04087932757708523
2140.0,1.108191762278066e-09,-0.004115112172836986,0.034460861889779676
2340.0,9.950198784177268e-10,-0.00430469547504438,0.03193114735304725
2540.0,7.794888993474829e-10,-0.0002675699651276675,0.025475430770076024
2740.0,7.563727000981802e-10,-0.0036334031447397084,0.023746044196425762
2940.0,7.960424642883139e-10,-0.003192732472294082,0.023187027975202043
3140.0,7.320363686378874e-10,-0.0006787932424132444,0.01930782191196251
3340.0,1.0528285776103648e-09,-0.001782349920718854,0.02218532803957788
3540.0,1.3764701967549758e-09,-0.0002791128993261406,0.023000649609016717
3740.0,1.8570377722127704e-09,-3.69143218186796e-05,0.027010403412063934
