Ls,reckap_x_reckap,bias,bias_err
140.0,2.1942510666645237e-08,-0.013099159351119799,0.07206962191363027
340.0,5.1964342875541215e-09,-0.010500541214383272,0.049260430902437355
540.0,3.42709947794968e-09,-0.010627651461700686,0.04124692605992343
740.0,3.4227616704083543e-09,-0.005517382097969611,0.046489120690157745
940.0,2.995187927010424e-09,-0.0038872887049616264,0.044904030740448984
1140.0,2.2536583707901145e-09,-0.004070771490010333,0.037139025891710524
1340.0,1.9327416290990354e-09,-0.004670702989070909,0.034329043693591584
1540.0,1.5035871573136955e-09,-0.003552298280702459,0.02840123246064526
1740.0,1.2823876021454915e-09,-0.0028776865190067286,0.025717699520331875
1940.0,1.1630732774503085e-09,-0.0029711280749286327,0.024658722848665656
2140.0,8.150784447817614e-10,-0.0031583063719944453,0.018155433577774625
2340.0,8.318070705122513e-10,-0.0021782251696481148,0.01875456593999989
2540.0,5.678952010195142e-10,-0.003043943124115802,0.013071802575257417
2740.0,5.489088195435613e-10,-0.0032013047644817087,0.012348816653307153
2940.0,6.584476080964492e-10,-0.0017910671061427002,0.014318922379738306
3140.0,9.096557389013902e-10,-0.000522367974842232,0.018315625788396246
3340.0,1.2047244153043877e-09,-0.0006869088202691983,0.022148678812050633
3540.0,1.5469715928953163e-09,-0.0010682404107307613,0.025841173085205973
3740.0,1.8765652854843753e-09,-0.0011550778281336851,0.02749388036549147
3940.0,1.8718273571650254e-09,-0.00015824811620890108,0.023497459227929587
4140.0,1.7285800284231224e-09,-0.0013639362076515512,0.019211828683014222
4340.0,1.4501748040084844e-09,-0.002152090250478448,0.014337012730977056
