Ls,reckap_x_reckap,bias,bias_err
140.0,1.9308098169867426e-08,-0.011110273324812715,0.06599993057814887
340.0,4.823537101064713e-09,-0.010386194232010008,0.045836505059252484
540.0,3.3759400925371954e-09,-0.00725076801096012,0.03938011964876569
740.0,3.324983046981283e-09,-0.004074008971208184,0.04402471632345482
940.0,2.6998066176097213e-09,-0.002809407184279552,0.03895968182498766
1140.0,2.2119944842675985e-09,-0.0040253207418631505,0.03412011340002982
1340.0,1.90101698502185e-09,-0.005069217871265147,0.031246934186551622
1540.0,1.5481550807859241e-09,-0.003559738782073396,0.02669716962306094
1740.0,1.4456254624981995e-09,-0.0038652621128378354,0.02616443812888389
1940.0,1.156508896168724e-09,-0.003091455244693311,0.021392582481835412
2140.0,7.31362632312469e-10,-0.0012011360491310458,0.013838491946905949
2340.0,9.164317373045392e-10,-0.002799624702805236,0.01735089231198113
2540.0,7.718703533799254e-10,0.00026749881519821874,0.014238409591462909
2740.0,9.798979017729382e-10,-0.0034762591143167134,0.0168779956575674
2940.0,1.3577264105934067e-09,-0.0032296571291441207,0.02116741864890959
3140.0,1.962095568096057e-09,-0.001371228831107864,0.027346873888927314
3340.0,2.2931723182905815e-09,-0.0025202599269529133,0.025526613711526234
3540.0,2.63349551559621e-09,-0.0007703412625540816,0.0247224361172157
3740.0,2.528851354064122e-09,-0.002170506225404213,0.021525323272381835
