Ls,reckap_x_reckap,bias,bias_err
140.0,2.7918988417280878e-08,-0.001330372960488707,0.03550158964652925
340.0,2.4627039494517e-08,-0.0011216484390513144,0.032992064454335335
540.0,2.9543181869742314e-08,-0.0014343370100173107,0.03667003186546038
740.0,2.6982411660654172e-08,-0.000754699607107221,0.030481653889369582
940.0,2.3284456222778035e-08,-0.00037327516773321936,0.023601602329635284
1140.0,3.163846445411932e-08,-0.0008859545890652319,0.02798052111197148
1340.0,3.6469012276750464e-08,-0.0008643952165930589,0.026724555847275292
1540.0,4.0174713198706033e-08,-0.0007165751641819352,0.024359680691547227
1740.0,5.276471361576219e-08,-0.0009183981976752966,0.02664958078756039
1940.0,5.6166614852206875e-08,-0.0007061339718693548,0.023758949155929618
2140.0,7.31456970926576e-08,-0.00078474351384303,0.02726716206239998
2340.0,9.061698743283098e-08,-0.0007988222793447664,0.02885556842541854
2540.0,1.0202552556874946e-07,-0.0006248302145688501,0.0274043574472952
2740.0,1.311699048484482e-07,-0.0009500855061042536,0.028422593188219863
2940.0,1.9846168688746712e-07,-0.001220358876254533,0.03336170919478987
3140.0,2.817388671671254e-07,-0.001246691042321547,0.03498759788199205
3340.0,4.199947798901984e-07,-0.0015518104408196757,0.03694776665161785
3540.0,6.991919958074626e-07,-0.0018173262129043588,0.041125920132104136
3740.0,1.2025941125350213e-06,-0.0021483006596173227,0.045295856679388805
