Ls,reckap_x_reckap,bias,bias_err
140.0,2.2644542469993292e-08,-0.028472045336331527,0.09410019219096863
340.0,4.700492459727285e-09,-0.030183194033143124,0.06063677405492944
540.0,3.0515292125162455e-09,-0.016479997666778205,0.05171936004516207
740.0,2.744256515767665e-09,-0.013135353393207726,0.05571883491440314
940.0,2.6092203558798892e-09,-0.007258502924176815,0.0600883212704994
1140.0,1.7992112133294202e-09,-0.008292297197586203,0.04625150449380318
1340.0,1.683589964054543e-09,-0.007619843039404223,0.048123671398128134
1540.0,1.3026174323110023e-09,-0.007791652756863114,0.040795054065470876
1740.0,1.165311106845711e-09,-0.007164355445183927,0.04043160388358386
1940.0,9.77013462608785e-10,-0.004677519016687997,0.03687789374324877
2140.0,7.425957142859452e-10,-0.008351594499064037,0.03074802676589745
2340.0,6.106797089820028e-10,-0.006278311309601664,0.02690140387758798
2540.0,5.17433637264633e-10,-0.003283372668517662,0.02407153934147373
2740.0,3.5555096113879967e-10,-0.0058806203957284565,0.017056825518069467
2940.0,3.6600129407669703e-10,-0.0028115425838366737,0.017815309201207843
3140.0,3.530186359110986e-10,-0.0024785074651532332,0.016531229387230756
3340.0,4.1556043667014283e-10,-0.0018323222506534255,0.018562634572325792
3540.0,4.826818193936994e-10,-0.0028044120605038346,0.019586962873081745
3740.0,7.478083461237414e-10,-0.0014249746162262556,0.02595409164150236
3940.0,8.513136066241603e-10,-0.002309384748957744,0.024564109493745646
4140.0,9.308392384307242e-10,-0.0032950267033748397,0.0239676616491243
4340.0,8.981644899764367e-10,-0.0024002394429044455,0.020856580430723533
