Ls,reckap_x_reckap,bias,bias_err
140.0,1.4587093292048854e-08,-0.006354932618619223,0.05728892836243428
340.0,6.294948723544749e-09,-0.0026068968360935967,0.04570754314422827
540.0,5.925634101876591e-09,-0.0020972867943774656,0.04813826986595645
740.0,6.66954384337262e-09,-0.004251573170350522,0.05582534134249238
940.0,5.5763746215814376e-09,-0.003595140403649222,0.04693246442296035
1140.0,5.16456451852137e-09,-0.002425057696008377,0.042835012964667435
1340.0,5.403608880676642e-09,-0.003672890510369115,0.04333237976453341
1540.0,4.778662933850514e-09,-0.003255469349505871,0.037200039737181195
1740.0,5.034536850280276e-09,-0.0020870993817820893,0.03603887019607651
1940.0,5.653686428877272e-09,-0.0020158170435575044,0.03635085356192566
2140.0,4.783950493291126e-09,-0.0012953667315096342,0.027069043279941016
2340.0,8.01008622312005e-09,-0.0014939194905380605,0.03456884670328828
2540.0,9.098131433467384e-09,-0.001793963801630022,0.02980672195289951
2740.0,1.1626259095868608e-08,-0.0020561442214397166,0.03146391951989603
