ells,ksz_lt_cls
3532,1.0705681490922166e-06
3533,1.1164976854776173e-06
3534,1.0128290189111886e-06
3535,1.1485500058632313e-06
3536,1.024357220035452e-06
3537,1.0866500488316434e-06
3538,1.1421694867519341e-06
3539,1.1346711877606852e-06
3540,1.1098568532000997e-06
3541,1.0665566182700505e-06
3542,1.0488504141422022e-06
3543,1.0107549033303292e-06
3544,1.0803356087102713e-06
3545,1.1245371033721808e-06
3546,9.529380111488777e-07
3547,1.049019013040275e-06
3548,1.0321562425165733e-06
3549,9.430478544149119e-07
3550,1.0764432127988946e-06
3551,1.0420935391432145e-06
3552,1.0958605312057975e-06
3553,1.0883658120785417e-06
3554,1.0516067265629964e-06
3555,1.0574360539948966e-06
3556,1.0375891507352124e-06
3557,1.0315793549814654e-06
3558,1.108260098455793e-06
3559,1.0716029551271452e-06
3560,9.574799059235636e-07
3561,9.7678802491567e-07
3562,1.058535778430882e-06
3563,1.2093740859302875e-06
3564,1.0533960501428218e-06
3565,1.11435637491143e-06
3566,1.083714184080916e-06
3567,1.0452338877894448e-06
3568,1.055811913112179e-06
3569,1.0116687977696258e-06
3570,1.099152519347912e-06
3571,1.017012577021291e-06
3572,1.0523347270045654e-06
3573,1.0471673869564005e-06
3574,1.0890307151700478e-06
3575,1.1009326209526028e-06
3576,1.1391106236218896e-06
3577,1.0841506157757293e-06
3578,1.0059561777130647e-06
3579,9.96690857900757e-07
3580,1.0222902395955635e-06
3581,1.0718079683523824e-06
3582,1.0622038734819911e-06
3583,1.0326540196429243e-06
3584,1.050197545229777e-06
3585,9.646465448232081e-07
3586,1.0437961741540092e-06
3587,1.0655259391266325e-06
3588,9.847702445597752e-07
3589,1.0446638539124163e-06
3590,9.892388126316794e-07
3591,1.0097902387527633e-06
3592,1.0382999430022315e-06
3593,1.0607653829366165e-06
3594,1.033026466371154e-06
3595,1.0112882240813433e-06
3596,9.966667682355508e-07
3597,1.0427498272110791e-06
3598,9.83974605737784e-07
3599,1.009110164042608e-06
3600,1.0647209788419158e-06
3601,1.1082533633251134e-06
3602,1.0429416427255232e-06
3603,9.922899484424762e-07
3604,1.0384893083044082e-06
3605,9.695089434618595e-07
3606,1.0790334113311502e-06
3607,1.0130956276827363e-06
3608,1.0254234001350754e-06
3609,9.692936519721991e-07
3610,1.0649317421628138e-06
3611,1.0357639852124191e-06
3612,1.0131728417164683e-06
3613,1.0579465072428559e-06
3614,1.0276541724065929e-06
3615,1.0658294482347824e-06
3616,1.098735827379038e-06
3617,9.99061733999223e-07
3618,1.012904106488232e-06
3619,1.048812172305693e-06
3620,1.0229127840570714e-06
3621,1.0216507347305753e-06
3622,1.004958864463745e-06
3623,1.0280486632557467e-06
3624,1.0257197744123885e-06
3625,9.997228313535118e-07
3626,9.654144458328378e-07
3627,1.0249590633813823e-06
3628,1.02981588173445e-06
3629,1.087786700367011e-06
3630,1.0159730058565992e-06
3631,1.014880841212745e-06
3632,1.0028478225532906e-06
3633,9.422786705972631e-07
3634,1.030041988941388e-06
3635,1.0215262716544231e-06
3636,1.0555811870868973e-06
3637,1.0293808825615864e-06
3638,9.474335412759978e-07
3639,1.1054816608697089e-06
3640,1.0536841756803926e-06
3641,1.0059309199552459e-06
3642,9.67006436444793e-07
3643,1.0518520518738494e-06
3644,9.809253491781473e-07
3645,1.0187312548555697e-06
3646,8.860017149642068e-07
3647,1.0050570577201947e-06
3648,1.0191663914671174e-06
3649,9.685336947915796e-07
3650,9.558226377767702e-07
3651,1.0587180723057368e-06
3652,1.0189273013067485e-06
3653,1.0389853271271157e-06
3654,9.413289856103562e-07
3655,9.811297203349694e-07
3656,9.793337547652313e-07
3657,1.0222495887247968e-06
3658,9.798588744148317e-07
3659,1.0043980828548334e-06
3660,9.579121157017236e-07
3661,1.0087747317034949e-06
3662,9.580860177416694e-07
3663,1.0820574846717345e-06
3664,1.066660140807823e-06
3665,1.0111272229066198e-06
3666,1.0002823985070706e-06
3667,1.0055220467174628e-06
3668,1.0038471072815022e-06
3669,9.571451181939408e-07
3670,9.669783939392398e-07
3671,9.371958337417858e-07
3672,1.066778904932882e-06
3673,1.0416133729503448e-06
3674,9.454108178462631e-07
3675,9.925857259211704e-07
3676,9.412122768452024e-07
3677,1.0185402871100508e-06
3678,9.966619455524263e-07
3679,1.0128925685837247e-06
3680,9.814583009070899e-07
3681,1.04307032806368e-06
3682,1.0168276522711307e-06
3683,9.286720055947951e-07
3684,9.307313127808468e-07
3685,1.0774429482105177e-06
3686,9.30255946381435e-07
3687,9.268506047145432e-07
3688,1.0062003332703787e-06
3689,1.0139894039347309e-06
3690,9.232472133914698e-07
3691,1.0120052757052991e-06
3692,9.245222534452852e-07
3693,8.809417230137928e-07
3694,9.853212955120064e-07
3695,9.751471675054873e-07
3696,9.204806112827633e-07
3697,8.902367453558476e-07
3698,9.137204210524017e-07
3699,9.978522765141516e-07
3700,9.831798824849046e-07
3701,1.0198608427308226e-06
3702,9.963416180946651e-07
3703,9.428039433799382e-07
3704,9.725823691466802e-07
3705,9.557120990496022e-07
3706,9.42437889319643e-07
3707,9.663889671504814e-07
3708,9.257739304388396e-07
3709,1.0210249471415405e-06
3710,9.830630018805938e-07
3711,9.681526655341907e-07
3712,9.281779288234326e-07
3713,9.964368882867163e-07
3714,8.662805038646021e-07
3715,9.333561460660499e-07
3716,9.873542005289085e-07
3717,9.99085417193992e-07
3718,9.864778722592497e-07
3719,1.0022780288040789e-06
3720,1.0689512869868725e-06
3721,9.638935996958e-07
3722,9.799751498491212e-07
3723,9.837611775246453e-07
3724,9.47642948373658e-07
3725,1.0134965347327943e-06
3726,1.0504055805222935e-06
3727,9.448020614297975e-07
3728,9.18765733359096e-07
3729,9.625967073610024e-07
3730,9.922704614195264e-07
3731,8.993507286528963e-07
3732,9.137366368258802e-07
3733,9.23132322366059e-07
3734,9.485107352782458e-07
3735,9.856174263134105e-07
3736,9.19190434134941e-07
3737,1.0309064321089634e-06
3738,9.194168057694911e-07
3739,1.017378991943005e-06
3740,9.114156476915567e-07
3741,9.555907766607187e-07
3742,9.69048912293043e-07
3743,9.553601425528174e-07
3744,9.674962762393343e-07
3745,1.0711455494870937e-06
3746,9.551042824352494e-07
3747,9.955390510810483e-07
3748,9.657270108706817e-07
3749,8.89853599835579e-07
3750,9.846174393668744e-07
3751,9.290935155931966e-07
3752,9.409695538851599e-07
3753,1.0521341527777703e-06
3754,8.898381409560475e-07
3755,9.541713865513724e-07
3756,8.994597448565117e-07
3757,9.365769039058128e-07
3758,9.607197488077071e-07
3759,9.66850407113192e-07
3760,9.527564406260793e-07
3761,9.561026142328936e-07
3762,9.264652394445313e-07
3763,9.088233673437781e-07
3764,9.459675652333579e-07
3765,1.0639169946645866e-06
3766,9.65561386368199e-07
3767,9.95968561035977e-07
3768,9.840965225623084e-07
3769,9.570947891415415e-07
3770,9.022140907459948e-07
3771,9.868117572909897e-07
3772,9.40732765501806e-07
3773,9.396260614007475e-07
3774,9.622665517636413e-07
3775,9.246359765847141e-07
3776,1.0811208964337864e-06
3777,9.745633342912152e-07
3778,9.797300955078605e-07
3779,8.828543065100252e-07
3780,8.963201483196742e-07
3781,8.569482558343207e-07
3782,9.443510326435818e-07
3783,9.040466745748145e-07
3784,9.554894527944124e-07
3785,9.616255246426391e-07
3786,9.915527765413694e-07
3787,9.123429578998506e-07
3788,9.402918453354631e-07
3789,9.819543651678538e-07
3790,9.661672911656311e-07
3791,9.274582388711489e-07
3792,1.0298921125633915e-06
3793,9.261595450274471e-07
3794,9.070721793686505e-07
3795,9.438603674416187e-07
3796,9.012669945207832e-07
3797,9.073431666089554e-07
3798,9.216673553694356e-07
3799,1.0224211399123918e-06
3800,8.443502539626477e-07
3801,8.984859674183894e-07
3802,9.85136271535105e-07
3803,9.263449845687387e-07
3804,9.363105288701558e-07
3805,9.141313571093411e-07
3806,9.65657333229815e-07
3807,9.162723324532006e-07
3808,8.624748124845517e-07
3809,9.534132307749973e-07
3810,8.448560847743207e-07
3811,9.5735013627848e-07
3812,9.226298802441464e-07
3813,9.426817990923831e-07
3814,9.495577055304589e-07
3815,8.44804493560136e-07
3816,8.519966148990938e-07
3817,9.833690278297515e-07
3818,8.966410985694961e-07
3819,8.847055697942779e-07
3820,9.812654912807966e-07
3821,9.081755083111006e-07
3822,8.929023054752543e-07
3823,9.494590663348639e-07
3824,8.998217795990857e-07
3825,8.91519473132665e-07
3826,9.366054416897602e-07
3827,9.056901820036906e-07
3828,9.030113954787008e-07
3829,9.095148475291046e-07
3830,8.220287327527097e-07
3831,8.147278147986626e-07
3832,8.963892449856079e-07
3833,9.852630047203951e-07
3834,9.494400763151818e-07
3835,8.730248018344246e-07
3836,9.174082061092415e-07
3837,8.915873992296148e-07
3838,9.643643084745601e-07
3839,8.829179063429249e-07
3840,8.772750993776377e-07
3841,9.42611340717907e-07
3842,9.344700095591527e-07
3843,9.462944128360574e-07
3844,9.634562489244504e-07
3845,9.668892837481611e-07
3846,9.167968857181042e-07
3847,9.277404200281109e-07
3848,8.862444290407311e-07
3849,8.289116887391214e-07
3850,8.233518198012764e-07
3851,8.637782199990579e-07
3852,9.013600780085975e-07
3853,9.27000676558919e-07
3854,9.805558264223393e-07
3855,9.13066493767505e-07
3856,8.715001000751936e-07
3857,9.054721250192239e-07
3858,9.247955983939795e-07
3859,9.222732148733075e-07
3860,9.65176956402091e-07
3861,8.960717162155965e-07
3862,9.051971108675794e-07
3863,8.691710417029146e-07
3864,8.417999687521244e-07
3865,8.668890690031179e-07
3866,9.011876706125545e-07
3867,8.708102509094687e-07
3868,8.617206997296459e-07
3869,8.959850255076033e-07
3870,9.445804687770617e-07
3871,9.216732214060575e-07
3872,9.823005583708924e-07
3873,9.547892715155156e-07
3874,9.370718096246987e-07
3875,8.9100555497042e-07
3876,8.845482703045426e-07
3877,9.187749961609128e-07
3878,9.065306638916758e-07
3879,8.885145349934239e-07
3880,9.225554528702984e-07
3881,9.376270947792766e-07
3882,8.472154140352839e-07
3883,8.844150909356879e-07
3884,8.964726187844333e-07
3885,9.091065058820228e-07
3886,8.834502984855811e-07
3887,9.031853694683097e-07
3888,9.537458185649463e-07
3889,8.79908247856299e-07
3890,8.800162773032797e-07
3891,9.089959847715178e-07
3892,8.779983601062855e-07
3893,8.89688762812809e-07
3894,8.790139210476358e-07
3895,8.688078559159878e-07
3896,8.877059530127759e-07
3897,9.220846933681169e-07
3898,9.410595226995021e-07
3899,8.261957211482427e-07
3900,9.184851200806976e-07
3901,8.843855088162893e-07
3902,9.176074946331567e-07
3903,8.574853174247805e-07
3904,8.981385936487069e-07
3905,9.534096622449219e-07
3906,8.905700660002094e-07
3907,9.227387662386973e-07
3908,9.724359800049834e-07
3909,8.805052542780024e-07
3910,8.538789961176191e-07
3911,8.893091587883208e-07
3912,8.72993257004385e-07
3913,8.81888602647651e-07
3914,9.459281352998226e-07
3915,8.443983129945465e-07
3916,8.589871000591885e-07
3917,9.353155069688997e-07
3918,8.584258321484401e-07
3919,8.341194639374663e-07
3920,9.246053559192562e-07
3921,9.140686553521014e-07
3922,8.990904411147327e-07
3923,8.900549537900377e-07
3924,8.913839958666999e-07
3925,8.382171646028842e-07
3926,9.076651547066232e-07
3927,8.438724382347301e-07
3928,8.968225096053817e-07
3929,8.400431820979091e-07
3930,8.954946737739012e-07
3931,8.80619087751753e-07
3932,8.622399996855274e-07
3933,8.033071381005321e-07
3934,8.477423361426638e-07
3935,9.164811128371942e-07
3936,8.878948078313509e-07
3937,9.434460876658887e-07
3938,8.963244110159353e-07
3939,9.28433538731845e-07
3940,8.864865829017687e-07
3941,8.902203072023429e-07
3942,9.857528173910224e-07
3943,8.027342967889067e-07
3944,8.322920847223503e-07
3945,8.700306669631716e-07
3946,8.838371266796805e-07
3947,8.172776423885289e-07
3948,9.177664670186014e-07
3949,8.933509325645254e-07
3950,9.087787968442894e-07
3951,8.477966718334392e-07
3952,9.442833109005633e-07
3953,8.479855742661844e-07
3954,8.648374479195653e-07
3955,8.91793792481592e-07
3956,8.60319691018808e-07
3957,8.176384376390595e-07
3958,9.038457650947421e-07
3959,7.898334196389822e-07
3960,8.8962720841841e-07
3961,8.647584814412625e-07
3962,8.992117049688488e-07
3963,9.403388854409728e-07
3964,7.935648924437815e-07
3965,9.323490248527283e-07
3966,9.178312836647738e-07
3967,8.49679396204088e-07
3968,8.871593411635071e-07
3969,8.235933872918959e-07
3970,7.871650276027605e-07
3971,8.927673167992007e-07
3972,9.011270954665137e-07
3973,8.316222907132141e-07
3974,8.500903537723915e-07
3975,8.549501995224778e-07
3976,9.136099795000415e-07
3977,9.128528509604482e-07
3978,7.925835369646528e-07
3979,8.37290785336697e-07
3980,8.118018305482467e-07
3981,8.76410469429071e-07
3982,7.885220488814597e-07
3983,9.037459734951023e-07
3984,8.329757987348348e-07
3985,8.89264379010375e-07
3986,8.234659385270725e-07
3987,8.283177527684188e-07
3988,7.822914831602103e-07
3989,8.128151652930979e-07
3990,7.90957078291214e-07
3991,8.752303322116135e-07
3992,8.463941965785587e-07
3993,8.585077277001987e-07
3994,8.700657932655424e-07
3995,8.128833469910104e-07
3996,8.479632509715428e-07
3997,8.537503344159749e-07
3998,8.60417248583506e-07
3999,8.693607654153755e-07
4000,7.87419980203257e-07
4001,8.426838105101015e-07
4002,8.30514197499691e-07
4003,8.952544882010948e-07
4004,8.273024473478353e-07
4005,8.448071619415918e-07
4006,7.815453222486599e-07
4007,7.788443927866023e-07
4008,8.697048982978365e-07
4009,8.312569660815764e-07
4010,8.791373924269856e-07
4011,8.044438939056552e-07
4012,8.882035314967089e-07
4013,7.669221241488061e-07
4014,7.717667069619189e-07
4015,8.651159309123541e-07
4016,8.754124110897163e-07
4017,8.351525335160184e-07
4018,8.598485446565407e-07
4019,8.226746750949372e-07
4020,8.064683980362734e-07
4021,8.84949898704164e-07
4022,7.818797022022648e-07
4023,9.061843459663838e-07
4024,8.294577695380148e-07
4025,8.255583249583961e-07
4026,8.125498539023251e-07
4027,8.483071658377429e-07
4028,7.563146186067148e-07
4029,8.412625404206493e-07
4030,8.021909398188182e-07
4031,8.292857426078767e-07
4032,8.830511408413286e-07
4033,8.961313877063913e-07
4034,8.618055323982764e-07
4035,8.397855019028156e-07
4036,8.597817026185607e-07
4037,7.915481592624994e-07
4038,8.06489015715471e-07
4039,8.237817247662042e-07
4040,7.775336339975311e-07
4041,8.663716422250749e-07
4042,8.288328957496822e-07
4043,8.249036782768909e-07
4044,7.894465831839055e-07
4045,8.183220388358965e-07
4046,7.72895771598304e-07
4047,7.830575724364788e-07
4048,8.36709727660101e-07
4049,8.080604152246437e-07
4050,8.346907299084004e-07
4051,8.464572500043767e-07
4052,8.632159522511266e-07
4053,7.834721400851025e-07
4054,8.228831285531255e-07
4055,7.291966850862057e-07
4056,8.530830776461689e-07
4057,8.037997630404961e-07
4058,8.771641164483061e-07
4059,7.984360819488186e-07
4060,8.47747408914584e-07
4061,8.435329640613212e-07
4062,7.915084136827532e-07
4063,8.356011138377778e-07
4064,8.677024681211703e-07
4065,8.289678751679445e-07
4066,8.175764352673341e-07
4067,8.64796681160719e-07
4068,8.201945454446701e-07
4069,8.147889548118661e-07
4070,7.846362187832286e-07
4071,8.200101206890864e-07
4072,8.095149045011768e-07
4073,8.198189369135739e-07
4074,8.065467936293152e-07
4075,8.167633347047288e-07
4076,8.799711566961371e-07
4077,8.887561358624055e-07
4078,7.850862664443424e-07
4079,8.288081096025468e-07
4080,7.868100175007588e-07
4081,7.878513090163344e-07
4082,8.119775961711755e-07
4083,8.331334271801508e-07
4084,8.073812824227844e-07
4085,7.737348163089692e-07
4086,8.032382984927891e-07
4087,8.19110083086346e-07
4088,7.339558292485629e-07
4089,7.490874969791016e-07
4090,8.910514596017996e-07
4091,8.128091456073837e-07
4092,7.858461362931101e-07
4093,7.885890848601012e-07
4094,7.995563539720579e-07
4095,9.093405805063381e-07
4096,7.701598625110507e-07
4097,7.091850279858439e-07
4098,8.224428895667167e-07
4099,8.439706040244764e-07
4100,7.753774222289338e-07
4101,8.402573603120485e-07
4102,8.29447692122619e-07
4103,8.066257333901858e-07
4104,8.105294958442853e-07
4105,8.390713768583288e-07
4106,7.849368904531034e-07
4107,7.920246152578079e-07
4108,7.985647898374385e-07
4109,8.442523287817922e-07
4110,7.516461123292903e-07
4111,7.940689425179316e-07
4112,7.558679950980162e-07
4113,8.369539258629564e-07
4114,8.254571460919366e-07
4115,8.114958637488792e-07
4116,7.864500849414201e-07
4117,7.774959444456455e-07
4118,7.706595317774834e-07
4119,7.91575248141532e-07
4120,8.062402065759874e-07
4121,7.556274623951723e-07
4122,8.084652292575202e-07
4123,7.522340852780982e-07
4124,8.148205519083156e-07
4125,7.923655823535509e-07
4126,7.938171879457963e-07
4127,7.920110849606776e-07
4128,8.126822981629722e-07
4129,7.968873274578111e-07
4130,7.857967262379563e-07
4131,8.588091426356705e-07
4132,7.797145382656538e-07
4133,7.846371193056194e-07
4134,7.429377882672702e-07
4135,7.252166860186089e-07
4136,7.351744391372819e-07
4137,8.155441886956267e-07
4138,7.991910575635368e-07
4139,7.889017649542771e-07
4140,7.620845941995222e-07
4141,7.85615334793582e-07
4142,7.226032649292403e-07
4143,7.198526743302278e-07
4144,7.95047176405581e-07
4145,7.659578031388189e-07
4146,7.757383386827796e-07
4147,7.466506842904746e-07
4148,7.871238918179656e-07
4149,7.710872237683581e-07
4150,8.142190206589037e-07
4151,7.619071819115008e-07
4152,7.747875446453973e-07
4153,7.495858531181452e-07
4154,7.969785683457401e-07
4155,7.904005827192329e-07
4156,7.819402014576127e-07
4157,7.650845591601674e-07
4158,8.376008394769216e-07
4159,7.395246628388985e-07
4160,7.584422586367978e-07
4161,8.119164957593843e-07
4162,7.879711503984145e-07
4163,7.769252184453218e-07
4164,7.951447130870596e-07
4165,7.606790171399441e-07
4166,8.403875946502904e-07
4167,8.233570889479957e-07
4168,8.336250362277264e-07
4169,7.87950020338602e-07
4170,7.485674103967094e-07
4171,7.623457429372974e-07
4172,8.183390420414708e-07
4173,7.858538265654529e-07
4174,7.821711698924481e-07
4175,7.622610374560223e-07
4176,7.470458335782043e-07
4177,7.943753034409136e-07
4178,7.61155797125624e-07
4179,7.831869539898593e-07
4180,7.434342159678022e-07
4181,7.877749320565602e-07
4182,8.162191151450379e-07
4183,8.344486461554903e-07
4184,7.760423298037861e-07
4185,7.906089095302718e-07
4186,7.841271859985278e-07
4187,7.791936144333245e-07
4188,7.472753844226651e-07
4189,7.25071574573151e-07
4190,7.490406215503823e-07
4191,8.069565563041025e-07
4192,7.637202023627047e-07
4193,7.465800888218863e-07
4194,7.688080941784284e-07
4195,7.827549183270338e-07
4196,7.105996627982419e-07
4197,7.670453678323543e-07
4198,7.830312150351492e-07
4199,8.107427989703746e-07
4200,7.978091712263027e-07
4201,7.605770364456175e-07
4202,7.803249099721291e-07
4203,7.782719734593803e-07
4204,7.745026467808211e-07
4205,7.729214581282499e-07
4206,7.44195862401728e-07
4207,7.347769215265144e-07
4208,7.666076989223765e-07
4209,7.388326220644266e-07
4210,7.433252680794604e-07
4211,7.539357689835277e-07
4212,8.179396835260016e-07
4213,7.194545917873775e-07
4214,7.209010549920241e-07
4215,6.995631353605513e-07
4216,7.631594985425531e-07
4217,8.005168973531216e-07
4218,7.913353012754801e-07
4219,7.603137033213324e-07
4220,7.962997811727265e-07
4221,7.238947168149778e-07
4222,7.690554796611963e-07
4223,7.669291922578086e-07
4224,7.31428077034655e-07
4225,7.770618599865634e-07
4226,7.682813143621301e-07
4227,7.165415487518511e-07
4228,7.828386348654116e-07
4229,7.735651856832464e-07
4230,7.706468183456722e-07
4231,7.48516660245603e-07
4232,7.478504940596566e-07
4233,7.721889932115537e-07
4234,7.024244616309654e-07
4235,7.832338002055175e-07
4236,7.206196969460948e-07
4237,8.442570750552072e-07
4238,7.253207154334945e-07
4239,6.90600175410528e-07
4240,7.577102858280309e-07
4241,6.730046866753089e-07
4242,7.717265328560368e-07
4243,8.04421137966179e-07
4244,7.541053802945461e-07
4245,7.654081811406389e-07
4246,7.191263906874762e-07
4247,7.351834058078698e-07
4248,7.787730680078768e-07
4249,7.106918332779463e-07
4250,7.193576964357114e-07
4251,7.428620068878519e-07
4252,7.261477057485591e-07
4253,7.388202611700988e-07
4254,7.43463768577124e-07
4255,7.719299921423375e-07
4256,7.606279942538946e-07
4257,7.220623820480428e-07
4258,6.8562639305263e-07
4259,7.309164094830957e-07
4260,7.415841706179394e-07
4261,7.090566871867252e-07
4262,7.042570052483834e-07
4263,7.355082702666647e-07
4264,7.074120940765105e-07
4265,7.231390426791462e-07
4266,6.898058111017259e-07
4267,7.489879577030366e-07
4268,7.068358489992562e-07
4269,7.342888945073725e-07
4270,7.725856316726705e-07
4271,7.161641858657652e-07
4272,7.696570317022028e-07
4273,7.488429659308145e-07
4274,7.223499982055885e-07
4275,7.358825028330422e-07
4276,7.54005010394721e-07
4277,7.283488617092086e-07
4278,7.427992186308666e-07
4279,7.155498422607747e-07
4280,7.180720658635396e-07
4281,7.512357028568672e-07
4282,7.51211105614849e-07
4283,7.396542008121453e-07
4284,7.471490568088411e-07
4285,6.986072879419912e-07
4286,7.137846780982497e-07
4287,7.484480519560624e-07
4288,7.889057639090879e-07
4289,6.881846822579976e-07
4290,6.936734266931377e-07
4291,7.323557787828365e-07
4292,7.403413283275203e-07
4293,6.531031589213056e-07
4294,7.359659425984106e-07
4295,7.061358441820347e-07
4296,7.557833120001673e-07
4297,6.841323331304565e-07
4298,7.307343878480483e-07
4299,8.279376724289063e-07
4300,6.908511899600335e-07
4301,7.335866057890605e-07
4302,7.788660195044965e-07
4303,7.60864248378509e-07
4304,7.234134927278043e-07
4305,7.38633268257319e-07
4306,7.388194631183279e-07
4307,6.926461814038604e-07
4308,6.96135862179396e-07
4309,7.48492651826138e-07
4310,7.556453448651755e-07
4311,7.27012924571869e-07
4312,7.388495861809359e-07
4313,7.859902273491168e-07
4314,7.095007412836706e-07
4315,6.835268250857644e-07
4316,7.642893284426232e-07
4317,7.279429358865396e-07
4318,7.319127499148225e-07
4319,7.210505973807762e-07
4320,7.342460321290865e-07
4321,7.245602551401433e-07
4322,7.259687090900581e-07
4323,6.951212225921644e-07
4324,7.338709589037158e-07
4325,7.37587043872852e-07
4326,7.850463126396088e-07
4327,7.147607790958698e-07
4328,7.242009488290887e-07
4329,7.267663879795784e-07
4330,7.517929302460904e-07
4331,7.076496562552809e-07
4332,7.140637189732895e-07
4333,7.352932925299168e-07
4334,7.028265009304388e-07
4335,6.939849103984778e-07
4336,7.042891830626692e-07
4337,6.932075263867319e-07
4338,6.901888303240527e-07
4339,6.924205480235138e-07
4340,7.200560764894313e-07
4341,7.183467939742445e-07
4342,7.100273690536575e-07
4343,6.640592218587928e-07
4344,6.543246436779591e-07
4345,7.478018838071827e-07
4346,6.748201696237603e-07
4347,7.038867443744095e-07
4348,6.941843786425318e-07
4349,6.843599730316583e-07
4350,6.959345259301447e-07
4351,6.948692880054052e-07
4352,6.51069550175894e-07
4353,7.709491883464041e-07
4354,7.196843611776433e-07
4355,7.211627053640131e-07
4356,6.864220986200986e-07
4357,7.197674148202342e-07
4358,6.950823861902103e-07
4359,7.098230216075787e-07
4360,6.908343675129473e-07
4361,7.650313089033948e-07
4362,7.34855510836413e-07
4363,6.864850676552385e-07
4364,6.847621566625494e-07
4365,6.831188955592684e-07
4366,7.215841270708596e-07
4367,6.813523187741167e-07
4368,6.954900356525846e-07
4369,6.736785789926573e-07
4370,7.029026397154889e-07
4371,7.218851336920695e-07
4372,6.774795677763034e-07
4373,7.339295729905593e-07
4374,6.976211407236779e-07
4375,7.569878454377684e-07
4376,6.873537118731618e-07
4377,7.545355401777295e-07
4378,7.112543654047936e-07
4379,7.413793245895852e-07
4380,6.982637032375583e-07
4381,7.178455684400381e-07
4382,7.20250157702263e-07
4383,6.889701819118929e-07
4384,7.079323092357346e-07
4385,6.900786268671725e-07
4386,6.657293931762261e-07
4387,7.2738203086049e-07
4388,7.094478723363774e-07
4389,6.573978278949391e-07
4390,6.700386705185893e-07
4391,6.847950432091349e-07
4392,6.982484385557975e-07
4393,6.526386420307334e-07
4394,7.318620448362702e-07
4395,6.690460092084286e-07
4396,7.008715101687758e-07
4397,7.060453384835591e-07
4398,6.744713983522998e-07
4399,7.085914206948162e-07
4400,7.407809247850976e-07
4401,7.335490710325418e-07
4402,6.774647517786269e-07
4403,6.978577227203248e-07
4404,7.253698196703145e-07
4405,7.197054928153143e-07
4406,6.767200495350784e-07
4407,6.762321385950375e-07
4408,6.890333104883329e-07
4409,6.67626607317237e-07
4410,7.438009247738211e-07
4411,6.864155675712421e-07
4412,6.835486343539481e-07
4413,6.958092802734364e-07
4414,7.560820130705785e-07
4415,7.032509184655974e-07
4416,7.161044334471356e-07
4417,6.828004334926518e-07
4418,6.655440621451144e-07
4419,6.720190594645e-07
4420,7.281679364810478e-07
4421,6.884426652781594e-07
4422,6.316005821428591e-07
4423,7.249149883840745e-07
4424,7.129848994113651e-07
4425,6.901709967238686e-07
4426,6.833644836371223e-07
4427,7.033003199057704e-07
4428,6.489562005095316e-07
4429,7.189437520188539e-07
4430,7.32394513453543e-07
4431,7.129695105358953e-07
4432,6.58928647502097e-07
4433,6.873095131232938e-07
4434,7.121280227387055e-07
4435,6.904415671863714e-07
4436,7.243784264832202e-07
4437,6.694075525401979e-07
4438,7.290588661855341e-07
4439,7.005884876347423e-07
4440,7.216147266507333e-07
4441,6.799015577862457e-07
4442,7.043483043912833e-07
4443,6.675319240054128e-07
4444,6.558296848969689e-07
4445,7.185627013203172e-07
4446,6.928470992018933e-07
4447,6.51995871256266e-07
4448,6.73667558025221e-07
4449,6.921020912389554e-07
4450,6.591383183943909e-07
4451,6.99983789458779e-07
4452,7.135747214998461e-07
4453,7.07963180573484e-07
4454,6.880465974218772e-07
4455,6.901989754249305e-07
4456,7.541165232176935e-07
4457,6.666698134674853e-07
4458,6.488904531485645e-07
4459,6.666140028190378e-07
4460,7.098138933165976e-07
4461,7.085297507635239e-07
4462,6.388884921219699e-07
4463,6.293460355802531e-07
4464,6.856571270424528e-07
4465,6.803586787424296e-07
4466,6.541957886577201e-07
4467,7.104478352516453e-07
4468,6.810861274841817e-07
4469,7.035443985031638e-07
4470,6.169066081571152e-07
4471,6.737804395949424e-07
4472,6.692490817029711e-07
4473,6.46564933954616e-07
4474,6.580331542250061e-07
4475,7.124828249760379e-07
4476,6.858606267397078e-07
4477,7.14985501669075e-07
4478,6.615876814452521e-07
4479,6.974566254084808e-07
4480,6.875962012693941e-07
4481,6.399486996342115e-07
4482,6.472996061986467e-07
4483,6.94136558399048e-07
4484,6.815270978133993e-07
4485,6.666108026528055e-07
4486,6.845689876207727e-07
4487,6.966696277915105e-07
4488,6.509169006312853e-07
4489,6.960894507247841e-07
4490,6.938143394399262e-07
4491,7.275029345163703e-07
4492,6.775026169535876e-07
4493,7.001959059484447e-07
4494,6.713826437249526e-07
4495,6.767675576338646e-07
4496,6.721260392631298e-07
4497,6.033977523315744e-07
4498,6.89643210831483e-07
4499,6.997005483272539e-07
4500,7.145053627067539e-07
4501,6.480361523144818e-07
4502,6.577346388763133e-07
4503,6.781152810227795e-07
4504,6.610865255702043e-07
4505,6.895772048339724e-07
4506,6.554029427867523e-07
4507,7.303012743556986e-07
4508,7.122508397913764e-07
4509,7.42479516182562e-07
4510,6.76536788665385e-07
4511,6.612129631657481e-07
4512,6.616294653750107e-07
4513,6.731705968374455e-07
4514,6.28937523911766e-07
4515,6.85818648988794e-07
4516,6.707459545052638e-07
4517,6.850670348355754e-07
4518,6.662353487691218e-07
4519,5.891606700292636e-07
4520,6.912555837492932e-07
4521,6.471673484827692e-07
4522,6.280187310399009e-07
