Ls,reckap_x_reckap,reckap_x_reckap_err,bias,bias_err,inkap_x_inkap,inkap_x_reckap
130.0,1.6826301467376244e-05,2.7274285982194215e-06,0.31958091359882734,4.715939112930303,1.2175531036606962e-07,8.293345291312313e-08
330.0,5.633327678646538e-06,8.393745404754874e-07,-1.9804876394035138,4.060757225910155,5.1476872096311376e-08,4.0277363204691286e-08
530.0,3.587741637991965e-06,4.777357779191731e-07,-1.5057169867214855,3.777531717146787,2.724780845660668e-08,2.393907012264136e-08
730.0,2.6201475294976277e-06,2.9683419276116885e-07,-4.147266478148976,3.0794032276553303,1.6882500925889497e-08,1.5710127955056985e-08
930.0,2.3180572763079565e-06,2.2666796573638517e-07,-3.73577562003321,3.281642924229004,1.1583571155573435e-08,1.0141462495314506e-08
1130.0,2.3771361315122033e-06,2.110178420440659e-07,-1.353506431121631,3.541581461637205,8.469689602593212e-09,7.773309652266346e-09
1330.0,2.7502412859699185e-06,2.3741939887534212e-07,-0.9901612939361366,4.943265748243814,6.485980010562317e-09,6.101352266681991e-09
1530.0,3.277083625970985e-06,2.791398165171763e-07,-9.934666824739883,7.599563871406649,5.194662167243877e-09,4.870014764978604e-09
1730.0,4.079991754884844e-06,3.594832357488404e-07,-9.203539408737202,14.61791551474416,4.226829531194331e-09,3.8700485407052e-09
1930.0,5.11470661297956e-06,4.7289375093950824e-07,22.347835214737312,18.398157779470136,3.561810049816686e-09,3.083037041654918e-09
2130.0,6.214325152492268e-06,5.971622166739488e-07,1.6676237667698137,28.3024613928409,3.024006557374932e-09,2.781285066968833e-09
2330.0,7.845217755112771e-06,7.954992313959043e-07,-10.975750928387939,44.094461154007504,2.6176351865120064e-09,2.630468473963726e-09
2530.0,1.0457475177225416e-05,1.1343058231823619e-06,3.9667638668734893,88.91779218207833,2.2872535652560728e-09,2.2860176486369648e-09
2730.0,1.4560895286270366e-05,1.677729942372381e-06,-80.31906502233736,147.32360661804285,2.0270554359769498e-09,1.6153606647261826e-09
2930.0,2.2553192510534524e-05,2.8272063215284937e-06,244.39410293379757,370.7588264723385,1.8004699106921487e-09,1.9724978755360177e-09
3130.0,3.573526930708089e-05,4.6509170304374535e-06,29.612873491091868,490.9819745114109,1.6209169698951066e-09,1.3629483068742274e-09
3330.0,6.075165996878412e-05,8.253840365084026e-06,761.2214255542053,888.4036844029107,1.4653527487046237e-09,1.6466056085991138e-09
3530.0,9.771391890532748e-05,1.3505122807218371e-05,-1848.7072136810502,1704.804667443355,1.336837487948482e-09,7.889899884561795e-10
3730.0,0.00016685022562301256,2.3437382824880404e-05,1325.9961576472028,2836.2456693578897,1.2178428186491755e-09,1.6914486168705334e-09
3930.0,0.00021976105199671811,3.095181509089816e-05,2355.3056376283002,5404.228728178322,1.122539295941927e-09,5.519409721495144e-10
