Ls,reckap_x_reckap,reckap_x_reckap_err,bias,bias_err,norm,noise
140.0,2.5935522194185865e-07,1.4574454496863011e-08,-0.012781726184926562,0.1359552733454601,1.622032816604708e-11,6.866516388880637e-08
340.0,1.380810470597712e-07,6.253691192303917e-09,-0.0014961762528282656,0.13549577702055268,2.9696595402626974e-12,8.476016590398583e-08
540.0,1.2469179324288075e-07,6.088070323293642e-09,0.0036821993971117325,0.2558798332366977,1.273388180661058e-12,9.233816654522356e-08
740.0,1.223087191837016e-07,6.707229130683075e-09,-0.003766710248958177,0.4588469757583055,7.218320217400753e-13,9.832557935381921e-08
940.0,1.2101225141191552e-07,5.531652747843317e-09,-0.016359553216683642,0.5541536923981321,4.688832017039586e-13,1.0340655347756772e-07
1140.0,1.2348269818097135e-07,5.143727460113195e-09,-0.006968288182494096,0.7031788867200157,3.354463243532272e-13,1.0886142260572514e-07
1340.0,1.269681281374672e-07,5.41125433929246e-09,-0.04465600127407468,0.9786019140870158,2.549979095583704e-13,1.1431552523989237e-07
1540.0,1.3014342674185587e-07,4.722454177887028e-09,-0.04742372362636916,1.0738988831712444,2.0225227941421478e-13,1.199437770586737e-07
1740.0,1.4238408494901108e-07,5.056583657082177e-09,-0.023837337300524303,1.4190035170479538,1.7374711280607075e-13,1.315543581036674e-07
1940.0,1.575429628287175e-07,5.655801873791533e-09,-0.028600537832047152,1.9169926855352164,1.5577923619872275e-13,1.4671922904130756e-07
2140.0,1.7703873262696766e-07,4.897281330196156e-09,-0.022803601449382132,1.9699575987438571,1.4562846388292845e-13,1.671704722793959e-07
2340.0,2.3472226216379373e-07,8.087802920132015e-09,-0.012151153237913813,3.791272314241618,1.610094759613512e-13,2.2111578115700095e-07
2540.0,3.0897155041413776e-07,9.121191262149571e-09,-0.11172879881209988,4.908723605290342,1.7944119114906597e-13,2.90151902541863e-07
2740.0,3.7017793192716254e-07,1.1605753962738414e-08,-0.1865636973303954,7.132253097200832,1.867773732635129e-13,3.515987662229927e-07
