Ls,reckap_x_reckap,reckap_x_reckap_err,bias,bias_err,norm,noise
140.0,2.4042736334281764e-07,2.0930826876810964e-08,-0.03961493675502886,0.19832501628708898,7.233020662588981e-12,2.953535509979195e-08
340.0,8.503701827888014e-08,5.081444787981909e-09,-0.02847817956033199,0.109709802758921,1.1202390368922999e-12,3.161143149614765e-08
540.0,6.551542808392554e-08,3.712121368945163e-09,-0.028313373059106632,0.15529619444090864,4.4404282613888054e-13,3.205616472733573e-08
740.0,5.663801185974487e-08,3.272939309134188e-09,-0.021170299157157003,0.22282510047948284,2.3671350671400724e-13,3.219144392881731e-08
940.0,5.1314194384969143e-08,3.139174235376307e-09,-0.010721915086583388,0.31376481855815974,1.4451279073475976e-13,3.176467293530352e-08
1140.0,4.66798093556626e-08,2.365833092157764e-09,-0.031699566317148056,0.3225662834636286,9.525811159266829e-14,3.084284468832694e-08
1340.0,4.2825157907390426e-08,2.157806193004618e-09,-0.03491666147033107,0.39144317083185404,6.646326425380844e-14,2.9743420629323e-08
1540.0,3.969811849820024e-08,1.7520281054820647e-09,-0.05322406142682502,0.39777437972663415,4.809481262648903e-14,2.843426285044057e-08
1740.0,3.693036289880623e-08,1.6498054306813996e-09,-0.0553262343616738,0.46252978638828,3.581252554855321e-14,2.7046113890890248e-08
1940.0,3.456201447015193e-08,1.4285640594772973e-09,-0.037305768871733855,0.48308076147722506,2.74824868703356e-14,2.5819387324188535e-08
2140.0,3.2780500348343246e-08,1.1375102879511222e-09,-0.04393604584235285,0.4561973644227022,2.1740562568775523e-14,2.4855799383342488e-08
2340.0,3.1582939284734906e-08,1.0474936405958378e-09,-0.05259948484197324,0.4875881009686166,1.7695479705118877e-14,2.419956879123593e-08
2540.0,3.109377801477927e-08,7.950364587205939e-10,0.0021705906582879866,0.428294320584844,1.4907760844942575e-14,2.4040827510004173e-08
2740.0,3.207873064196346e-08,7.622545445886778e-10,-0.07157592855491281,0.4662639251641804,1.3274084880768863e-14,2.4916699728873162e-08
2940.0,3.4190303678937384e-08,8.102551676444899e-10,-0.07297601294298772,0.5624181139105497,1.2334822585816826e-14,2.66733901982682e-08
3140.0,3.7971332960757784e-08,7.434606612244033e-10,-0.01885386245499622,0.5828083655374815,1.211346599279039e-14,2.991074528437439e-08
3340.0,4.787726293183156e-08,1.002287734102971e-09,-0.07280173843068878,0.8698936639629408,1.3529047579386645e-14,3.781246970707226e-08
3540.0,5.963095931776074e-08,1.384340394794887e-09,-0.042164435028063704,1.3340852037555586,1.514445518579069e-14,4.752439187144092e-08
3740.0,6.821118767187469e-08,1.873141219218859e-09,0.031303698710813684,2.0026468901310923,1.5776589804302954e-14,5.524271100485812e-08
