Ls,reckap_x_reckap,reckap_x_reckap_err,bias,bias_err,norm,noise
140.0,7.95583130156572e-07,2.9513345014669077e-08,-0.001350951917963447,0.2771900336102507,1.083450642155768e-10,4.935663171549204e-07
340.0,7.491249559685897e-07,2.474107643930707e-08,-0.005089470781216457,0.5377817633207437,2.434632016997107e-11,6.947021315264191e-07
540.0,7.954561391834246e-07,2.2411001159567556e-08,-0.0030396431333504135,0.945327715380507,1.0531164310059912e-11,7.660645833563064e-07
740.0,8.80672544516964e-07,2.4581894145088436e-08,-0.0070740942168309295,1.6921418133438395,6.249708269317881e-12,8.535865755751862e-07
940.0,9.83407498139367e-07,2.3477616841096596e-08,-0.005162748367967336,2.3594973819658946,4.389540316920903e-12,9.706227065255463e-07
1140.0,1.1462633703096664e-06,2.879569103521036e-08,0.025375002292360768,3.9609746800687167,3.468528516085502e-12,1.1299312814075192e-06
1340.0,1.3654991017215597e-06,3.164669824112722e-08,-0.09281911531544587,5.720646110790692,3.0036567845232927e-12,1.3513624589257726e-06
1540.0,1.6620455274504983e-06,3.5860228955217773e-08,-0.08728679159462427,8.194901131147349,2.7632731936313677e-12,1.6429242145360172e-06
1740.0,2.0247969607048894e-06,3.772554100141275e-08,-0.10685751922192438,10.675003803626367,2.625602389104785e-12,1.9916668846492114e-06
1940.0,2.401016346628166e-06,5.088444164019728e-08,-0.16514464017377353,17.30408026901764,2.514934788690763e-12,2.3709217736750528e-06
2140.0,2.790342086254532e-06,4.693905358672864e-08,-0.16369851259446763,18.99097539950896,2.415105248444383e-12,2.7696766649714112e-06
2340.0,3.2753166387837996e-06,6.616570854804823e-08,-0.16027096022030562,31.155182677265337,2.377119327585123e-12,3.2594332335774218e-06
2540.0,3.936232812415207e-06,7.227986735506547e-08,0.19614853798252815,39.00769249714968,2.4102555693725014e-12,3.895472998471892e-06
2740.0,4.8655656290948094e-06,1.1004528971019291e-07,0.29315923432503355,67.56838691581484,2.5601803778484287e-12,4.8173853082600055e-06
