Ls,reckap_x_reckap,reckap_x_reckap_err,bias,bias_err,inkap_x_inkap,inkap_x_reckap
105.0,3.526544582272803e-07,4.411806275637419e-09,-0.012872726047806966,0.004751755972067304,1.2995138278978756e-07,1.1507908338189234e-07
255.0,1.4673863357476685e-07,1.038672842969884e-09,-0.009406189434141229,0.004083353416480255,6.376753591911008e-08,5.8689955707618074e-08
405.0,1.3235370562438304e-07,1.2346318353834054e-09,-0.006100160992986299,0.005408608666046279,3.677448590615479e-08,3.446843803832506e-08
555.0,1.2293792452996882e-07,9.783178786533999e-10,-0.016839201211123856,0.009800456931829323,2.2389109437060108e-08,2.1383891123167898e-08
705.0,1.2240176106186183e-07,1.16661827059611e-09,-0.022302979755249357,0.009804008512981998,1.562484288360398e-08,1.4967810217502928e-08
855.0,1.1863406905091898e-07,9.80607310494194e-10,-0.022172360128172933,0.012265916264244295,1.1606086354196392e-08,1.1028191523861429e-08
1005.0,1.218109161480646e-07,9.428895833151213e-10,0.0034513282261484177,0.015780716671918337,8.942153268680448e-09,8.5758019038931e-09
1155.0,1.2271254647858882e-07,8.91920092629345e-10,-0.026169227477803526,0.02025265394141363,7.086164627214548e-09,6.87390499383364e-09
1305.0,1.2573589360590492e-07,8.667185262338296e-10,-0.016889572795639407,0.019390155137932973,5.7885034130038734e-09,5.562903327993009e-09
1455.0,1.266599080182213e-07,8.932709041241196e-10,-0.019807719125854755,0.023271477575831936,4.7838046499822005e-09,4.695075015632913e-09
1605.0,1.3296226838415365e-07,7.990574461362907e-10,-0.03586628014552249,0.03469615848898601,4.057943647361276e-09,3.956708194754228e-09
1755.0,1.419627566069158e-07,8.287416391104194e-10,0.0027611883321888536,0.042449253706574756,3.5022452534050126e-09,3.461705237086711e-09
1905.0,1.5374608409664375e-07,8.939825381171714e-10,-0.05613718794836082,0.06005343093515722,3.034696436025065e-09,2.9606741617874622e-09
2055.0,1.6408863781014653e-07,8.850771562604942e-10,-0.006215489560953929,0.05872149301412308,2.6626702281276435e-09,2.632990549687714e-09
2205.0,1.896714396537338e-07,1.0100622104961992e-09,-0.1711842697269056,0.07884413083337184,2.335737184151481e-09,2.3369068391151094e-09
2355.0,2.376062678714152e-07,1.3836888853131752e-09,0.017881093352183335,0.09571711220993684,2.1027653886593058e-09,2.076898476422543e-09
2505.0,2.930857269799787e-07,1.5079582534819278e-09,-0.2118223056061909,0.12422363348724681,1.893528425651245e-09,1.8755493861543118e-09
2655.0,3.3781825431745515e-07,1.7776412260727485e-09,0.07129549812102716,0.17249399904226423,1.7154747435659635e-09,1.6860381630323e-09
2805.0,3.9593162221015807e-07,1.9525459990937267e-09,-0.3132373789563257,0.21813911340095038,1.5569061223081512e-09,1.4999974197628617e-09
2955.0,3.270723697320577e-07,1.3989345999315422e-09,-0.06952771656490951,0.2261284486982543,1.4230401467120225e-09,1.1528918972262648e-09
