Ls,reckap_x_reckap,reckap_x_reckap_err,bias,bias_err,inkap_x_inkap,inkap_x_reckap
130.0,8.034319260222034e-07,4.691477753999621e-09,-0.002007197940177287,0.0017268452112180017,1.1817938369006733e-07,1.0053987911356431e-07
330.0,7.277040548215132e-07,3.591480476440917e-09,-0.0030677989980081046,0.005854084597502828,5.096958450921483e-08,4.749335511498305e-08
530.0,7.693362907720906e-07,4.1809478068607405e-09,0.004219423471106556,0.026327613220953495,2.6902644985989326e-08,2.5608986471655593e-08
730.0,8.479068505951565e-07,3.137901411306581e-09,-0.24065528349280066,0.04027274479690514,1.681489503104589e-08,1.6282730541390407e-08
930.0,9.522681719758101e-07,4.054876876618877e-09,-0.07413178814422856,0.13574731166144982,1.1515358968700458e-08,1.1255129708897974e-08
1130.0,1.095235260350599e-06,4.207900382955637e-09,-0.12365290134570453,0.2762902351522647,8.41631884879907e-09,8.131202096364272e-09
1330.0,1.3009114648086456e-06,5.360046839348924e-09,-0.5837835330553918,0.760825034625886,6.455485769903924e-09,6.194517268944927e-09
1530.0,1.571166726731783e-06,6.717117006044523e-09,-0.0622401435654907,1.8505064447437598,5.1583788751341656e-09,5.0917662884452e-09
1730.0,1.8807746464785156e-06,7.618567071209805e-09,-1.8658290661806527,3.6324462881305695,4.218020663262584e-09,3.930392163823937e-09
1930.0,2.2260483865847936e-06,9.910131061371097e-09,-1.5419311037256267,8.480993217832188,3.543819113869654e-09,3.496189972244497e-09
2130.0,2.598899264093221e-06,1.1095009639945752e-08,3.552872010229855,14.832912664947292,3.018029605096946e-09,2.840822606613706e-09
2330.0,3.0107718534220887e-06,1.214914916498317e-08,-1.4893245681729983,23.951502698681846,2.6133011368206045e-09,2.498583784955601e-09
2530.0,3.5798763977182264e-06,1.470882487010033e-08,-6.030828648131669,45.13248651573036,2.299539254018786e-09,2.0606167910634716e-09
2730.0,4.428060816629282e-06,1.8701513016064054e-08,-9.574064731057163,94.21380618171888,2.0335125166603083e-09,1.86764395036083e-09
2930.0,5.763348276533806e-06,2.7793595942619775e-08,-1.186150198880186,255.2339682568815,1.818871877212376e-09,1.6948679859461002e-09
3130.0,7.811760886706977e-06,4.168157334098793e-08,3.8486186187603324,704.3955612259306,1.6386333511971154e-09,1.6478931249025806e-09
3330.0,1.109753145995653e-05,6.121606700949286e-08,-12.972470074802226,1848.8541323591564,1.4928998041857035e-09,1.4490703798347007e-09
3530.0,1.659453027768547e-05,1.0232470399069777e-07,-10.344446111833673,6214.238521190917,1.3603669581984366e-09,1.320928226165512e-09
3730.0,2.6036608408882654e-05,1.8924118525046068e-07,22.80213810785225,25207.02943893863,1.2461406608441796e-09,1.4115354844644724e-09
3930.0,3.443466211147013e-05,2.546357235658327e-07,-40.45370313462834,54434.58181699994,1.1521604823560603e-09,7.398643384513688e-10
