Ls,reckap_x_reckap,reckap_x_reckap_err,bias,bias_err,inkap_x_inkap,inkap_x_reckap
105.0,3.53652012835178e-07,4.067540216702672e-09,0.005857144441345207,0.0033607006770146105,1.3878960619916989e-07,1.1916548275844461e-07
255.0,1.531901559220028e-07,1.0373674054195516e-09,0.010046495007112471,0.0035671046232532834,6.856161393077063e-08,6.289210499390101e-08
405.0,1.3520899880851843e-07,1.3437782443371903e-09,-0.00342763138530987,0.005381078397767417,3.946671194121806e-08,3.7019426861872745e-08
555.0,1.2642608947463134e-07,1.059304957657293e-09,-0.004511027221356486,0.006828531726188711,2.5166598881787275e-08,2.3640011774655304e-08
705.0,1.2546406461235875e-07,1.0679293101093072e-09,0.005004418105117918,0.009489459131812152,1.7765680761445657e-08,1.6765096773523546e-08
855.0,1.2121338860410834e-07,9.479792857300157e-10,0.014593263665832888,0.00900780283239716,1.308486878374511e-08,1.2430885585365984e-08
1005.0,1.2396881910938766e-07,1.0387746455500811e-09,0.01106908700776325,0.012980089203900605,1.0194152847517303e-08,9.742201480147136e-09
1155.0,1.2380165438760365e-07,9.127098371353829e-10,0.015961920588616337,0.012759917329705044,8.12405467886605e-09,7.708892758483372e-09
1305.0,1.2749493024422996e-07,8.802984174825659e-10,0.008203125862590813,0.018664757587257594,6.648621420582496e-09,6.2818335814561165e-09
1455.0,1.2691840232734128e-07,8.341422918573794e-10,0.0006457646848583131,0.017814258387983364,5.594956015758932e-09,5.370517248696472e-09
1605.0,1.3367037842591114e-07,7.904800598405574e-10,0.03162123378753245,0.02270738783311799,4.771966979369621e-09,4.581549901873894e-09
1755.0,1.403196748681137e-07,7.747176041293134e-10,0.023078479057739174,0.024279991672854367,4.115963346473803e-09,3.886791948899839e-09
1905.0,1.5252923694259675e-07,8.688785202286836e-10,0.061340746945240415,0.03800444674708437,3.6258038886014334e-09,3.5067750726659158e-09
2055.0,1.621352663927903e-07,9.39193835303994e-10,-0.019998532277310757,0.05267734636431829,3.1919906851695273e-09,3.0302187116501316e-09
2205.0,1.860176360902089e-07,7.712385827887975e-10,-0.03466314071585594,0.05442616717570761,2.8526241701474894e-09,2.6983112596907885e-09
2355.0,2.3261521555940463e-07,1.1809173415444906e-09,0.09316534656902636,0.06742538053236469,2.5711358109036626e-09,2.4808428052398777e-09
2505.0,2.8614354911985506e-07,1.4326216210331694e-09,0.10033273819662342,0.07888478373404641,2.3320884846985333e-09,2.1987407135268155e-09
2655.0,3.2709929547850675e-07,1.687304364050546e-09,0.06647794527134249,0.12617460113758014,2.1263425595960556e-09,2.0425467265219763e-09
2805.0,3.850304529626326e-07,1.6173758349912127e-09,-0.05443179878724842,0.15967070517717355,1.949633359921446e-09,1.9286869034942675e-09
2955.0,3.212853166916639e-07,1.1393327839819695e-09,-0.03220023031655977,0.11764409324446377,1.7970030813015424e-09,1.3734015003012074e-09
