cutout 0,cutout 1,cutout 2,cutout 3,cutout 4,cutout 5,cutout 6,cutout 7,cutout 8,cutout 9,cutout 10,cutout 11,cutout 12,cutout 13,cutout 14,cutout 15,cutout 16,cutout 17,cutout 18,cutout 19,cutout 20,cutout 21,cutout 22,cutout 23,cutout 24,cutout 25,cutout 26,cutout 27,cutout 28,cutout 29,cutout 30,cutout 31,cutout 32,cutout 33,cutout 34,cutout 35,Ls,cl_kappa_tg_ave,reckap_x_reckap,reckap_x_reckap_err,bias,bias_err,norm,noise,inkap_x_inkap,inkap_x_inkap_err,inkap_x_reckap,inkap_x_reckap_err
2.799796766125888e-07,2.621796773582299e-07,2.7668278530810316e-07,2.5390007034180787e-07,2.521945741632257e-07,2.797855999376862e-07,2.736819134426409e-07,2.5083687234171244e-07,2.7746155397082297e-07,2.5105239115994365e-07,2.654006070272649e-07,2.802898098425092e-07,2.2228344329295254e-07,2.271444075818887e-07,2.3032652765323562e-07,2.3553852182137707e-07,2.3477118466943278e-07,2.2757863953852477e-07,2.2656892040333813e-07,2.1177208019173014e-07,2.375001627026111e-07,2.3679495643931263e-07,2.3486914600175723e-07,2.1886778876519085e-07,2.609515420548717e-07,2.675949710706e-07,2.6413578648664006e-07,2.816668234592105e-07,2.5340022080295725e-07,2.726002473848344e-07,2.642254071462352e-07,2.659010662674393e-07,2.6622046618838675e-07,2.6369400526193935e-07,2.5322570126268775e-07,2.7339409603078766e-07,130.0,2.5980909153025944e-07,2.5373532344401326e-07,3.382258708496154e-09,-0.05362824172056338,0.02874940715225492,7.735068062568896e-12,2.5801426526101267e-08,1.1817938374559349e-07,1.1044382398170005e-09,1.1817938374559349e-07,1.1217444925746777e-09
9.215375141845319e-08,9.366975866367101e-08,9.606669224989066e-08,9.231882096607844e-08,1.0650160674704748e-07,9.646890433055298e-08,9.663837913234552e-08,9.226030254586303e-08,9.909809479235169e-08,9.203316199685222e-08,9.08548774912828e-08,8.606831310160904e-08,8.113176053857301e-08,8.091156801571086e-08,8.353706647822896e-08,7.974321061081774e-08,8.055465662117137e-08,7.640027444166784e-08,8.008674205197799e-08,8.126190877633231e-08,7.815069132422595e-08,8.140839465666949e-08,8.276282489986691e-08,8.120091410736257e-08,9.253946568867654e-08,9.42864221196716e-08,9.22841850481736e-08,9.685018489317792e-08,8.926906841696342e-08,9.28077354516163e-08,8.710319861202121e-08,8.8828849079307e-08,9.635444233852284e-08,9.095808632165722e-08,8.738959781648278e-08,9.088563924278906e-08,330.0,9.085111004547185e-08,8.89122097496573e-08,1.1714825062106544e-09,-0.03823785254182932,0.022783368409363732,1.050997639501281e-12,2.795641210213987e-08,5.096958467630469e-08,2.1667579921722022e-10,5.096958467630469e-08,3.3829094312839447e-10
6.967921934537557e-08,6.87959830224327e-08,6.85865845034758e-08,6.520994218861113e-08,6.832394718826222e-08,6.988375608105244e-08,7.102548939890063e-08,6.927722098151407e-08,7.206042658601822e-08,7.137212440509691e-08,7.006919545210924e-08,7.064216961183457e-08,6.234618786093265e-08,6.19510110931364e-08,6.094332908579777e-08,6.177255450806928e-08,6.099731497052838e-08,6.076103775624753e-08,6.067799244275022e-08,6.186925438541965e-08,6.161393902180086e-08,5.877791795851796e-08,6.354797640580594e-08,6.043988759922294e-08,7.199076289619767e-08,7.039055529144954e-08,6.868398440245598e-08,6.969931406309985e-08,6.654110534695846e-08,6.798757420256096e-08,6.882047015946673e-08,6.585149779821291e-08,7.422701914063539e-08,6.757191063471645e-08,6.744972214267695e-08,6.93400746470253e-08,530.0,6.752645192947437e-08,6.664384590495469e-08,7.042835938519696e-10,-0.03339160166254594,0.026105744149544075,4.118436342866722e-13,2.859326904904825e-08,2.6902645016060485e-08,1.0765024669685704e-10,2.6902645016060485e-08,1.4493937018414263e-10
6.049597179429175e-08,5.926556539813999e-08,5.9339559025374436e-08,5.989837490228115e-08,5.9595638977594834e-08,5.874482009249682e-08,5.907879213357729e-08,5.898473495855574e-08,5.8882845520934976e-08,6.159244348463908e-08,5.7729878680439284e-08,6.00089552117232e-08,5.2155915109237316e-08,5.1529714675263844e-08,5.338591103897467e-08,5.243791482564653e-08,5.062296508780395e-08,5.026048793312402e-08,5.3057620603739266e-08,5.128344702372683e-08,5.219759768809325e-08,5.3337362614601627e-08,5.3430502632545654e-08,5.214708012531535e-08,6.167076543398038e-08,5.756445613319514e-08,5.960559229556599e-08,6.141923315958311e-08,6.132919007814278e-08,5.931706661014834e-08,6.031545653196276e-08,5.7423051556677124e-08,6.035166117946227e-08,5.7767307840536144e-08,5.778961565697922e-08,5.937661558013363e-08,730.0,5.782211972193795e-08,5.703872532206911e-08,6.169633671441452e-10,-0.0474009402181129,0.036852519086956,2.1798397837054523e-13,2.885742769400982e-08,1.6814895062588408e-08,4.614816032779016e-11,1.6814895062588408e-08,7.329407063457204e-11
5.4379504345185595e-08,5.1394365081240635e-08,5.366564134156451e-08,5.2710626174067284e-08,5.292362018482517e-08,5.435949490179495e-08,5.38714795507578e-08,5.178665801257003e-08,5.366813057459641e-08,5.377429224708868e-08,5.3409299704674745e-08,5.4622811120166766e-08,4.6170236318685954e-08,4.666468585341967e-08,4.5956763862208806e-08,4.610348867606289e-08,4.5963399358171684e-08,4.745581266894293e-08,4.7117219932549994e-08,4.596030857766932e-08,4.7807204819654624e-08,4.525907090903524e-08,4.803514212286672e-08,4.682282689192843e-08,5.3750110596790076e-08,5.312321335027691e-08,5.4012556573266134e-08,5.256313380029043e-08,5.3752228730656355e-08,5.1852659646323436e-08,5.458001301788467e-08,5.353050868312255e-08,5.407183931767133e-08,5.306127911247387e-08,5.2160862944890315e-08,5.489788467437621e-08,930.0,5.161046666795882e-08,5.1145510379937525e-08,5.628062479075391e-10,-0.041553034135751316,0.04899449020813384,1.3249783196297425e-13,2.852003778899527e-08,1.1515359003098697e-08,3.330566770156292e-11,1.1515359003098697e-08,6.8898724023283e-11
4.860422630699961e-08,4.661384153169488e-08,4.717084328861699e-08,4.757110276968127e-08,4.8618165287822056e-08,4.751901917613178e-08,4.7836946664540965e-08,4.643862080177013e-08,4.9222517636396855e-08,4.838527265423917e-08,4.807290841913982e-08,4.8466404296378954e-08,4.259046430874264e-08,4.094961565408882e-08,4.259269139425164e-08,4.155727529653137e-08,4.2469788338632544e-08,4.0705201154475345e-08,4.3589398234874714e-08,4.1311896372404057e-08,4.3337863236841754e-08,4.127155789689229e-08,4.33906152623102e-08,4.2446892584898956e-08,4.824657310486796e-08,4.803039973496588e-08,4.708901306663605e-08,4.809761096847972e-08,4.659736449683548e-08,4.768227559945814e-08,4.744432760515345e-08,4.692743089942843e-08,4.8718884867208925e-08,4.648537465856901e-08,4.786740592306278e-08,4.7369674929617834e-08,1130.0,4.613180180227684e-08,4.5869151789517806e-08,4.6212821733713507e-10,-0.031596051209722635,0.05503273608662019,8.700814422457371e-14,2.7659042965232616e-08,8.416318835255453e-09,2.2401493258266836e-11,8.416318835255453e-09,3.3439336716278764e-11
4.345725013501985e-08,4.277935004736361e-08,4.248775555485637e-08,4.3500914164090054e-08,4.4348141713081314e-08,4.318653515772076e-08,4.2239465531319466e-08,4.3555426178854394e-08,4.3913741732379354e-08,4.2548552402199846e-08,4.366101313533977e-08,4.520625722740566e-08,3.8785609469013014e-08,3.8820087313704896e-08,3.9084738662219005e-08,3.771607395501609e-08,3.811036447797342e-08,3.9446439641010955e-08,3.987765002318715e-08,3.791393533244285e-08,3.872176444017303e-08,3.893279348963327e-08,3.8987865582194204e-08,3.902330261537621e-08,4.391257998370073e-08,4.400863196724367e-08,4.4597718097158745e-08,4.3750208892853543e-08,4.3713141168722807e-08,4.2955611510342905e-08,4.360399411711611e-08,4.240030064047339e-08,4.3082236476039846e-08,4.28525189553906e-08,4.4106861119116415e-08,4.51331577962557e-08,1330.0,4.209725851608869e-08,4.1956166352944145e-08,3.984345767383584e-10,-0.022764146835024774,0.06176091669332787,6.030009557371339e-14,2.65803065872872e-08,6.455485753102268e-09,1.557966070785554e-11,6.455485753102268e-09,3.2768161596165855e-11
4.011956246953199e-08,3.969367293270199e-08,3.9431432599029836e-08,3.9578469566938646e-08,4.13799587906866e-08,4.056035629100964e-08,3.937812359692761e-08,3.937409759200474e-08,3.9730503566153835e-08,3.988928500756255e-08,3.9799055578028146e-08,3.983140445890271e-08,3.5820513282123e-08,3.544939746287321e-08,3.600279824857203e-08,3.49548184687991e-08,3.5518196175955667e-08,3.526868701867886e-08,3.5885936224669045e-08,3.499179531026157e-08,3.525271125737362e-08,3.521514701691618e-08,3.662863868162974e-08,3.589338497363302e-08,3.9876806183022516e-08,4.0471432470028003e-08,3.923610317441541e-08,4.0345040298733057e-08,3.8681521323428875e-08,3.98319496769953e-08,3.9136438649239836e-08,3.926333324576539e-08,3.900961635069815e-08,4.1445759829192275e-08,3.949528833709914e-08,4.219838252668531e-08,1530.0,3.8642323850009166e-08,3.846221162878519e-08,3.657236612839344e-10,-0.03423222378862713,0.0708788360672788,4.3375160470193393e-14,2.53178008539506e-08,5.158378852764829e-09,1.099677132047862e-11,5.158378852764829e-09,2.385690962861023e-11
3.6767693613542135e-08,3.6317077278219494e-08,3.66442895875167e-08,3.6109089133709386e-08,3.757780936640745e-08,3.581149740765973e-08,3.619745724363355e-08,3.5752237230731306e-08,3.697368099699922e-08,3.722333120132379e-08,3.615138343146513e-08,3.5670203958367e-08,3.2435340380383036e-08,3.2444637646345905e-08,3.303946698542549e-08,3.24367293520044e-08,3.2669759967202306e-08,3.315081825459647e-08,3.343103975202881e-08,3.273967546716875e-08,3.2671097191865036e-08,3.199596937234448e-08,3.3446391453006855e-08,3.257605096484352e-08,3.667960722303933e-08,3.7160134430271475e-08,3.629566555144934e-08,3.789526262895966e-08,3.570250001959214e-08,3.704822877889224e-08,3.62386294727308e-08,3.5084984047174806e-08,3.533228448391077e-08,3.699428079077226e-08,3.609250158096791e-08,3.719174587160755e-08,1730.0,3.5478339730830635e-08,3.5220793114337733e-08,3.1307170540724426e-10,-0.06048275943349268,0.07416928182369166,3.2089695062911686e-14,2.395669832359796e-08,4.218020668149981e-09,8.342568927549417e-12,4.218020668149981e-09,1.6381072354224114e-11
3.316925160368257e-08,3.3374623662636087e-08,3.38661943093407e-08,3.273928347021336e-08,3.4395514682813955e-08,3.398607282455014e-08,3.327430241168443e-08,3.256557046887831e-08,3.3226625155203217e-08,3.4099618846105114e-08,3.516194479134287e-08,3.414055680038501e-08,3.063352882550882e-08,3.118836805758832e-08,3.090082216800862e-08,3.0094697582867556e-08,3.100779680918561e-08,3.018830630893277e-08,3.052896250258717e-08,2.990816572744061e-08,3.072583920196393e-08,3.065175773075324e-08,3.0777755636129854e-08,3.069957828447438e-08,3.297014158478718e-08,3.3036667335122646e-08,3.3907040276569194e-08,3.4418875467606056e-08,3.339374168642628e-08,3.425823000502752e-08,3.337053051648541e-08,3.337822662962536e-08,3.3785130936050276e-08,3.3999488289497414e-08,3.3826561201492943e-08,3.391276010619862e-08,1930.0,3.273733041288224e-08,3.265451477492126e-08,2.601643818556046e-10,-0.023281239626808295,0.07334578571082978,2.4392057635267175e-14,2.2678904268583636e-08,3.543819128085985e-09,7.148299922090746e-12,3.543819128085985e-09,1.535970281611311e-11
