Ls,reckap_x_reckap_t,reckap_x_reckap_t_err,bias,bias_err,ellmin,ellmax,cutout_width,declination,resolution,bin_width
140.0,2.3263812050904756e-07,6.6070909234272845e-09,-0.032928008042236404,0.029476448077482426,30,4500,30,15,1.0,200
340.0,7.754890220342422e-08,1.3095546916565366e-09,-0.03563475995412114,0.01755106045898701,30,4500,30,15,1.0,200
540.0,5.862619166411761e-08,8.966547229299203e-10,-0.025648487468558193,0.01562946869861652,30,4500,30,15,1.0,200
740.0,4.9504723168244136e-08,1.1709874906091413e-09,-0.020264042347589793,0.02416793586872183,30,4500,30,15,1.0,200
940.0,4.321118346084471e-08,6.468310463169702e-10,-0.010425145767742163,0.015118878461158733,30,4500,30,15,1.0,200
1140.0,3.8386655684543114e-08,9.706498357221232e-10,-0.012498981239710103,0.02571823683897123,30,4500,30,15,1.0,200
1340.0,3.4826251799275914e-08,4.118666273726311e-10,-0.00784550488362572,0.011902338705121267,30,4500,30,15,1.0,200
1540.0,3.133649521608594e-08,5.489317770122205e-10,-0.0068595265387185024,0.01722681287083222,30,4500,30,15,1.0,200
1740.0,2.834962135189808e-08,4.392520913520378e-10,-0.011121554339833408,0.015587272774337302,30,4500,30,15,1.0,200
1940.0,2.602295874163385e-08,2.5030843752092685e-10,-0.005792165063258264,0.009734483765317015,30,4500,30,15,1.0,200
2140.0,2.3918659016547233e-08,3.0785958149170334e-10,-0.004381726362186276,0.013065887494805903,30,4500,30,15,1.0,200
2340.0,2.2182813850962165e-08,1.5164506348327522e-10,-0.0020254868108372133,0.006834569104163417,30,4500,30,15,1.0,200
2540.0,2.107962355080947e-08,1.7833660438089737e-10,-0.004259920698742879,0.00850884081261851,30,4500,30,15,1.0,200
2740.0,2.0308630654689494e-08,2.290773072938034e-10,0.001583207970019974,0.011266771969242952,30,4500,30,15,1.0,200
2940.0,2.002568522944453e-08,1.3835546647059446e-10,0.0017505788755327611,0.006839913014865629,30,4500,30,15,1.0,200
3140.0,2.0477178333739547e-08,3.807022987949315e-10,-0.0014677455098338432,0.018463251509327788,30,4500,30,15,1.0,200
3340.0,2.1997929301611724e-08,2.919761705229049e-10,0.0005297146714407949,0.01334328797231708,30,4500,30,15,1.0,200
3540.0,2.4156156030488757e-08,2.922598194407653e-10,0.0016063317228966554,0.011990518242329353,30,4500,30,15,1.0,200
3740.0,2.8286040449332783e-08,4.1061550278728143e-10,0.0033757657132913823,0.01428351512260957,30,4500,30,15,1.0,200
3940.0,3.357475184915557e-08,3.475149713865289e-10,-0.004309725684185279,0.010404087411097785,30,4500,30,15,1.0,200
4140.0,3.782542174782283e-08,4.737344116147034e-10,-0.00041626950042726395,0.01259545053370827,30,4500,30,15,1.0,200
4340.0,4.1075749905339743e-08,3.8722780023308485e-10,-0.0008987270040065092,0.00941035249210732,30,4500,30,15,1.0,200
