Ls,reckap_x_reckap_t,reckap_x_reckap_t_err,bias,bias_err,ellmin,ellmax,cutout_width,declination,resolution,bin_width
140.0,2.4893915998125715e-07,8.845168411974763e-09,0.0008776335111650001,0.03630479214765239,30,3000,30,15,1.0,200
340.0,1.3436110577488187e-07,3.3575499638014943e-09,-0.0003943345870613944,0.024920427314162972,30,3000,30,15,1.0,200
540.0,1.1983645644977278e-07,2.35046336343876e-09,-0.0023376017093208017,0.019363992888893462,30,3000,30,15,1.0,200
740.0,1.1722326799005629e-07,1.893397871374279e-09,-0.0005310589044339131,0.016152747387415976,30,3000,30,15,1.0,200
940.0,1.1618882958727211e-07,2.3113305946748167e-09,-0.0035287221580375828,0.0197966190147946,30,3000,30,15,1.0,200
1140.0,1.1778538106251954e-07,2.755897703820019e-09,0.0002826197129418919,0.023879492914433725,30,3000,30,15,1.0,200
1340.0,1.2077005352023014e-07,1.801668313814392e-09,-0.0027427343295673957,0.015042208264202972,30,3000,30,15,1.0,200
1540.0,1.249291025080883e-07,2.571728465435893e-09,-0.0016915026418115782,0.02029421801212294,30,3000,30,15,1.0,200
1740.0,1.348394282621419e-07,1.6396159480748713e-09,-1.1381608532474967e-05,0.012146705261296726,30,3000,30,15,1.0,200
1940.0,1.501193013365173e-07,3.1684424208550114e-09,0.001149420137616902,0.02088814067203413,30,3000,30,15,1.0,200
2140.0,1.6841116149162003e-07,3.1896508997873864e-09,-0.0014550321387961733,0.01896119615558713,30,3000,30,15,1.0,200
2340.0,2.210675134493852e-07,3.0984418532693123e-09,-0.001678206854468953,0.013919601349141568,30,3000,30,15,1.0,200
2540.0,2.8919706273354647e-07,5.983951102339506e-09,-0.00034279070941737477,0.020829509910576062,30,3000,30,15,1.0,200
2740.0,3.475565300175574e-07,6.8032155008874e-09,-0.001599965591665548,0.01963093501717877,30,3000,30,15,1.0,200
