L,input_kappa,cross_wksz_g,cross_wksz_g_err,cross_wksz,cross_wksz_err,cross_bias,cross_bias_err
60.0,1.9555188640834435e-07,1.6980844349473222e-07,4.4327663935644174e-08,1.703645411175385e-07,4.4141086783094704e-08,0.003960616484812111,0.014579503254602956
100.0,1.4833548529744332e-07,1.3180098463173435e-07,2.426438512809608e-08,1.3147833718863875e-07,2.4221373527379636e-08,-0.002349950411691256,0.011591693509812758
140.0,1.2304174935362624e-07,1.1071400027808714e-07,1.6301117144657282e-08,1.1084028557707637e-07,1.6302617867182866e-08,0.0011942470225246788,0.0097954487893192
180.0,9.658808441324892e-08,8.646804952790395e-08,1.2524311427509994e-08,8.631572364593989e-08,1.2355651583641683e-08,-0.0015079318361780577,0.011719016645905885
220.0,8.264336541377801e-08,7.8960277351149e-08,8.978348317318257e-09,7.89529496269137e-08,9.017085863450436e-09,-6.461030718173004e-05,0.011685315015780351
260.0,6.622438313925293e-08,6.233454290057237e-08,9.365517217953847e-09,6.204663149874454e-08,9.424245810948443e-09,-0.004871059634028265,0.009071674446950598
300.0,5.7000134168963416e-08,5.1595760206864045e-08,6.690661462904094e-09,5.158669224247892e-08,6.432447196390476e-09,0.0004967436441339631,0.013731646208681392
340.0,5.0189169200891014e-08,5.004960925889838e-08,7.323773149899183e-09,5.0021223008437166e-08,7.433949833180334e-09,-0.0008265965362517484,0.010292328006007209
380.0,4.344765369768793e-08,4.219484645366132e-08,4.878377149459017e-09,4.205606200792129e-08,4.953892069171049e-09,-0.003445464225278267,0.013463232325090658
420.0,3.766381450238171e-08,3.5835559750958526e-08,3.95140415842146e-09,3.5719070661438274e-08,4.089396577757236e-09,-0.0037577366400406223,0.016482855093638886
460.0,3.277825945271731e-08,3.041636807887439e-08,3.683566785213671e-09,3.044020010098737e-08,3.650273603088582e-09,0.0010237485675567484,0.013525634388519685
500.0,2.936953876562764e-08,2.886407155467244e-08,4.813058198681775e-09,2.883951110947158e-08,4.936798478181593e-09,-0.0014546669893728825,0.012121336797178072
540.0,2.6154324026516295e-08,2.5236420381166573e-08,3.814359445000897e-09,2.5314233678187516e-08,3.903250610475205e-09,0.0026553841776384476,0.012361488643368975
580.0,2.3348074227280124e-08,2.2875555899430627e-08,2.931496835547177e-09,2.2965033338584233e-08,2.8586725736428737e-09,0.004458214623372423,0.013052830799242783
620.0,2.138442819823326e-08,2.0483742201054983e-08,3.051900614216452e-09,2.0510327114532567e-08,3.1176645725064735e-09,0.0010150641503109132,0.014125482229061067
660.0,1.9561227527778697e-08,1.8954920052898046e-08,2.4566020758387907e-09,1.8982988444836318e-08,2.4096157996301234e-09,0.0018721045632115816,0.010487957882482834
700.0,1.789999757570735e-08,1.7630507774578274e-08,2.904809951065638e-09,1.7712298011911926e-08,2.9595943923737987e-09,0.0044871259416834905,0.010932330574838316
740.0,1.6302615176138037e-08,1.5265714106830585e-08,2.378126599984693e-09,1.525979268109906e-08,2.3615341590439816e-09,-0.00023188517294130468,0.01368919085577338
780.0,1.5102968454331287e-08,1.5177080151982172e-08,2.7416556103076586e-09,1.5140674792130735e-08,2.6794403716844886e-09,-0.0014654043239411354,0.017685295484321253
820.0,1.3777840144087223e-08,1.3865789472002844e-08,2.222037807699734e-09,1.3899804911074313e-08,2.1790531128203536e-09,0.00317677437048073,0.014131759575254674
860.0,1.2956918694767011e-08,1.2204200814765704e-08,2.1823619953168327e-09,1.2190610824681906e-08,2.1819884019414005e-09,-0.0008520730895718014,0.018509439331526337
900.0,1.1975078013599233e-08,1.1327469676072782e-08,1.90688059849397e-09,1.1247565632711438e-08,1.891017241386347e-09,-0.007026555439295805,0.01664229321529683
940.0,1.1277113534391535e-08,1.1065888717730834e-08,1.7840252352960164e-09,1.1076297431495264e-08,1.7570126487085958e-09,0.0015426732481186084,0.012780586615724161
980.0,1.0569426257325524e-08,1.0750961362437094e-08,1.9268357184236468e-09,1.0776673355643005e-08,1.942453827943756e-09,0.0021492878588439176,0.014094340986399246
1020.0,9.865366411099416e-09,9.960306590364107e-09,1.7932794684944702e-09,9.901540027596852e-09,1.7706708424923823e-09,-0.005301832017162944,0.01940480814359192
1060.0,9.375660903609502e-09,8.587556980200343e-09,2.164305978469614e-09,8.570808932632478e-09,2.1957848111764268e-09,-0.0025202173613362235,0.017215980257023023
1100.0,8.766668599120673e-09,7.623175021930443e-09,1.3668652283778493e-09,7.629263016992357e-09,1.4095009137512524e-09,-3.1127076293074873e-05,0.020426110832472838
1140.0,8.309032730950781e-09,8.301166848043986e-09,1.9931498449840333e-09,8.33864402897978e-09,2.0247144333862233e-09,0.004202903881880456,0.018207442618817963
1180.0,7.860160906955997e-09,7.396786318389829e-09,1.7783443279899903e-09,7.37056883830118e-09,1.8051137913400732e-09,-0.004886030828560594,0.022501028759834465
1220.0,7.3805102240124264e-09,7.120016435126165e-09,1.421773281859931e-09,7.091596913792604e-09,1.4446109191650127e-09,-0.0033981848206249897,0.028101308657830282
1260.0,6.975480937794499e-09,6.8734247376498364e-09,1.6666474704953113e-09,6.882997026917521e-09,1.7093439895922488e-09,-0.0001003781783752014,0.015482836253269641
1300.0,6.7433616972430234e-09,6.22988681335673e-09,1.4696676637921738e-09,6.256416649302055e-09,1.5405239378824908e-09,0.0028110181508741905,0.022792486354616382
1340.0,6.385873743861787e-09,6.523250641095932e-09,1.1991837271888863e-09,6.5045818179739226e-09,1.2191880316344546e-09,-0.0034393932434886535,0.018826354627853994
1380.0,6.0103100238481184e-09,5.82967220213187e-09,1.3506324862850868e-09,5.827764955557683e-09,1.350047273840389e-09,-0.0005029515224633144,0.024275347219392118
1420.0,5.794082289305183e-09,5.5335441567563695e-09,1.1937431837918865e-09,5.522425319727539e-09,1.195634212186514e-09,-0.0020419637994571545,0.01937885305739965
1460.0,5.601959808278747e-09,5.312384912659324e-09,1.4151775036994448e-09,5.3303799561248e-09,1.39592506129545e-09,0.0047800540132768455,0.02561472823239199
1500.0,5.306480341312951e-09,5.265928942186518e-09,1.0068696653839796e-09,5.280636453886896e-09,1.010623878466628e-09,0.0026662166755084967,0.023724732110375134
1540.0,5.086761352368109e-09,5.031090972633049e-09,1.1965687809892847e-09,5.012506899574448e-09,1.193678518880789e-09,-0.0026573144145114777,0.02749346421479986
1580.0,4.799512387022483e-09,4.882880310009904e-09,1.2493756286500028e-09,4.867915411423764e-09,1.2176306172715927e-09,-0.0014919775938866673,0.02147392149800333
1620.0,4.7369984516045e-09,5.0762170073322555e-09,1.1686229680633403e-09,5.086090410923475e-09,1.1643200223925044e-09,0.0024068211118394704,0.02174649083547659
1660.0,4.496451048637245e-09,4.11983860665803e-09,1.1543475321990787e-09,4.081341776422289e-09,1.1730890541580856e-09,-0.010292216958190499,0.029576484500926235
1700.0,4.343563001463143e-09,4.002314753607703e-09,1.2862865853631276e-09,4.032692335864901e-09,1.2982411690590147e-09,0.008932681662726058,0.0258418249263747
1740.0,4.212251550432025e-09,3.879159937465179e-09,1.2426287991908442e-09,3.905190867054351e-09,1.2838768376521997e-09,0.0018052612047489327,0.04446017983420819
1780.0,4.008197991740489e-09,3.6139650660919974e-09,1.3230186740195245e-09,3.634355301784262e-09,1.3870647064395926e-09,0.0015347649506475287,0.04213214244108955
1820.0,3.904226721206482e-09,3.945163886961129e-09,1.3785073164844984e-09,3.958220320801014e-09,1.4059634906602068e-09,0.001278736803819791,0.025933277719092367
1860.0,3.735826905452725e-09,3.829916377111627e-09,9.355677699226873e-10,3.850946026743567e-09,9.555428052302775e-10,0.0051558349121821586,0.0312140375693696
