Ls,reckap_x_reckap_t,reckap_x_reckap_t_err,bias,bias_err,ellmin,ellmax,cutout_width,declination,resolution,bin_width
140.0,2.627108703790303e-07,8.780888927862997e-09,-0.005083574970858258,0.033629028458540294,30,3000,30,15,1.0,200
340.0,1.4160592882605335e-07,4.066651974001307e-09,0.000726390100919755,0.0289038981602327,30,3000,30,15,1.0,200
540.0,1.27251712965336e-07,2.5770986098814856e-09,-0.00016422479225645386,0.019835921617992556,30,3000,30,15,1.0,200
740.0,1.2326485367476326e-07,1.8017534284370481e-09,-0.003040869368185145,0.014533453060600275,30,3000,30,15,1.0,200
940.0,1.2439471995616982e-07,1.4631420902648301e-09,-0.0008532187811816348,0.011792731391759457,30,3000,30,15,1.0,200
1140.0,1.2789518589532916e-07,2.252131316584454e-09,-0.0015992454700254875,0.01766938986971176,30,3000,30,15,1.0,200
1340.0,1.317001525740857e-07,2.2506061205701368e-09,-0.0037404022383996905,0.017256706454009802,30,3000,30,15,1.0,200
1540.0,1.3725214666633458e-07,1.3050142469371553e-09,0.0010445093537219754,0.009412368627571435,30,3000,30,15,1.0,200
1740.0,1.5036406568426602e-07,2.528532597893991e-09,-0.0008313433499247189,0.017052612490670367,30,3000,30,15,1.0,200
1940.0,1.685711391139002e-07,2.2313090422867583e-09,-0.00035325474632437736,0.013215515674333293,30,3000,30,15,1.0,200
2140.0,1.934385403087037e-07,2.419781113004671e-09,-0.0017398243631114036,0.012571096187467636,30,3000,30,15,1.0,200
2340.0,2.548087519644745e-07,5.345791777774075e-09,-0.0021283541882981985,0.020670265679189375,30,3000,30,15,1.0,200
2540.0,3.3369731703211826e-07,5.673165560156804e-09,-0.0028067980641260496,0.017073358538568034,30,3000,30,15,1.0,200
2740.0,3.9668858685261775e-07,6.953109619092782e-09,-0.0016369624948516525,0.017553503385708213,30,3000,30,15,1.0,200
