L,input_kappa,cross_wksz_g,cross_wksz_g_err,cross_wksz,cross_wksz_err,cross_bias,cross_bias_err
60.0,1.9555188640834435e-07,1.668460911667745e-07,5.0330772968952464e-08,1.6668131272616527e-07,4.976259523461036e-08,-0.00018872048433103095,0.011536908223216407
100.0,1.4833548529744332e-07,1.3206231895594862e-07,3.351517009361705e-08,1.3184949390652737e-07,3.371849507966684e-08,-0.0019015287135850459,0.015403905399985486
140.0,1.2304174935362624e-07,1.1097042403001429e-07,1.6724775431666383e-08,1.1076370682006e-07,1.6698340576504386e-08,-0.0018080885253558678,0.009268345116919057
180.0,9.658808441324892e-08,9.145413208832043e-08,1.869118029351093e-08,9.14017467091912e-08,1.894627898789647e-08,-0.0013355747433769253,0.013173160411907834
220.0,8.264336541377801e-08,8.296687072627308e-08,1.377178929104863e-08,8.293484297165617e-08,1.3492145050396e-08,0.00023896583043450954,0.010613444567450997
260.0,6.622438313925293e-08,6.296023829911804e-08,1.3075221039948296e-08,6.290983831457986e-08,1.303994306590676e-08,-0.0007615015909618238,0.009766694069413853
300.0,5.7000134168963416e-08,5.3329450169521824e-08,9.32177871346648e-09,5.3509223712515236e-08,9.242842593538958e-09,0.004072704536189709,0.014923272191976287
340.0,5.0189169200891014e-08,5.0616267180206124e-08,1.1049101435124512e-08,5.073794705909405e-08,1.1171552086938107e-08,0.002092350375327705,0.011271440957959022
380.0,4.344765369768793e-08,4.043024275646962e-08,7.650032549115099e-09,4.0298214937008245e-08,7.581324919819512e-09,-0.00271624083137305,0.01671452844673511
420.0,3.766381450238171e-08,3.472764981273539e-08,7.136969956010665e-09,3.455163545159535e-08,7.212614612729534e-09,-0.005646446901085033,0.013472823872987415
460.0,3.277825945271731e-08,3.1210176994685516e-08,5.519699510389156e-09,3.121112274992435e-08,5.548615792184602e-09,-0.00011286698056517197,0.015950630293984698
500.0,2.936953876562764e-08,3.190958006452977e-08,6.1060602434308885e-09,3.193533896718988e-08,6.144939692909295e-09,0.0008691851506936188,0.013170644784741446
540.0,2.6154324026516295e-08,2.755429434881856e-08,7.682149296770417e-09,2.7541600136494685e-08,7.708598287249225e-09,-0.0006928558653361586,0.01309686308206374
580.0,2.3348074227280124e-08,2.256273946422661e-08,5.208167332642937e-09,2.262959313232972e-08,5.203876237840269e-09,0.003935726106715429,0.019371666306355093
620.0,2.138442819823326e-08,1.908750159909756e-08,3.474622523830793e-09,1.911852915099036e-08,3.5389101759206725e-09,0.0011815284131657337,0.01832913420838328
660.0,1.9561227527778697e-08,1.8928309744431054e-08,5.286454940129267e-09,1.892261663660091e-08,5.311115818996323e-09,-0.0038283654783040854,0.034060133316963004
700.0,1.789999757570735e-08,1.6949224253937497e-08,4.7769005307297904e-09,1.6925424521232948e-08,4.871297421464177e-09,-0.002953115304807336,0.013670307964478932
740.0,1.6302615176138037e-08,1.5899066168102622e-08,4.788355380733845e-09,1.5883801480827095e-08,4.811488753305865e-09,-0.0015153257302976154,0.01265759539016231
