Ls,reckap_x_reckap_t,reckap_x_reckap_t_err,bias,bias_err,ellmin,ellmax,cutout_width,declination,resolution,bin_width
140.0,2.9463206802652883e-07,7.844864449391818e-09,-0.014568868207237531,0.02712687553655372,30,4500,30,15,1.0,200
340.0,1.0420228624439106e-07,2.0463164772140305e-09,-0.015579670807850367,0.020154389853268007,30,4500,30,15,1.0,200
540.0,8.299277049667056e-08,1.532147712693005e-09,-0.009977512550049672,0.018812595901296122,30,4500,30,15,1.0,200
740.0,7.296396061614068e-08,1.5425105746594668e-09,-0.007967686561987227,0.021270412991876493,30,4500,30,15,1.0,200
940.0,6.594300499480954e-08,9.138896960332175e-10,-0.007462593929628704,0.013991201517290216,30,4500,30,15,1.0,200
1140.0,6.054083797766329e-08,1.1545299182480526e-09,-0.00408997938635453,0.019141066759769954,30,4500,30,15,1.0,200
1340.0,5.599477051822143e-08,7.208670380023671e-10,-0.005646896960595833,0.01283058151497126,30,4500,30,15,1.0,200
1540.0,5.220460673067781e-08,1.0600671791997856e-09,-0.004273926420271821,0.020252731586253937,30,4500,30,15,1.0,200
1740.0,4.864448524305526e-08,5.002486563694276e-10,-0.006555167187520258,0.0103608011136591,30,4500,30,15,1.0,200
1940.0,4.6324296557602934e-08,5.11908347156041e-10,-0.0015909890469189298,0.01107253759126177,30,4500,30,15,1.0,200
2140.0,4.4323155964774205e-08,4.5026450715364973e-10,-0.002225044361662569,0.010211321082697821,30,4500,30,15,1.0,200
2340.0,4.3247148119478726e-08,2.6943638839391484e-10,-0.0013510775262569714,0.006228469126971156,30,4500,30,15,1.0,200
2540.0,4.3041188531727416e-08,6.075082941807014e-10,-0.0009231524571980497,0.014069656941089177,30,4500,30,15,1.0,200
2740.0,4.36129693317166e-08,4.739518196969429e-10,-0.00033704302280026773,0.010898717057201185,30,4500,30,15,1.0,200
2940.0,4.5615422302313e-08,5.088490706568654e-10,0.0005700640457583883,0.011212305319156932,30,4500,30,15,1.0,200
3140.0,4.847981066966074e-08,6.288501075269563e-10,-0.001723000612049654,0.013010417848164953,30,4500,30,15,1.0,200
3340.0,5.308345882456737e-08,4.4446348428424687e-10,0.0007141987062391905,0.008404381651559484,30,4500,30,15,1.0,200
3540.0,5.938940547869834e-08,5.579938684825102e-10,-0.00037037777218371955,0.009353654086246707,30,4500,30,15,1.0,200
3740.0,6.815541893851526e-08,7.583118736452355e-10,0.0010282391625307734,0.011060354978273576,30,4500,30,15,1.0,200
3940.0,7.884864690581871e-08,1.1052847936163565e-09,4.362452484483649e-05,0.014053480535302918,30,4500,30,15,1.0,200
4140.0,8.870214345591331e-08,1.0440466906891133e-09,0.00010394598842697073,0.011734646968412225,30,4500,30,15,1.0,200
4340.0,9.871173451196705e-08,9.82337851066464e-10,-0.0001035512120563913,0.009962456534150925,30,4500,30,15,1.0,200
