Ls,reckap_x_reckap_t,reckap_x_reckap_t_err,bias,bias_err,ellmin,ellmax,cutout_width,declination,resolution,bin_width
140.0,7.563318569087225e-07,2.7581225217034103e-08,-0.000445201634685309,0.03689882297307112,30,4000,30,15,1.0,200
340.0,7.033418101063869e-07,2.8830412049752912e-08,-0.0028109962475142847,0.04071857857867026,30,4000,30,15,1.0,200
540.0,7.578651705454678e-07,2.649373512443413e-08,-0.0013807416088466855,0.034586013598183724,30,4000,30,15,1.0,200
740.0,8.29982204113916e-07,2.17828265577899e-08,-0.00039557234443280087,0.025963326155737303,30,4000,30,15,1.0,200
940.0,9.31818834201978e-07,1.967741141461996e-08,3.622680384953456e-06,0.02083476990609126,30,4000,30,15,1.0,200
1140.0,1.0791669209082383e-06,1.4339552058676448e-08,-0.00015048375701155213,0.013334463073986771,30,4000,30,15,1.0,200
1340.0,1.2876263852182142e-06,1.3873797997362947e-08,-0.00014262089839523108,0.010876114864011372,30,4000,30,15,1.0,200
1540.0,1.5497398844777912e-06,1.9378888589604992e-08,-0.0004734167064660819,0.012462848939318125,30,4000,30,15,1.0,200
1740.0,1.8600866503271568e-06,2.5711244054395436e-08,-0.0003203909317412532,0.013800821461731167,30,4000,30,15,1.0,200
1940.0,2.180558966483638e-06,2.9423541496322518e-08,-0.00034189942363775584,0.01350054610902908,30,4000,30,15,1.0,200
2140.0,2.5423268173365524e-06,4.043074860355335e-08,-0.000911144635815373,0.016091196783624858,30,4000,30,15,1.0,200
2340.0,2.952355337553598e-06,4.3413184092780064e-08,-0.0005601286526479578,0.014866627267895408,30,4000,30,15,1.0,200
2540.0,3.5301750101526627e-06,5.3205807561224015e-08,-0.0003861435198388847,0.015038026236256379,30,4000,30,15,1.0,200
2740.0,4.3439107026993e-06,5.709814648230128e-08,-0.00021416170993121485,0.013135846465075549,30,4000,30,15,1.0,200
2940.0,5.648387213893463e-06,6.541238154623233e-08,-0.0005572941860442147,0.011547681698513647,30,4000,30,15,1.0,200
3140.0,7.676498709244757e-06,7.206281671947219e-08,-3.2574411297862654e-05,0.009401112002852631,30,4000,30,15,1.0,200
3340.0,1.0853546999244124e-05,1.6810501679937298e-07,-4.125590735892023e-05,0.015591457973625355,30,4000,30,15,1.0,200
3540.0,1.6147533684188225e-05,1.874763607748572e-07,6.0940607198798324e-05,0.011680987287787907,30,4000,30,15,1.0,200
3740.0,2.5287165847813053e-05,3.047031436578043e-07,-0.00032626579963790413,0.01213365412523065,30,4000,30,15,1.0,200
