Ls,reckap_x_reckap_t,reckap_x_reckap_t_err,bias,bias_err,ellmin,ellmax,cutout_width,declination,resolution,bin_width
140.0,2.2858705198142336e-07,6.761898065067503e-09,0.0018015244558378044,0.0290886364208714,30,4000,30,15,1.0,200
340.0,8.576389819570274e-08,2.424681712451209e-09,-0.0012984737053334558,0.028273536769720515,30,4000,30,15,1.0,200
540.0,6.535570962836051e-08,1.3466184439567737e-09,-1.5660159389271264e-06,0.02064755373043345,30,4000,30,15,1.0,200
740.0,5.593717914249212e-08,1.1425175474282408e-09,-0.0031262668932609187,0.020527172082047268,30,4000,30,15,1.0,200
940.0,5.0302635929228095e-08,9.29052203425946e-10,-0.004118589257360286,0.018406863153229782,30,4000,30,15,1.0,200
1140.0,4.56950317577653e-08,9.452831290843946e-10,-0.0008137639476969758,0.02080525889950573,30,4000,30,15,1.0,200
1340.0,4.2138382763166236e-08,6.629403115639457e-10,0.00153304602232941,0.01550007642025397,30,4000,30,15,1.0,200
1540.0,3.8691607134386076e-08,5.671576563462074e-10,-0.0008904157741037294,0.01445261782479995,30,4000,30,15,1.0,200
1740.0,3.605198870429852e-08,4.804657988799843e-10,-0.0007495463047892901,0.013402403547905214,30,4000,30,15,1.0,200
1940.0,3.389997684769745e-08,3.5905922705079995e-10,-0.0016317200959565248,0.010523689962978297,30,4000,30,15,1.0,200
2140.0,3.20875634494226e-08,2.9163237230795154e-10,0.00017976877064257218,0.009154306009770817,30,4000,30,15,1.0,200
2340.0,3.096011388333916e-08,3.274700530714456e-10,-0.0006174465096726728,0.010666096230780703,30,4000,30,15,1.0,200
2540.0,3.063862110231386e-08,4.387637306672942e-10,0.0017204307338432236,0.01424961425875434,30,4000,30,15,1.0,200
2740.0,3.14864176187524e-08,4.951183543125328e-10,-0.0021153299032334607,0.01595070179844603,30,4000,30,15,1.0,200
2940.0,3.336807268807054e-08,3.7062032987944456e-10,-0.0014620908501507442,0.011046098163879019,30,4000,30,15,1.0,200
3140.0,3.7323917120405086e-08,5.694259454936762e-10,-2.464927949407892e-05,0.014926664734501098,30,4000,30,15,1.0,200
3340.0,4.639462976065737e-08,4.5488042692197133e-10,-0.0007728664510275661,0.009699045510991006,30,4000,30,15,1.0,200
3540.0,5.727693195569648e-08,8.810714653185975e-10,-0.002916721350266061,0.015540282181392723,30,4000,30,15,1.0,200
3740.0,6.60534820804978e-08,1.0035505176404995e-09,0.0015460517828517542,0.015275131897092491,30,4000,30,15,1.0,200
