Ls,reckap_x_reckap_t,reckap_x_reckap_t_err,bias,bias_err,ellmin,ellmax,cutout_width,declination,resolution,bin_width
140.0,2.765925759721416e-07,7.765737012914568e-09,-0.006867408481038245,0.02836505497565312,30,4000,30,15,1.0,200
340.0,1.035927580390777e-07,2.274092010582861e-09,-0.005528476668419227,0.022055693019546414,30,4000,30,15,1.0,200
540.0,8.286390678200736e-08,1.6102910371752631e-09,-0.009291778204031521,0.019694287426860965,30,4000,30,15,1.0,200
740.0,7.374551570906444e-08,1.579924607755811e-09,-0.003913993686674714,0.02162074825500673,30,4000,30,15,1.0,200
940.0,6.741129013957855e-08,1.1339103341070803e-09,-7.872176367508287e-05,0.016645061041726368,30,4000,30,15,1.0,200
1140.0,6.326477887861736e-08,1.1325419963453966e-09,-0.0030123053883447733,0.01831483202778393,30,4000,30,15,1.0,200
1340.0,5.939886326233883e-08,9.006119912294753e-10,-0.003442152303901795,0.015368662840842465,30,4000,30,15,1.0,200
1540.0,5.6709044548719996e-08,9.040176755160838e-10,-0.0014790579589689004,0.015980118401090624,30,4000,30,15,1.0,200
1740.0,5.414604962470242e-08,5.272599226249072e-10,-0.003172555579411472,0.00983568919259643,30,4000,30,15,1.0,200
1940.0,5.266290729821093e-08,6.762354536278641e-10,-0.0005489521247803693,0.01292763649386797,30,4000,30,15,1.0,200
2140.0,5.2351935751147375e-08,6.029713561288511e-10,-0.004780071317942591,0.011573626650911908,30,4000,30,15,1.0,200
2340.0,5.224342115070137e-08,7.814939035857739e-10,-0.0020554174149771207,0.015047824085672665,30,4000,30,15,1.0,200
2540.0,5.4008323091727094e-08,7.624697248586416e-10,-0.0026994791618606385,0.014224842265846298,30,4000,30,15,1.0,200
2740.0,5.8200102310007293e-08,1.0338695810872731e-09,-0.0032696517318473502,0.017484136219031037,30,4000,30,15,1.0,200
2940.0,6.46229748716376e-08,1.1474313736774861e-09,-0.003176288855744752,0.017344037349246822,30,4000,30,15,1.0,200
3140.0,7.430164322193136e-08,1.3717430695966346e-09,-0.0022455718285421867,0.0186517760087774,30,4000,30,15,1.0,200
3340.0,9.13943290088248e-08,1.8970022425130847e-09,-0.0024414741179776852,0.020325542036753377,30,4000,30,15,1.0,200
3540.0,1.0874854432581585e-07,2.013593127684027e-09,-0.002166223185708788,0.01859362360776825,30,4000,30,15,1.0,200
3740.0,1.2003176187238528e-07,2.1039376145205677e-09,-0.000779561376138654,0.01735508524117839,30,4000,30,15,1.0,200
