L,auto_wksz_g,auto_wksz_g_err,auto_wksz,auto_wksz_err,auto_bias,auto_bias_err
60.0,0.0007770219770949075,0.0011473244956275552,0.0007768946037018424,0.0011469190617500993,0.000924136803161454,0.007689292369707395
100.0,0.0003142597095822149,0.0004984091155551868,0.0003141565649568158,0.0004981700999954569,2.6440123871057154e-05,0.00654972685001635
140.0,0.0001804456501982443,0.0002829909508655024,0.000180466092096046,0.0002829296013199064,-0.0004824081426969521,0.006120157180575581
180.0,0.00013026078143092145,0.0002034892948078562,0.00013029852849739425,0.00020354052452053228,0.0012281280890594436,0.008467957904237914
220.0,0.00011466358578773342,0.0001745388253049373,0.00011467804646740003,0.0001745312581375684,-0.00024169553794178665,0.006724912953746745
260.0,0.00010858125529808468,0.00016849592574726146,0.00010871600383745517,0.00016870515869884818,-0.0002892576614869448,0.0059097756269773614
300.0,8.345993924789143e-05,0.0001286177072946752,8.356324632389485e-05,0.00012871314226671853,0.0009317066428230661,0.00597224604722476
340.0,7.325194403208931e-05,0.00011110597853558675,7.327966202196874e-05,0.0001111360558120151,-7.137338048093662e-05,0.007176785213601719
380.0,6.950204415201965e-05,0.00010403595979005185,6.951564113940083e-05,0.00010407611672448333,0.0007111959161388314,0.0049730037793065405
420.0,5.355379319650516e-05,7.906947039529235e-05,5.360092977464684e-05,7.917620489251454e-05,-0.0005594627750095476,0.005628204684842677
460.0,4.497600120138245e-05,6.469763855386421e-05,4.4993387019531394e-05,6.472649691340703e-05,-8.719021316594943e-05,0.006030372162846114
500.0,3.953494328573116e-05,5.706166276972712e-05,3.9562602547109265e-05,5.709474900635136e-05,-6.954253693746644e-06,0.004978382799085291
540.0,3.697365543855755e-05,5.390276979349521e-05,3.702854465947721e-05,5.3983695536706214e-05,0.0010554818119583773,0.005131041406314634
580.0,3.0522408513424873e-05,4.514959081785945e-05,3.055439342249934e-05,4.519829272371896e-05,-0.0004762064792902792,0.005300202461101876
620.0,2.9985201983720865e-05,4.5562204305000355e-05,2.9987957557914213e-05,4.5579053290585186e-05,-0.0002923853247444238,0.00455591666939965
