Ls,reckap_x_reckap_t,reckap_x_reckap_t_err,bias,bias_err,ellmin,ellmax,cutout_width,declination,resolution,bin_width
140.0,7.666252494803689e-07,2.67533249762072e-08,-0.0008822360726386761,0.03364390825514236,30,4500,30,15,1.0,200
340.0,7.108714829043765e-07,2.3773263207903593e-08,-0.003674712643674313,0.0329083611077941,30,4500,30,15,1.0,200
540.0,7.579456173035547e-07,2.1547731989380248e-08,-0.0007672733891173457,0.028350617875432332,30,4500,30,15,1.0,200
740.0,8.374069827333381e-07,2.2639984994452012e-08,-0.0014052114088512777,0.026587788175131924,30,4500,30,15,1.0,200
940.0,9.357791837896172e-07,2.2616437513670673e-08,-0.0011242184541580078,0.024669243860113103,30,4500,30,15,1.0,200
1140.0,1.0814793980976328e-06,1.824358839450739e-08,-1.5598379464761302e-05,0.016874869268098416,30,4500,30,15,1.0,200
1340.0,1.2861451941303464e-06,1.818030628800845e-08,-0.0002627960020042469,0.01412350305623289,30,4500,30,15,1.0,200
1540.0,1.554462038895142e-06,2.9884100912135314e-08,-0.0009138066018667647,0.01926908225503411,30,4500,30,15,1.0,200
1740.0,1.8604292797846244e-06,2.726730244898069e-08,-0.00044533162255613743,0.014431715703937418,30,4500,30,15,1.0,200
1940.0,2.1811403671411726e-06,3.5955208881152725e-08,-0.0006888646705994059,0.016356505294228257,30,4500,30,15,1.0,200
2140.0,2.5396605793340802e-06,3.810277788381634e-08,-0.0008037112292404136,0.014816434090847336,30,4500,30,15,1.0,200
2340.0,2.955552139188106e-06,4.6314697426234345e-08,-0.00014949149057419246,0.015594752351196525,30,4500,30,15,1.0,200
2540.0,3.535702182315918e-06,4.461762552270203e-08,-0.0005469004704093337,0.012467005759205807,30,4500,30,15,1.0,200
2740.0,4.347248859228042e-06,6.874309610794213e-08,-0.00018819247770017594,0.01590987045438066,30,4500,30,15,1.0,200
2940.0,5.64015490027309e-06,7.938569020433404e-08,-0.000318424856294286,0.013935221458500239,30,4500,30,15,1.0,200
3140.0,7.634897724590786e-06,7.097328403456541e-08,-0.00013786872532963024,0.009202878701889117,30,4500,30,15,1.0,200
3340.0,1.0851331199385139e-05,1.0949722230742549e-07,-0.00040492817877966196,0.010117497419017756,30,4500,30,15,1.0,200
3540.0,1.6112519980429727e-05,1.682999905748133e-07,5.608434380603624e-05,0.010523904752975115,30,4500,30,15,1.0,200
3740.0,2.5062206542875266e-05,3.647415530202919e-07,-0.00021689814046964642,0.014776373629778558,30,4500,30,15,1.0,200
3940.0,4.074703660837527e-05,3.847800460497057e-07,-0.00036865416756629715,0.009391279162914738,30,4500,30,15,1.0,200
4140.0,6.840961468818295e-05,7.094123220624958e-07,-0.00026854783430666624,0.010432650753639083,30,4500,30,15,1.0,200
4340.0,0.00011821444827745613,1.115804324286986e-06,-0.00012579433254883407,0.009453317177169825,30,4500,30,15,1.0,200
