Ls,reckap_x_reckap_t,reckap_x_reckap_t_err,bias,bias_err,ellmin,ellmax,cutout_width,declination,resolution,bin_width
140.0,2.449417785616623e-07,9.531724721414593e-09,-0.012949430019898548,0.04060434155239744,30,3000,30,15,1.0,200
340.0,1.322769122301585e-07,3.4365083065061e-09,-0.011042441241133169,0.026391978260941234,30,3000,30,15,1.0,200
540.0,1.1807219248043745e-07,3.1193183368242915e-09,-0.00827487270880592,0.026260408895691437,30,3000,30,15,1.0,200
740.0,1.156664627105677e-07,2.0276794006129e-09,-0.0068363953277526665,0.017517243343477606,30,3000,30,15,1.0,200
940.0,1.1481077744710058e-07,2.4090754424736767e-09,-0.0061170070404485515,0.0210834031444952,30,3000,30,15,1.0,200
1140.0,1.1643065199291449e-07,2.1766396854795e-09,-0.0019067028226450536,0.01891527929087994,30,3000,30,15,1.0,200
1340.0,1.1969295885232165e-07,2.0097258189840864e-09,-0.0006825325171816117,0.016789047015233594,30,3000,30,15,1.0,200
1540.0,1.2369860243527545e-07,2.35911858138198e-09,-0.0026120857788994862,0.018857358495482455,30,3000,30,15,1.0,200
1740.0,1.3335603428617642e-07,1.7568614580080142e-09,-0.001806981508826814,0.01314220463080095,30,3000,30,15,1.0,200
1940.0,1.4836928763950832e-07,2.9869302392174813e-09,-0.0011025587757361305,0.019919212932446792,30,3000,30,15,1.0,200
2140.0,1.6630120523049146e-07,2.694418515580214e-09,-0.0032333698100862657,0.01622539653535958,30,3000,30,15,1.0,200
2340.0,2.187628725240486e-07,3.0889257704219105e-09,-0.0016902454856709999,0.013982194931849025,30,3000,30,15,1.0,200
2540.0,2.8554970755582536e-07,6.106188013696266e-09,-0.002945452742797486,0.021601558663362316,30,3000,30,15,1.0,200
2740.0,3.441078062179009e-07,6.47114500463804e-09,-0.0016315745869368511,0.01892150840845472,30,3000,30,15,1.0,200
