L,auto_wksz_g,auto_wksz_g_err,auto_wksz,auto_wksz_err,auto_bias,auto_bias_err
60.0,3.900662320912355e-06,4.64124970416299e-06,3.928883934426508e-06,4.668558911325405e-06,0.007135250302157438,0.025302601415832935
100.0,1.902931855186539e-06,2.140204772968566e-06,1.9041291419441612e-06,2.152865048009442e-06,2.429414120018998e-05,0.035090310398408195
140.0,1.1491164449467212e-06,1.3311852301043293e-06,1.1504150819175874e-06,1.3317726119655495e-06,0.0011969914766728719,0.03394702918010701
180.0,5.94020001282092e-07,6.166337067279887e-07,5.852645307666122e-07,6.029419159767338e-07,-0.0066161313822579405,0.043828652991567796
220.0,4.019520712672598e-07,3.622029006714495e-07,3.9697942480268905e-07,3.501405190816847e-07,-0.0032714927227510283,0.04950820582999862
260.0,2.8494438157071266e-07,1.989749942464129e-07,2.8445405088396735e-07,1.9696910912089523e-07,0.0008345203251574664,0.038151331476790375
300.0,3.669924685640439e-07,3.3175611090955115e-07,3.6222506016973207e-07,3.2177546744377065e-07,-0.0009246441152694822,0.04163925275716219
340.0,3.52841745518241e-07,2.942396711445548e-07,3.515747823371283e-07,2.89946447813328e-07,0.0010966481514343954,0.03706676065733543
380.0,3.181243509996456e-07,2.520299437535516e-07,3.1517966535253225e-07,2.463562411463024e-07,-0.0016021565718755011,0.03732816039759506
420.0,3.053300044479896e-07,2.4093283050061905e-07,3.06537041445789e-07,2.428742442848197e-07,0.0006149681543477831,0.029047012246910493
460.0,2.876846686612919e-07,2.301406114016762e-07,2.879557696727154e-07,2.2919712320719607e-07,0.002903879407301312,0.03278755263650155
500.0,2.9824210586719245e-07,2.3685951089735048e-07,2.9552388735444026e-07,2.335259222460105e-07,-0.004649841412718523,0.025858593095265222
540.0,2.7105498458496557e-07,2.0253735360303912e-07,2.7222487068534084e-07,2.0444256989015748e-07,0.003325425851618664,0.031423888023549854
580.0,2.78287532319742e-07,2.1529962390566495e-07,2.766952876121972e-07,2.127666750363841e-07,-0.002544964169643715,0.025724423866569996
620.0,2.808723418837468e-07,2.1625607339039283e-07,2.82882819389484e-07,2.1841772868975117e-07,0.003344221801585447,0.02683662913867982
660.0,2.6783220633821204e-07,1.9063786783630518e-07,2.6806334253755986e-07,1.901683229990036e-07,0.001566893247250271,0.02040401583041141
700.0,2.8168541115883446e-07,2.1413956261440984e-07,2.8092712535357984e-07,2.1263043280046085e-07,-0.001173524817446783,0.023165878836553303
740.0,2.6508864612392564e-07,1.9379936845824343e-07,2.6397017562272756e-07,1.9144696394203635e-07,-0.0011991390497072829,0.027345849660849193
780.0,2.5013217021972126e-07,1.7394828359992078e-07,2.5141265273585594e-07,1.7633543145278278e-07,0.0037518293065154622,0.022681787847782655
820.0,2.3277785678057048e-07,1.5462341362513002e-07,2.338197627528652e-07,1.5546162105435497e-07,0.0025817602743369197,0.025250223211780085
860.0,2.4365511895508695e-07,1.6830261010938015e-07,2.447273544148655e-07,1.7013752714702347e-07,0.002372990682490134,0.021579701521060746
900.0,2.573630608842252e-07,1.911315399601359e-07,2.5782268649527564e-07,1.9158501644327848e-07,0.0012155904009123544,0.018642282431447593
940.0,2.53147072283793e-07,1.7853856089457577e-07,2.5592521758267947e-07,1.8214296917296538e-07,0.007625935400434105,0.025134880773817748
980.0,2.570352704765249e-07,1.8046596377580507e-07,2.588517089504444e-07,1.8292677566058348e-07,0.004139259014431794,0.02129461209561362
1020.0,2.2820961244426603e-07,1.4303481357065538e-07,2.2924288265013392e-07,1.4365929999752273e-07,0.005011405272092207,0.0185188047378216
1060.0,2.3462575756143696e-07,1.4802175449517849e-07,2.3576899847263678e-07,1.5050417128737225e-07,0.0017857569122304792,0.02135976718214054
1100.0,2.400908822750212e-07,1.5765231180760685e-07,2.402973104040974e-07,1.5789085206522174e-07,0.0010599028052454015,0.016862231975999557
1140.0,2.3932100671879994e-07,1.6206543682188135e-07,2.4077259972505767e-07,1.6209227011408175e-07,0.005945320474718529,0.022237975636565648
1180.0,2.3359127765434416e-07,1.4880295744113319e-07,2.335406299746515e-07,1.4791797374177399e-07,0.0015405369133917554,0.01574672991397593
1220.0,2.3339361897425057e-07,1.4650151686723623e-07,2.3335946885240885e-07,1.4632796868146678e-07,4.689318609703797e-05,0.018093014738465803
1260.0,2.3187779202684956e-07,1.438330357921373e-07,2.324202626089761e-07,1.4423680681637163e-07,0.0020375832489557487,0.016834900424147196
1300.0,2.3407054275564806e-07,1.441797624229401e-07,2.3592333153021613e-07,1.4655297780849665e-07,0.0053321252214257875,0.016651425358926324
1340.0,2.2635355296089816e-07,1.314489252959593e-07,2.2742026994067702e-07,1.322498512159951e-07,0.004203952299544008,0.02063191966203487
1380.0,2.2899905301001072e-07,1.3588357031086988e-07,2.2908010583033723e-07,1.362054197248957e-07,0.00037217517672970876,0.0170340729176208
1420.0,2.2274077432456725e-07,1.2862009645252463e-07,2.2293528122835444e-07,1.2929660585932336e-07,0.00018603375980375965,0.019338757684068786
1460.0,2.2110737194658755e-07,1.2878051257713762e-07,2.2149585309570735e-07,1.2961484273489912e-07,0.0008290501664013246,0.01607803746677871
1500.0,2.167613323870969e-07,1.219963606514239e-07,2.1693999917117644e-07,1.225135914555668e-07,0.00011332500507438947,0.016276957616322533
1540.0,2.2350447630956213e-07,1.293312606139096e-07,2.250070676475583e-07,1.315725915869097e-07,0.003926785003187465,0.01812905388374263
1580.0,2.266012930776583e-07,1.2508762278984112e-07,2.2746721759304358e-07,1.2607650811198116e-07,0.0027465297890587135,0.015900357341717065
1620.0,2.2299612999283793e-07,1.1631178402374097e-07,2.24144978589948e-07,1.1753439339918837e-07,0.003689860863366353,0.015045267162439943
1660.0,2.3675777267581794e-07,1.3473419661416082e-07,2.3701515668954876e-07,1.3475448984954987e-07,0.0015972325992374245,0.013852043695497458
1700.0,2.3048893228217144e-07,1.2145136872221796e-07,2.3106430188813198e-07,1.214920747893285e-07,0.0027653651941742597,0.018219058088551062
1740.0,2.2864067738567727e-07,1.173625846610881e-07,2.2802619494252744e-07,1.1610179675767848e-07,-0.0008472283921599224,0.01524079725844182
1780.0,2.270523747374436e-07,1.1359875935950867e-07,2.2680156539130538e-07,1.130623807768669e-07,-0.00017108792031564094,0.01378921563706645
1820.0,2.255745783907129e-07,1.0951470850653253e-07,2.263458927721426e-07,1.1025404375336286e-07,0.002898120268602244,0.014457174664635237
1860.0,2.2470233817378552e-07,1.0407816527444763e-07,2.2548541800930997e-07,1.05081348274508e-07,0.0028678467839398803,0.01582457874832544
1900.0,2.2689409315990467e-07,9.966857411206814e-08,2.2754681950708244e-07,1.0020351298832596e-07,0.002756552893868434,0.015318942999806302
1940.0,2.438298913334971e-07,1.1530855021492462e-07,2.4413060329507226e-07,1.1581920628401988e-07,0.0008834144871651976,0.011910914682191806
1980.0,2.4089306559430736e-07,1.082422833678037e-07,2.412894846994983e-07,1.0884933214876566e-07,0.001604753722986743,0.015281495414085482
2020.0,2.3549778006089048e-07,9.959636765639874e-08,2.3542306161512074e-07,9.914158634331202e-08,0.00045014981655969947,0.015336521782326603
2060.0,2.329120302471767e-07,9.475735151803059e-08,2.3299755425139014e-07,9.483180877363052e-08,0.0002960475239471248,0.013886833710245409
2100.0,2.3210364309538157e-07,8.929359205691914e-08,2.3241645289442638e-07,8.978899373227421e-08,0.0010984856031298884,0.013455358888649153
2140.0,2.3609949069953199e-07,8.609597573369445e-08,2.3571330686988914e-07,8.600149330096395e-08,-0.001445359799847661,0.014767454536906295
2180.0,2.4338418178772965e-07,8.610644022638412e-08,2.433993345487603e-07,8.649689399766933e-08,-0.00016277763146666467,0.014111524833862797
2220.0,2.64199455968292e-07,9.778225356433222e-08,2.6389719462619247e-07,9.843471987779263e-08,-0.001762561713001588,0.01530665961735635
2260.0,2.789090193270395e-07,9.796270361872468e-08,2.7970414238010316e-07,9.911754052377049e-08,0.0019436517947715058,0.01631436624641253
2300.0,2.998556057838789e-07,1.0968690402921998e-07,3.0066864346510754e-07,1.101369526071553e-07,0.002518174245824543,0.015531191177812003
2340.0,3.181417681527503e-07,1.2435104976970526e-07,3.1843009555198024e-07,1.2583227997519043e-07,-0.00011107591385151738,0.017191632006044406
2380.0,3.296592011485812e-07,1.203794199783185e-07,3.29383945547967e-07,1.1998378056379081e-07,-0.0006316082789708542,0.013421555520512106
2420.0,3.431063615119313e-07,1.2189163409037406e-07,3.431796510019345e-07,1.2139521031693647e-07,0.0005889739977070346,0.014366538452668068
2460.0,3.7040631916611235e-07,1.3717989838080139e-07,3.716062606379433e-07,1.3794257621884947e-07,0.0029289280084603773,0.013435913128410401
