Ls,reckap_x_reckap_t,reckap_x_reckap_t_err,bias,bias_err,ellmin,ellmax,cutout_width,declination,resolution,bin_width
140.0,7.548746961675117e-07,2.8619896859435625e-08,-0.0017686713878810937,0.03789036321786525,30,3000,30,15,1.0,200
340.0,7.118706823826814e-07,2.2560236153582287e-08,-0.002229540038915898,0.030947671006647453,30,3000,30,15,1.0,200
540.0,7.664679193334962e-07,2.4576330718454084e-08,-0.0006120493952054668,0.031561556792770874,30,3000,30,15,1.0,200
740.0,8.350553290340518e-07,1.3660042782943526e-08,-0.00013288296855676384,0.016319797315217724,30,3000,30,15,1.0,200
940.0,9.402425876968182e-07,1.9702803168612368e-08,0.00023543972181253167,0.02053361173892326,30,3000,30,15,1.0,200
1140.0,1.0986812531163574e-06,1.6296101553387e-08,0.0003278110887364441,0.01490426040018932,30,3000,30,15,1.0,200
1340.0,1.2983135309827804e-06,1.698886184837445e-08,8.427983402127873e-05,0.012985350879749698,30,3000,30,15,1.0,200
1540.0,1.5829813234967266e-06,3.293198557988175e-08,-0.000904765840201738,0.02096951024963763,30,3000,30,15,1.0,200
1740.0,1.894361447802127e-06,2.611930874022116e-08,-0.00020921054806690765,0.013848896448276977,30,3000,30,15,1.0,200
1940.0,2.2683435884098056e-06,4.239454578956347e-08,0.00025272366888325185,0.01840611710628487,30,3000,30,15,1.0,200
2140.0,2.639794488586241e-06,4.2815202988544004e-08,-0.00021768424088064594,0.01623348023698285,30,3000,30,15,1.0,200
2340.0,3.108875102702136e-06,4.1014036236837934e-08,0.00019784080970688587,0.01313434591421699,30,3000,30,15,1.0,200
2540.0,3.7497022875872554e-06,3.881740832081588e-08,-9.778912640001115e-06,0.010354589568991495,30,3000,30,15,1.0,200
2740.0,4.620480719050667e-06,4.241338728726311e-08,0.00016040749093879106,0.0091514049154079,30,3000,30,15,1.0,200
