Ls,reckap_x_reckap_t,reckap_x_reckap_t_err,bias,bias_err,ellmin,ellmax,cutout_width,declination,resolution,bin_width
140.0,7.742801029013369e-07,2.8322870597189118e-08,-0.00235996344774668,0.0360935936498898,30,3000,30,15,1.0,200
340.0,7.468704345471547e-07,2.1812979710688838e-08,-0.0009491013218118257,0.02885134318709581,30,3000,30,15,1.0,200
540.0,7.784588854078757e-07,2.594021303106909e-08,-0.0012223661783121065,0.03357988687592633,30,3000,30,15,1.0,200
740.0,8.557239411687624e-07,1.4835500729274543e-08,0.0008271505032006769,0.017325332547637896,30,3000,30,15,1.0,200
940.0,9.711477373535358e-07,1.783844451414494e-08,-0.00014915407592573245,0.018348501186040263,30,3000,30,15,1.0,200
1140.0,1.1330275628418385e-06,1.679100999997931e-08,-0.0014607567813175503,0.01489659324798538,30,3000,30,15,1.0,200
1340.0,1.3495601596193416e-06,2.729600504869583e-08,-0.0003953196407917277,0.02001316496527499,30,3000,30,15,1.0,200
1540.0,1.6460565522983495e-06,2.1977897246393705e-08,0.0004888290670175655,0.013193342992467544,30,3000,30,15,1.0,200
1740.0,1.992374595339404e-06,3.676811972227942e-08,-2.096366231942413e-05,0.01819042462535731,30,3000,30,15,1.0,200
1940.0,2.384029017472251e-06,4.4924642826171444e-08,-0.0005275349928907633,0.018896823114496527,30,3000,30,15,1.0,200
2140.0,2.7641373564404774e-06,4.6325642225132714e-08,0.00017677393645849871,0.01667383891763804,30,3000,30,15,1.0,200
2340.0,3.2357117829332346e-06,5.04933557808176e-08,0.0001393091494264123,0.015511844263846348,30,3000,30,15,1.0,200
2540.0,3.85101424531374e-06,4.585824091770475e-08,0.00034797140788735804,0.011933336844661134,30,3000,30,15,1.0,200
2740.0,4.775641745729411e-06,6.535448735889474e-08,-0.0005332774201107147,0.013476847057653802,30,3000,30,15,1.0,200
