Ls,reckap_x_reckap_t,reckap_x_reckap_t_err,bias,bias_err,ellmin,ellmax,cutout_width,declination,resolution,bin_width
140.0,2.2989967188593334e-07,7.4049099998832495e-09,-0.0201994403621983,0.03265326299484793,30,4500,30,15,1.0,200
340.0,7.489895569797473e-08,1.970263536802114e-09,-0.024876872450972882,0.02692743117034864,30,4500,30,15,1.0,200
540.0,5.671641364052553e-08,1.364958065971141e-09,-0.01573855682935842,0.024321033572434255,30,4500,30,15,1.0,200
740.0,4.798127096721627e-08,1.256471147768511e-09,-0.011731005726329014,0.02635886465892088,30,4500,30,15,1.0,200
940.0,4.173118789190233e-08,9.14497214077969e-10,-0.0022383517674746645,0.021661972445500922,30,4500,30,15,1.0,200
1140.0,3.7939677725103826e-08,7.575043145406454e-10,-0.004418236606919984,0.020042913112831035,30,4500,30,15,1.0,200
1340.0,3.389963286948111e-08,5.543166323828084e-10,-0.004131827968747398,0.016513697442425177,30,4500,30,15,1.0,200
1540.0,3.1081588398458414e-08,6.843687842099183e-10,-0.00119486852750615,0.02167423468234814,30,4500,30,15,1.0,200
1740.0,2.807034936230461e-08,2.7859963725439414e-10,-0.003005674311356676,0.009927188509449276,30,4500,30,15,1.0,200
1940.0,2.573561568423178e-08,2.4693617172160607e-10,-0.005995141021703076,0.009636526201981124,30,4500,30,15,1.0,200
2140.0,2.384871091770711e-08,2.97978218228423e-10,-0.004435369664706965,0.012634029859080204,30,4500,30,15,1.0,200
2340.0,2.223192453634203e-08,2.3910706739139727e-10,-0.006782751179906302,0.010719694743566549,30,4500,30,15,1.0,200
2540.0,2.108604861490817e-08,2.2281587115109998e-10,-0.007606969373394115,0.010682446249199496,30,4500,30,15,1.0,200
2740.0,2.0520043734672162e-08,2.34840817560695e-10,-0.003186285518074207,0.011579318764536009,30,4500,30,15,1.0,200
2940.0,2.0293050352015224e-08,2.981257516121097e-10,-0.003933076441051579,0.014425849132137035,30,4500,30,15,1.0,200
3140.0,2.1200185378829213e-08,2.863452060517328e-10,-0.0015014310905378094,0.013538327654287606,30,4500,30,15,1.0,200
3340.0,2.2614799698463418e-08,4.586684224339738e-10,-0.0018742382624850815,0.019780353331743994,30,4500,30,15,1.0,200
3540.0,2.503569055494805e-08,5.598158220218796e-10,-0.0024033206487972607,0.021922241620667256,30,4500,30,15,1.0,200
3740.0,2.9503841467363868e-08,5.309555355451102e-10,-0.003916122757135207,0.01784857566779534,30,4500,30,15,1.0,200
3940.0,3.530339513432481e-08,8.537154332189033e-10,0.00330972855368297,0.023552517014882472,30,4500,30,15,1.0,200
4140.0,3.9869212348779705e-08,7.5095776422245e-10,0.00026207183744555534,0.018735304676961384,30,4500,30,15,1.0,200
4340.0,4.300683578377086e-08,8.153969735415643e-10,-0.0008666256024140607,0.01883168988945737,30,4500,30,15,1.0,200
