Ls,reckap_x_reckap,reckap_x_reckap_err,bias,bias_err,norm,noise,inkap_x_inkap,inkap_x_inkap_err,inkap_x_reckap,inkap_x_reckap_err
140.0,2.4455373281502917e-07,2.1187344717522328e-08,0.005860241204054603,0.18659946300215063,6.330526345520603e-12,2.592630589768995e-08,1.1325669470616186e-07,6.059537614246089e-09,9.889417902614346e-08,6.141105997207087e-09
340.0,9.09090569055511e-08,6.7480456193590645e-09,0.010770127973291257,0.1366050522760183,9.91596836114637e-13,2.8012957104093047e-08,4.9132460438132464e-08,1.3547677431434101e-09,4.495441839222991e-08,2.0100979812603135e-09
540.0,6.841450712426849e-08,4.3804798254091e-09,0.005633312595106077,0.1660781708781195,3.9631329408122145e-13,2.8617754784937703e-08,2.6204792135125368e-08,6.808093821225188e-10,2.396666151468102e-08,9.86643036033274e-10
740.0,5.833386913209331e-08,3.777878004909233e-09,-0.009077654245680945,0.2295364864917036,2.121291751323238e-13,2.8852612176321732e-08,1.6461946521459507e-08,2.921460144889087e-10,1.5271479966456177e-08,4.981401986996186e-10
940.0,5.241296237690824e-08,3.439082379780228e-09,0.00536263561915016,0.3037012932181194,1.296271689367096e-13,2.8491996283418577e-08,1.1329905586064607e-08,1.893749521794342e-10,1.0559534467247278e-08,3.6424010043745566e-10
1140.0,4.6865160930539425e-08,2.686053255831663e-09,-0.0006854587539289462,0.32421386724672363,8.526226975290798e-14,2.7602812750877154e-08,8.292721883187212e-09,1.3488205547728128e-10,7.752979781745312e-09,1.8186990574104307e-10
1340.0,4.282795927360305e-08,2.4050236442356405e-09,0.002188563649812816,0.3758412039030493,5.927206373590885e-14,2.652374036859798e-08,6.38612452018398e-09,9.476685584627897e-11,5.983524866224479e-09,2.1999383958656882e-10
1540.0,3.932246322523458e-08,2.3509322660048734e-09,0.008618839310201826,0.46043137074493645,4.272092287942074e-14,2.5254269618446186e-08,5.104711380882024e-09,6.930852666160868e-11,4.796682820895583e-09,1.4165302274345546e-10
1740.0,3.604430448334527e-08,1.8330181313198906e-09,-0.0020464112241113863,0.43870859838647863,3.163071609221619e-14,2.388429546138423e-08,4.1789172275017e-09,5.0265321343671e-11,3.935049922727193e-09,1.0232789365007167e-10
1940.0,3.336823774837895e-08,1.4787164113846765e-09,-0.021046505712358447,0.42054807234953206,2.408930526552843e-14,2.2629659371086896e-08,3.5159213206294465e-09,4.3725810046482243e-11,3.315379024577936e-09,9.730926173083675e-11
2140.0,3.125083972474115e-08,1.359879612677112e-09,-0.02283373380438408,0.454577088788782,1.8928994008012917e-14,2.163818472833009e-08,2.993715701040167e-09,4.009068643501491e-11,2.82519133659342e-09,8.832597645017111e-11
2340.0,2.979828858245957e-08,1.2291135993614867e-09,-0.01643128073146562,0.47321119447956994,1.526766737780009e-14,2.087596116666602e-08,2.5952669569270203e-09,3.011865098379067e-11,2.4769833655709025e-09,6.419635760838053e-11
2540.0,2.886561677710596e-08,9.499029076894165e-10,-0.005012325168158371,0.41481898453428584,1.269615081913415e-14,2.047194422777896e-08,2.2845432611993388e-09,2.814455190898162e-11,2.1735407319380185e-09,5.2877386052710093e-11
2740.0,2.9424073410983165e-08,9.955716358232503e-10,-0.00029616274633340354,0.49203307188676093,1.1200922340291975e-14,2.1021612092929986e-08,2.0220942559503693e-09,1.761571557188169e-11,1.9263493663726934e-09,5.38752136533445e-11
2940.0,3.087882631255391e-08,1.0546193220304502e-09,-0.0038972718879273782,0.582873211609485,1.0273327900938048e-14,2.221181373078055e-08,1.8086951772094287e-09,2.2003084875775743e-11,1.743542999496443e-09,4.9568744405330774e-11
3140.0,3.368557751525214e-08,1.0080416890445663e-09,-0.04072431786698034,0.6166828289497365,9.902214948299312e-15,2.4447838935394094e-08,1.6318166067622733e-09,1.8590289621701817e-11,1.5622166084031938e-09,6.842395001934367e-11
3340.0,4.200544339320962e-08,1.1922342942256896e-09,-0.047655010871730075,0.8012580026578278,1.1086360507197624e-14,3.0987441995042594e-08,1.485274498274656e-09,1.542944544147841e-11,1.425500010486545e-09,6.572609282221266e-11
3540.0,5.252606862061976e-08,1.4379914622172725e-09,-0.055603835475096064,1.0624455242353728,1.2592993231706474e-14,3.952471757370776e-08,1.3538714173753372e-09,1.2624414719879389e-11,1.289160477723382e-09,4.5966589962698264e-11
3740.0,6.105820958477895e-08,1.5324970589037263e-09,-0.007814116975449044,1.2349105007277406,1.3406985168037076e-14,4.69647662853078e-08,1.2413400538180047e-09,1.154578083980511e-11,1.1769666783919677e-09,4.532581780124258e-11
