Ls,reckap_x_reckap,reckap_x_reckap_err,bias,bias_err,norm,noise,inkap_x_inkap,inkap_x_inkap_err,inkap_x_reckap,inkap_x_reckap_err
105.0,3.5683969095877597e-07,5.775854152828539e-09,-0.0672331638848452,0.04595628586531491,1.2943729391160435e-11,2.881690300502888e-08,1.3270818822985467e-07,2.3302170823948397e-09,1.1323769209730796e-07,2.067476745697907e-09
255.0,1.021356599048468e-07,7.260905559438255e-10,-0.02210448766134258,0.0111596609957157,1.9583442159410523e-12,3.09835716902286e-08,6.429182167117839e-08,4.817330560564828e-10,5.679898094749233e-08,4.1442764102854126e-10
405.0,7.731200951637874e-08,8.8378105768039e-10,-0.036948098624267414,0.023796403766996183,7.837165560555481e-13,3.182184237625105e-08,3.6959879823397663e-08,1.509135010313652e-10,3.284240231425346e-08,2.476521080258347e-10
555.0,6.461299192844174e-08,6.585633534460179e-10,-0.02651883297662005,0.029045416905357193,4.187490177294866e-13,3.2078941566292284e-08,2.2470867100905e-08,9.528105972325874e-11,2.061725130135359e-08,1.2500199483224255e-10
705.0,5.780883477949227e-08,5.7128314499367e-10,-0.02471174722162807,0.03622398437337603,2.606560807839478e-13,3.224099199675134e-08,1.5669568274442237e-08,5.54527718522391e-11,1.4332975287295833e-08,6.349383694073484e-11
855.0,5.317890648320909e-08,5.338137102550565e-10,-0.012526633080024588,0.045407725319201335,1.7560399899221574e-13,3.199194543182866e-08,1.1633409678431786e-08,3.8294743394704095e-11,1.065170038486305e-08,6.37345227897156e-11
1005.0,4.9977281225905075e-08,4.675615528372939e-10,0.006603099733456643,0.05203374396176241,1.252356293744354e-13,3.154718438156209e-08,8.96003803506103e-09,2.9036003209461267e-11,8.29491430959725e-09,5.317786414674151e-11
1155.0,4.618329817770566e-08,4.0845673015835873e-10,-0.047203017473917745,0.0571228187352568,9.248280156226365e-14,3.076722655081331e-08,7.098489167451144e-09,2.163050117394961e-11,6.570032123487733e-09,4.0288134087856507e-11
1305.0,4.3501519124430824e-08,3.690225494736429e-10,-0.04089237504827156,0.06376959773383774,7.049414121004572e-14,2.996068975044092e-08,5.797402805876474e-09,1.2397067804798468e-11,5.3668735224802515e-09,2.8184613416167187e-11
1455.0,4.086426579401673e-08,2.995508656850963e-10,-0.04483453647270046,0.062391213737583474,5.488281029207198e-14,2.9007039212134676e-08,4.790399165416379e-09,1.1135651023271988e-11,4.496855341032932e-09,2.8397354648668956e-11
