L,input_kappa,cross_wksz_g,cross_wksz_g_err,cross_wksz,cross_wksz_err,cross_bias,cross_bias_err
60.0,1.9555188640834435e-07,1.688114111236925e-07,4.992132652396688e-08,1.6813443928445012e-07,4.925632921362374e-08,-0.003167711936985871,0.018249368064082984
100.0,1.4833548529744332e-07,1.3380906027593386e-07,2.953201554886176e-08,1.3381949781440412e-07,2.95171818873791e-08,0.00023089279598864922,0.011659659152402744
140.0,1.2304174935362624e-07,1.1412354062018329e-07,1.7094533388962316e-08,1.1369628917916563e-07,1.7272366778438315e-08,-0.004069249596546069,0.010184074247267852
180.0,9.658808441324892e-08,8.867644654599038e-08,1.5671449495600618e-08,8.843588602380987e-08,1.5265155274773052e-08,-0.0020214424585436003,0.015169278297900716
220.0,8.264336541377801e-08,8.020971449540715e-08,1.2015596740270236e-08,8.005992664341335e-08,1.1742354712141528e-08,-0.001364180130148691,0.012870361631605307
260.0,6.622438313925293e-08,6.413932403203011e-08,1.2449944349232714e-08,6.357679241333196e-08,1.2461025922575972e-08,-0.009182315650372067,0.017108135530753257
300.0,5.7000134168963416e-08,5.124311810147532e-08,7.953795863923013e-09,5.1449026552083205e-08,8.055313319704591e-09,0.003989753978426015,0.014220762397542632
340.0,5.0189169200891014e-08,4.992703162651681e-08,9.344783486612724e-09,4.999747973138029e-08,9.419570221721246e-09,0.0013828235284944373,0.01519590903486367
380.0,4.344765369768793e-08,4.066378501510508e-08,5.257820523567734e-09,4.0546905802996894e-08,5.2554065926855805e-09,-0.0026580562003183476,0.02022289818963503
420.0,3.766381450238171e-08,3.5608548225328095e-08,6.289664706123906e-09,3.574678297876533e-08,6.4969285883203775e-09,0.003107409238854252,0.014913052998213794
460.0,3.277825945271731e-08,2.9937302492178886e-08,4.321847018221012e-09,2.9910411164703164e-08,4.203077934208015e-09,-6.053545869723313e-05,0.02071628485716454
500.0,2.936953876562764e-08,2.9548364243889573e-08,6.147913817211076e-09,2.945666067120367e-08,6.286019671666069e-09,-0.0039021087355373255,0.017472341050580997
540.0,2.6154324026516295e-08,2.6220254067637385e-08,5.249465566133164e-09,2.6435399758871157e-08,5.3613466684306135e-09,0.008134135460070455,0.022430433654219314
580.0,2.3348074227280124e-08,2.1534811597707668e-08,4.540742610843509e-09,2.1560177530732762e-08,4.5185356089810025e-09,0.0026777068636058693,0.02607714199301845
620.0,2.138442819823326e-08,1.991674108017297e-08,3.2105758555045373e-09,2.0059586268723842e-08,3.2004236513144714e-09,0.00757355861622261,0.02253305971683992
660.0,1.9561227527778697e-08,1.8776820994125958e-08,3.73783494262782e-09,1.8835896224144175e-08,3.80618195472548e-09,0.00269358438485592,0.01712623405028047
700.0,1.789999757570735e-08,1.737993691991766e-08,3.729652659371124e-09,1.7345272382752667e-08,3.7538426594237324e-09,-0.0019563508594899587,0.023265492208581755
740.0,1.6302615176138037e-08,1.5112494462762453e-08,3.5926351039960196e-09,1.507854109376111e-08,3.63262181369078e-09,-0.0029225103818475567,0.020237133113893486
780.0,1.5102968454331287e-08,1.6172769532229428e-08,3.900506253095519e-09,1.614943209464507e-08,3.890417781505772e-09,-0.0010745904767352349,0.017014051732921757
820.0,1.3777840144087223e-08,1.3797107467394395e-08,3.2406480875040817e-09,1.3890637878850211e-08,3.246396415073588e-09,0.00746150826829817,0.02909567647617809
860.0,1.2956918694767011e-08,1.2274709685880542e-08,3.2238938903843733e-09,1.22218827684542e-08,3.2336558488322142e-09,-0.0048638837089810755,0.020708874687303775
900.0,1.1975078013599233e-08,1.134128254447722e-08,2.3510165836051936e-09,1.127289350831932e-08,2.3416210580691034e-09,-0.005861032130751707,0.02557020959613467
940.0,1.1277113534391535e-08,1.0821258249507546e-08,2.33121502575117e-09,1.0984844819800825e-08,2.3764031169761565e-09,0.015402297450037428,0.020700275244293728
980.0,1.0569426257325524e-08,1.1081036553510193e-08,2.398090606959432e-09,1.1076293203670917e-08,2.449054806068398e-09,-0.0016597381009547283,0.018468156743571062
1020.0,9.865366411099416e-09,1.0538473810669858e-08,2.9624808944907676e-09,1.047382563711334e-08,2.9188662276999468e-09,-0.004312305892174323,0.02489054515474182
1060.0,9.375660903609502e-09,9.208695770033341e-09,2.5466754319904375e-09,9.132656679599393e-09,2.636730082703941e-09,-0.013070267766175534,0.03652605800617342
1100.0,8.766668599120673e-09,7.459635565943148e-09,2.1421135656286567e-09,7.404094509499451e-09,2.1104707810934925e-09,-0.006509157997031612,0.02994048204375939
1140.0,8.309032730950781e-09,8.458086971962733e-09,2.3852738975675563e-09,8.53898165561438e-09,2.330296333910537e-09,0.012951881592837123,0.029683395622456473
1180.0,7.860160906955997e-09,7.812227670672946e-09,2.2439094609715625e-09,7.781798606453733e-09,2.292002720841679e-09,-0.005228601993394171,0.02705740206996394
1220.0,7.3805102240124264e-09,7.0025624870566825e-09,2.182573262307857e-09,6.940517313951224e-09,2.1880120060039403e-09,-0.009561896762462538,0.031192133177069387
1260.0,6.975480937794499e-09,7.0308948551312245e-09,2.448335484368414e-09,7.078945677029967e-09,2.410739286757e-09,0.009091537606543102,0.025619146867632333
1300.0,6.7433616972430234e-09,6.043755819004609e-09,2.3646855703319186e-09,6.04035987164008e-09,2.3714264450213894e-09,-0.0018185440709767157,0.03788576548228038
1340.0,6.385873743861787e-09,6.64670992729707e-09,1.8434128398489008e-09,6.656276547996116e-09,1.8662349767760693e-09,0.0012483834240234434,0.02771694522058403
1380.0,6.0103100238481184e-09,5.456585872132459e-09,2.424746443973405e-09,5.406739366321191e-09,2.450267553314437e-09,-0.019052823107126315,0.08347830500743843
1420.0,5.794082289305183e-09,5.121331061977653e-09,1.9197041451883284e-09,5.089456909148369e-09,1.900492004400375e-09,-0.0032081148105610083,0.05198727908391136
1460.0,5.601959808278747e-09,5.270961568123499e-09,2.3713107382479005e-09,5.249407275188736e-09,2.3246634363850347e-09,-0.002343807913683717,0.04713991719551436
1500.0,5.306480341312951e-09,5.27851235386756e-09,1.918393105349563e-09,5.275799573828274e-09,1.9804706180422895e-09,-0.008084811701582754,0.040556345186384846
1540.0,5.086761352368109e-09,5.230050550282995e-09,1.7208985811269314e-09,5.203876880011077e-09,1.7574422480555504e-09,-0.006412836459674415,0.036680049310148
1580.0,4.799512387022483e-09,4.285704799427214e-09,2.0989668262085337e-09,4.293321214029911e-09,2.049105686156253e-09,3.50569815562206e-05,0.07679490922911743
1620.0,4.7369984516045e-09,5.176777844882644e-09,1.9459981596549724e-09,5.1381797836177075e-09,1.9581527408711173e-09,-0.021063229551224787,0.09149110136607345
1660.0,4.496451048637245e-09,3.986100992826579e-09,2.654556003983711e-09,3.946881396382733e-09,2.6484482940461613e-09,-0.1061467845127942,0.3469590866076266
