ells,cls
311,2.255745455220397e-17
312,1.859523268400055e-17
313,2.054472056571034e-17
314,2.1296008792010803e-17
315,1.7847035312370683e-17
316,1.42556775379348e-17
317,1.934757411486745e-17
318,2.002462955704252e-17
319,2.564964953798173e-17
320,1.6281284082468513e-17
321,2.0384635426906708e-17
322,1.917411203153053e-17
323,1.7486688693640637e-17
324,1.8234193910308374e-17
325,1.5696906180064902e-17
326,1.6986967039007252e-17
327,1.7182406235374695e-17
328,1.2734842349518121e-17
329,1.5590194553244012e-17
330,1.4290012453661396e-17
331,1.6174978408380574e-17
332,1.4311339000793162e-17
333,1.475488881841954e-17
334,1.2872098494353774e-17
335,1.421505778160335e-17
336,1.3085963709486722e-17
337,1.629707887488498e-17
338,1.4925943910357944e-17
339,1.3070131113171098e-17
340,1.431891823538012e-17
341,1.3648430904520583e-17
342,1.3732380406091593e-17
343,1.3737622549887179e-17
344,1.2897482545981313e-17
345,1.0964913803472482e-17
346,1.4282917608627702e-17
347,1.2916325919156318e-17
348,1.3726574521652186e-17
349,1.2736852218663518e-17
350,9.955140196568754e-18
351,1.3037980720805075e-17
352,1.0358916356509232e-17
353,1.1048504994492635e-17
354,1.1110139671707038e-17
355,9.531988504594964e-18
356,1.2192788580219602e-17
357,8.816983074458757e-18
358,1.0365258851949551e-17
359,1.0029356883136028e-17
360,1.0671120731066607e-17
361,1.0665743706882524e-17
362,9.207224395596997e-18
363,8.994843114711717e-18
364,1.1868982174918162e-17
365,9.589278900481368e-18
366,1.0591603958607973e-17
367,1.0975056480039875e-17
368,8.314770515532412e-18
369,8.362599124245923e-18
370,9.082239120308593e-18
371,8.144445510440922e-18
372,8.852682249867926e-18
373,8.946412388807918e-18
374,8.608857374285931e-18
375,6.915369682150455e-18
376,7.661176693377771e-18
377,9.558149401466598e-18
378,7.826623734789977e-18
379,1.0080505930322529e-17
380,7.552311083839335e-18
381,6.6910509484711024e-18
382,5.929632727234336e-18
383,7.333476153267585e-18
384,6.4350212452172835e-18
385,7.985076311879368e-18
386,7.345212964909077e-18
387,7.3469869958575e-18
388,7.085049876492733e-18
389,6.652811498988e-18
390,6.979692420147416e-18
391,6.1993737021052335e-18
392,6.628310722508774e-18
393,6.175960384268798e-18
394,5.890239651828336e-18
395,7.541237607846286e-18
396,5.4432197861386414e-18
397,6.7992929850148045e-18
398,6.440025302133108e-18
399,5.2519303407635054e-18
400,5.978236928850531e-18
401,6.0368551430667686e-18
402,5.962163281810094e-18
403,5.2290954015029545e-18
404,5.666722055446652e-18
405,4.957684116338916e-18
406,4.4041514043766205e-18
407,4.672659504566399e-18
408,4.322062010657347e-18
409,5.309877722632978e-18
410,5.319598323692816e-18
411,4.983262367921473e-18
412,4.994621200926486e-18
413,4.51100022011191e-18
414,6.228239742699781e-18
415,4.286193936378274e-18
416,4.65470437263116e-18
417,3.79431728483567e-18
418,5.191626373717606e-18
419,5.2989892184374975e-18
420,3.653972738555455e-18
421,5.237250573206694e-18
422,5.0942147180032504e-18
423,3.734395736359208e-18
424,4.1215046732105165e-18
425,3.27056430012286e-18
426,4.3245602111238975e-18
427,4.39668001057309e-18
428,3.846613567123056e-18
429,4.0143204686422986e-18
430,3.920083300472264e-18
431,4.068893690396478e-18
432,3.2747359193140368e-18
433,3.3964240537948743e-18
434,3.892357110501238e-18
435,3.3472701049021214e-18
436,4.046174469714594e-18
437,3.533041349977446e-18
438,3.840505333290825e-18
439,3.3198456816072346e-18
440,3.5994895235301875e-18
441,4.130790840085494e-18
442,3.808256282994842e-18
443,3.2281186347160983e-18
444,3.887308724523073e-18
445,3.2826658465122742e-18
446,3.0327952859381314e-18
447,2.9779016805915333e-18
448,3.0885919141809052e-18
449,3.3613825760271736e-18
450,2.5890339382463542e-18
451,3.277906287548685e-18
452,3.316838358173235e-18
453,3.524193875541324e-18
454,2.952263439773985e-18
455,2.8432568882974506e-18
456,2.889558134472257e-18
457,2.783769078086994e-18
458,2.6406048922444437e-18
459,2.8478002201299165e-18
460,2.4499928126396274e-18
461,2.6993835319705403e-18
462,2.720099390449591e-18
463,2.9634448589740752e-18
464,2.4166034549077748e-18
465,2.398318214481841e-18
466,2.5562015142240334e-18
467,2.4058922378991268e-18
468,2.5326630781018707e-18
469,2.5274203801678166e-18
470,2.849467444699242e-18
471,2.1211048213885652e-18
472,2.4041250472597666e-18
473,2.3577660123062073e-18
474,2.3055750361420096e-18
475,2.1664297615869492e-18
476,1.982845020491682e-18
477,1.9466641117935542e-18
478,2.4304969092800555e-18
479,2.080841431855341e-18
480,2.1822016780635358e-18
481,2.0130370459415197e-18
482,2.198010289109472e-18
483,2.2941324430029217e-18
484,2.120929433660233e-18
485,2.234444259010336e-18
486,2.090973255920244e-18
487,2.396376863786983e-18
488,1.968536609534387e-18
489,1.8439115585160565e-18
490,1.9432556680437575e-18
491,1.919068401861996e-18
492,1.744542559374459e-18
493,1.7150365907969513e-18
494,1.9706760657789416e-18
495,1.8866359763059485e-18
496,1.6417230760852183e-18
497,1.6583500916864853e-18
498,1.6716451490954722e-18
499,1.862405720284173e-18
500,1.7112067133632532e-18
501,1.5701730248461851e-18
502,1.5257522105002286e-18
503,1.3712731893318913e-18
504,1.7974249130700322e-18
505,1.766819616064906e-18
506,1.6902749709839543e-18
507,1.6706964232612893e-18
508,1.6257919961352623e-18
509,1.6211211988917954e-18
510,1.625157357550417e-18
511,1.6972164336266462e-18
512,1.3403454168562633e-18
513,1.2380282924957526e-18
514,1.3705160911264689e-18
515,1.4551428086516798e-18
516,1.4519170368962998e-18
517,1.4138026974422804e-18
518,1.5063954356942996e-18
519,1.3531440671191399e-18
520,1.3202017867611591e-18
521,1.0916061830761071e-18
522,1.3696863839594718e-18
523,1.3524766262171224e-18
524,1.3080820178806684e-18
525,1.096221940480404e-18
526,1.4398639843352556e-18
527,1.150753279879496e-18
528,1.2710327987020673e-18
529,1.0858847629712896e-18
530,1.2692531769763655e-18
531,9.746456388130098e-19
532,1.4580315062833488e-18
533,1.1933006236394941e-18
534,1.1972664056239663e-18
535,1.0157777696280768e-18
536,1.241972447974321e-18
537,1.1507843086143492e-18
538,1.1905988097105144e-18
539,1.4539484126438287e-18
540,1.2047517468473257e-18
541,1.2115457274352875e-18
542,1.1123863731386429e-18
543,1.0977174817695547e-18
544,1.1857378803299339e-18
545,9.683555513193548e-19
546,1.1009653529927555e-18
547,1.0589655975494672e-18
548,1.011147604026357e-18
549,1.0242264764948357e-18
550,9.855725179767775e-19
551,9.128396747888986e-19
552,9.237642747699246e-19
553,9.709436166184161e-19
554,9.541349355271525e-19
555,8.733937736309009e-19
556,7.4261782810254095e-19
557,9.194666357138463e-19
558,9.941861222201198e-19
559,1.0808747410360747e-18
560,9.114185049251223e-19
561,8.887547179051099e-19
562,8.87744958754508e-19
563,9.331116496787598e-19
564,9.353525570200847e-19
565,8.071360711978739e-19
566,9.311630662939527e-19
567,7.364531070576428e-19
568,7.090673856931465e-19
569,9.436686339594122e-19
570,7.782606517284772e-19
571,8.344580715145874e-19
572,7.062158291985662e-19
573,8.173132536962186e-19
574,7.171194784483592e-19
575,8.101802683108945e-19
576,8.601200595199434e-19
577,8.09680029401342e-19
578,7.531759876718209e-19
579,7.4829576819887505e-19
580,7.7130163047805e-19
581,7.774515373608643e-19
582,6.943348041332405e-19
583,6.777315910630085e-19
584,6.687116770208678e-19
585,7.432719972452777e-19
586,8.231373727725081e-19
587,6.644696385795765e-19
588,6.000332984902495e-19
589,5.904545918812497e-19
590,5.742775373408123e-19
591,6.730945735832252e-19
592,5.767096561835308e-19
593,7.130991566322613e-19
594,6.916292618147188e-19
595,6.284814243914071e-19
596,6.413132192689021e-19
597,7.76062024973558e-19
598,7.254944092544275e-19
599,5.228455723115046e-19
600,6.284588003216677e-19
601,6.227440061679952e-19
602,5.53932269144891e-19
603,5.722701161030253e-19
604,6.395503511871355e-19
605,5.475389984628571e-19
606,5.995939215399225e-19
607,5.684493026217113e-19
608,4.828619535958067e-19
609,5.969520982404222e-19
610,5.457255754090774e-19
611,5.807390505506935e-19
612,5.704022363223573e-19
613,5.540085210593524e-19
614,6.019657532954281e-19
615,5.200973551853601e-19
616,4.711543614210377e-19
617,5.318824970926175e-19
618,6.389621303577438e-19
619,5.680674357252812e-19
620,4.857775646161013e-19
621,4.701430105334432e-19
622,5.817024199208575e-19
623,5.316391976704677e-19
624,5.081456499719112e-19
625,3.964099841723097e-19
626,4.510897156282573e-19
627,4.345741698847634e-19
628,4.927634790266251e-19
629,4.896150789803211e-19
630,3.807675515169256e-19
631,4.82818303739908e-19
632,4.667042455005436e-19
633,5.207918115797803e-19
634,4.654424786845844e-19
635,4.882022514110812e-19
636,4.552721486630149e-19
637,3.9807599296105803e-19
638,4.561306523549096e-19
639,5.576502553269071e-19
640,3.977063903913981e-19
641,4.340031965146639e-19
642,4.532855755252752e-19
643,4.548084769360621e-19
644,4.678209205136537e-19
645,3.7378965428980144e-19
646,3.417165303161492e-19
647,3.0926092319598153e-19
648,4.456724119954179e-19
649,4.1532570408530744e-19
650,4.279840633485384e-19
651,3.6463712268123446e-19
652,3.5843405020402583e-19
653,3.230949062131367e-19
654,3.2543130618141052e-19
655,3.460933254126874e-19
656,3.581076506421996e-19
657,4.0970977879859665e-19
658,4.183043622978992e-19
659,3.618425251159011e-19
660,3.954617755975477e-19
661,3.5594351258476246e-19
662,2.876900877051465e-19
663,3.812880655536241e-19
664,3.3148931320498997e-19
665,3.106357782015685e-19
666,3.6757698587298053e-19
667,3.420874546939291e-19
668,3.2808010762211917e-19
669,3.4837478527003724e-19
670,3.220779977961387e-19
671,3.2872093214537647e-19
672,3.6046395867523763e-19
673,3.120704199188356e-19
674,3.363093179942988e-19
675,3.235430462019212e-19
676,2.965244221743441e-19
677,3.3197252737706526e-19
678,3.7374745403995043e-19
679,3.183839964454601e-19
680,3.05597460377108e-19
681,3.20566792861426e-19
682,3.057324348199864e-19
683,3.3153828613956666e-19
684,2.824516527838501e-19
685,2.927173622184601e-19
686,3.1880091856585956e-19
687,2.4624585688158995e-19
688,2.9067103804316274e-19
689,2.5590885611796965e-19
690,2.734138518396725e-19
691,3.007036064942754e-19
692,3.114150697232329e-19
693,3.105768294502798e-19
694,2.8291467917286995e-19
695,2.779859744841588e-19
696,2.3852654332008503e-19
697,2.807420611693302e-19
698,2.8565463590749047e-19
699,3.0457319750649797e-19
700,3.077738520099715e-19
701,2.436814519409572e-19
702,2.6731353308337053e-19
703,2.6719940570625683e-19
704,2.9536940412992654e-19
705,2.470207063555789e-19
706,2.4434910533533113e-19
707,2.404675799483944e-19
708,2.435845465252669e-19
709,2.174075240251254e-19
710,2.4762844689241277e-19
711,2.4231907510546266e-19
712,2.6083657947254147e-19
713,2.4061484987949986e-19
714,2.7939473544375176e-19
715,2.2946865567212005e-19
716,2.3948558174815946e-19
717,2.3284879324963685e-19
718,2.5086735385684235e-19
719,2.1470474310067033e-19
720,2.315692562363048e-19
721,1.8476664230866022e-19
722,1.9920733532970486e-19
723,2.1185324905385375e-19
724,2.292853218139343e-19
725,2.172960967361987e-19
726,2.1402496018893594e-19
727,2.1801895350459447e-19
728,2.1293777780763188e-19
729,1.9668263935951123e-19
730,1.9556433736734454e-19
731,2.061349030008852e-19
732,2.1228955625990694e-19
733,2.082534373826792e-19
734,1.9595849486960082e-19
735,2.0820722680065056e-19
736,2.234437800289827e-19
737,1.8289341452241162e-19
738,2.0494059176083581e-19
739,1.8625861024283417e-19
740,1.8803484221430852e-19
741,1.765916087190905e-19
742,1.9970046100492075e-19
743,2.05688192395697e-19
744,1.6514155636032516e-19
745,1.989852722914144e-19
746,1.809438518084617e-19
747,1.7157090646908386e-19
748,2.027554286710791e-19
749,1.733383003044471e-19
750,2.0167492524269373e-19
751,1.6539692189130879e-19
752,1.8941229041397347e-19
753,1.5997828033178765e-19
754,1.739898728419959e-19
755,1.8009832930135474e-19
756,1.6374006453441987e-19
757,1.7556801254957672e-19
758,1.7919177613244124e-19
759,1.5012350800846067e-19
760,1.5647987159075673e-19
761,1.612232833068316e-19
762,1.6580133886304356e-19
763,1.4059496033142671e-19
764,1.6087479046249374e-19
765,1.8281781772046947e-19
766,1.6177227013702976e-19
767,1.8665454477579227e-19
768,1.48179686436689e-19
769,1.5677443450899222e-19
770,1.478658684373844e-19
771,1.443864738072851e-19
772,1.6575361013112952e-19
773,1.56063108356835e-19
774,1.6892442675989977e-19
775,1.4714763351814204e-19
776,1.4449349654990768e-19
777,1.5109365303344927e-19
778,1.3669172248051122e-19
779,1.3915305184904749e-19
780,1.3519455254673296e-19
781,1.4961012057116041e-19
782,1.420710544746151e-19
783,1.4564166928537964e-19
784,1.388468119712509e-19
785,1.5859795790611296e-19
786,1.4624185703401457e-19
787,1.3835894771845642e-19
788,1.2817013191655905e-19
789,1.4059790700566592e-19
790,1.6834514421121687e-19
791,1.5683409437787742e-19
792,1.4345814067018645e-19
793,1.377685505087881e-19
794,1.221835520687422e-19
795,1.2567124564544985e-19
796,1.2543082348059352e-19
797,1.2814675146135656e-19
798,1.2098528291214917e-19
799,1.2414676146932008e-19
800,1.3173301126299567e-19
801,1.2964517957093222e-19
802,1.3094501426121151e-19
803,1.1661913614173365e-19
804,1.1508603145355356e-19
805,1.3685734475040213e-19
806,1.0675083796702464e-19
807,9.765068217793557e-20
808,1.1527954965322428e-19
809,1.1157128124912963e-19
810,1.1003130601738285e-19
811,1.3415754810247096e-19
812,1.0339502188644524e-19
813,1.194597287980224e-19
814,1.2289235248603267e-19
815,1.1751995483552297e-19
816,1.1210363525158689e-19
817,1.262458001526091e-19
818,1.0353865215651111e-19
819,1.0271862224027712e-19
820,1.0236120513783186e-19
821,1.0785892302886225e-19
822,1.0469731458132619e-19
823,1.138694594084303e-19
824,1.0420401031484485e-19
825,1.0198013576502942e-19
826,1.0425766668130046e-19
827,1.0087026450530355e-19
828,1.0223867595524307e-19
829,1.0753927365255447e-19
830,1.0446961831950538e-19
831,9.422821647837044e-20
832,9.185653180407887e-20
833,1.0507309914014401e-19
834,9.164157609032577e-20
835,9.701439438813511e-20
836,8.656464114252587e-20
837,1.0033463967185251e-19
838,9.644807149357743e-20
839,9.70044855228175e-20
840,9.502192379769877e-20
841,9.541401469096018e-20
842,1.0037462948225633e-19
843,9.507614828162017e-20
844,9.140661657797419e-20
845,9.869941479501975e-20
846,1.0377349479139498e-19
847,9.281682086747434e-20
848,1.0822339775587857e-19
849,8.52181433179883e-20
850,9.226442359599504e-20
851,9.124796872427603e-20
852,9.692473226524712e-20
853,9.393010290402637e-20
854,8.033776776378781e-20
855,8.1212569951936e-20
856,9.480778696544192e-20
857,8.036425051009277e-20
858,7.68830827756454e-20
859,8.272627165595442e-20
860,8.875674394388819e-20
861,7.644614751310952e-20
862,8.726573354913848e-20
863,7.305288252127092e-20
864,8.588058012812961e-20
865,7.813534674741953e-20
866,8.571599292107247e-20
867,8.812832730192916e-20
868,7.838090910935627e-20
869,7.629770463972839e-20
870,8.896562134713551e-20
871,7.584920804990618e-20
872,7.327652391645982e-20
873,7.961230887557248e-20
874,8.54550509030891e-20
875,7.261162665569172e-20
876,7.929560057606734e-20
877,8.314087056357104e-20
878,8.061991926945964e-20
879,7.231345479954324e-20
880,7.220674424780926e-20
881,7.455796193183858e-20
882,7.296892492857626e-20
883,8.441620173288112e-20
884,8.688299916105643e-20
885,7.444788481017718e-20
886,7.160968765871273e-20
887,7.678294560551243e-20
888,6.928695389287146e-20
889,6.113389619698924e-20
890,6.806587226350665e-20
891,6.859570870768034e-20
892,6.434566587449604e-20
893,7.310138948142763e-20
894,6.625182723919041e-20
895,6.788545700989162e-20
896,6.319852924049727e-20
897,6.69976538277764e-20
898,6.472234351990951e-20
899,6.12792188632959e-20
900,6.423502342040438e-20
901,6.118154399325781e-20
902,5.251016522777065e-20
903,6.465652335880161e-20
904,6.736828644609125e-20
905,6.12261994390404e-20
906,6.453253059485003e-20
907,5.589214515383124e-20
908,5.69888220744547e-20
909,6.466863196870141e-20
910,5.590878371983489e-20
911,5.75780993648496e-20
912,5.944731103996739e-20
913,5.973797408011473e-20
914,5.659794369320032e-20
915,6.108690409456843e-20
916,6.5305943698986e-20
917,6.265494225364802e-20
918,5.300228858632334e-20
919,4.9100041109218455e-20
920,5.14902171144559e-20
921,5.0799339676180504e-20
922,6.486328159469997e-20
923,5.745668017123921e-20
924,5.2300507584686076e-20
925,5.3378317767374593e-20
926,5.02263901991456e-20
927,5.2874012442087355e-20
928,5.745219840079788e-20
929,6.0950200063212e-20
930,5.554357604704356e-20
931,5.578630651540748e-20
932,5.932606782746321e-20
933,5.428678477853583e-20
934,5.1047742761974904e-20
935,5.472428829842445e-20
936,5.3262371554450777e-20
937,5.883326074175905e-20
938,5.216310902120444e-20
939,5.3135976169784815e-20
940,4.858616966495364e-20
941,5.069113525972935e-20
942,5.1267404079953956e-20
943,4.7056265105160256e-20
944,4.7679714053929e-20
945,4.633882837410196e-20
946,4.782572188630123e-20
947,4.5826940773999785e-20
948,5.151694761511929e-20
949,4.9882605442936166e-20
950,4.962771338893572e-20
951,4.457573107370105e-20
952,5.018184341360326e-20
953,5.2186611635091706e-20
954,4.82924581857787e-20
955,4.9065294958049805e-20
956,4.746915965843923e-20
957,4.325844362323604e-20
958,4.283811629790101e-20
959,4.5913361225992513e-20
960,4.961331838551778e-20
961,4.4203030094034163e-20
962,4.8230723016698477e-20
963,4.48748041576369e-20
964,4.800251324816352e-20
965,4.465198647824076e-20
966,4.507398161932022e-20
967,4.507065629344159e-20
968,4.554222045004272e-20
969,3.973496647872478e-20
970,4.133822071164403e-20
971,4.508698733553636e-20
972,4.696051522960248e-20
973,4.2162025903435454e-20
974,4.475977461871441e-20
975,4.3883672810469365e-20
976,3.671450170169334e-20
977,4.241866184202883e-20
978,3.411084474074023e-20
979,3.6279462593632156e-20
980,3.841970115168963e-20
981,4.058290868748464e-20
982,4.3072999564936686e-20
983,3.856937547102159e-20
984,3.6164622200533745e-20
985,3.942211563594403e-20
986,3.821918787254296e-20
987,3.787917466377058e-20
988,3.805839340433868e-20
989,3.576809512833988e-20
990,4.164288336634407e-20
991,4.236750014348194e-20
992,3.799306995266305e-20
993,3.484698149514706e-20
994,3.726628794624406e-20
995,3.280672844842384e-20
996,3.782877398892303e-20
997,3.4632096931940743e-20
998,4.025079062718881e-20
999,3.299744663896977e-20
1000,3.528971439881874e-20
1001,3.670570953566196e-20
1002,3.683642033020123e-20
1003,3.54695277824901e-20
1004,3.590447929098951e-20
1005,3.846130672856044e-20
1006,3.411437775103003e-20
1007,3.624077901291876e-20
1008,3.5454684945898046e-20
1009,3.877108786313387e-20
1010,2.9320363965139784e-20
1011,2.900058641083564e-20
1012,3.502567839851742e-20
1013,3.4537583775213803e-20
1014,3.607484305236132e-20
1015,3.337207634221429e-20
1016,3.3841826810953964e-20
1017,3.501442098537042e-20
1018,3.014103770371517e-20
1019,3.237739881736377e-20
1020,3.091663854781028e-20
1021,3.165967234982696e-20
1022,3.421763335651052e-20
1023,2.900976673841208e-20
1024,3.430922190172895e-20
1025,3.1514591825929764e-20
1026,3.095950540494711e-20
1027,3.4459786587579055e-20
1028,3.104498956720227e-20
1029,3.3364450698962344e-20
1030,3.3618013061730894e-20
1031,2.9484565781272285e-20
1032,2.7978277036657295e-20
1033,3.295565955278699e-20
1034,2.920254341292172e-20
1035,3.223612362141579e-20
1036,2.49545799937372e-20
1037,2.8997689399362725e-20
1038,2.851329318304471e-20
