Ls,reckap_x_reckap,reckap_x_reckap_err,bias,bias_err,norm,noise
140.0,3.196264030397502e-07,2.291849229554048e-08,-0.027732738329979148,0.21623161677341848,1.2550638842892163e-11,5.15304799322522e-08
340.0,1.0709487760992755e-07,4.4803879667161545e-09,-0.025500295854771385,0.09715391518465358,1.953364301282642e-12,5.4969530973280976e-08
540.0,8.56107361732357e-08,3.809221537311655e-09,-0.016420064328781375,0.1594467518038207,7.507145527815687e-13,5.410405373579006e-08
740.0,7.519985226535833e-08,3.3022228235888918e-09,-0.01750398633401777,0.22460111070172242,3.879897699852165e-13,5.268895352823253e-08
940.0,6.790815788131232e-08,2.6729485883666708e-09,-0.006216512990201985,0.266768375227333,2.311998758668102e-13,5.078425547221042e-08
1140.0,6.220521942785349e-08,2.015324215380295e-09,-0.018222755263544325,0.27491191003608667,1.5023203046158943e-13,4.8632562753855136e-08
1340.0,5.756555921358583e-08,1.8555159842966837e-09,-0.030320849339747522,0.33657584572900184,1.0395741991748404e-13,4.65110994603772e-08
1540.0,5.3640666293306125e-08,1.457183234766276e-09,-0.0329376537365641,0.3316295771823331,7.502884369906902e-14,4.4360247487048e-08
1740.0,5.020133577842335e-08,1.4547069902971616e-09,-0.027060805386426183,0.40911896568931067,5.61265110700526e-14,4.239744958409958e-08
1940.0,4.738154313534437e-08,9.3386124654756e-10,-0.0553705736689519,0.3161477709765888,4.345455677466584e-14,4.082466886234067e-08
2140.0,4.543382834852476e-08,8.750839299791755e-10,-0.05286887573044625,0.3521932412162916,3.46115291841009e-14,3.9579670742992415e-08
2340.0,4.4119761914397875e-08,6.922895808899447e-10,-0.022991809388322723,0.3240974361805189,2.844325232967245e-14,3.890601727269441e-08
2540.0,4.371037627830785e-08,7.07488421642238e-10,-0.04754625644647523,0.3831126232552992,2.420286335580458e-14,3.902324850098171e-08
2740.0,4.41992377919209e-08,5.758885588091809e-10,-0.0881176693335933,0.3548598498761249,2.125280050864652e-14,3.989237136881965e-08
2940.0,4.597985646059423e-08,6.168493287850872e-10,-0.09014320183463415,0.42987547670195847,1.9337617423091615e-14,4.1803509580691154e-08
3140.0,4.930910953405796e-08,9.105649611490169e-10,-0.03263731504198099,0.7127540755621876,1.8287645965624636e-14,4.510935908373117e-08
3340.0,5.386675141993688e-08,1.1779391928176707e-09,-0.07441115528188547,1.0223298226391335,1.7786731305049383e-14,4.965018622158683e-08
3540.0,5.981801389117874e-08,1.4030980482380026e-09,-0.10521572120750154,1.3453255082293611,1.772833553613996e-14,5.5591493817862303e-08
3740.0,6.867001978335068e-08,1.8667871314203412e-09,-0.11114682654152941,1.9828786332275934,1.8300788346083044e-14,6.40704967017474e-08
3940.0,7.998372363109817e-08,1.869411585729716e-09,-0.07945081672309687,2.1828955468599074,1.9052285063186377e-14,7.400672323494805e-08
4140.0,9.0478082748032e-08,1.7936457434959065e-09,-0.1901315907718234,2.298063787287207,1.9300470129166164e-14,8.275131425775207e-08
4340.0,1.0112061537360589e-07,1.417172430159539e-09,-0.2690742676405567,1.9759070093169995,1.9492794609032144e-14,9.183736173992115e-08
