L,kszkap_x_cmbkap,kszkap_x_cmbkap_err,kszgkap_x_cmbkap,termB_bias,termB_bias_err
60.0,8.217706206660846e-07,7.406933264983219e-08,7.507737633603722e-08,-0.0003695679932503182,0.01248054379558831
100.0,5.756241110674657e-07,5.548419259706567e-08,5.5487683121758705e-08,-0.0008705969018251813,0.012045976274947315
140.0,3.66942654905733e-07,4.665857635536877e-08,4.7819238699635605e-08,-0.003982096045861068,0.018275349491092618
180.0,2.726357654675456e-07,3.252039664194505e-08,3.140739878225008e-08,0.004136509191552617,0.0200600088349701
220.0,2.568226804054704e-07,3.1599795763461245e-08,3.1741079287060003e-08,0.005290059884236228,0.020239140198827072
260.0,2.562130972567567e-07,2.849764235648704e-08,2.762135451921676e-08,0.003433067316108729,0.01608028788524938
300.0,2.740285372385439e-07,2.1286857386048194e-08,2.1288475809363987e-08,0.00209849358050395,0.01949867701448883
340.0,2.7814794093982803e-07,1.822303001424382e-08,1.7833470934003365e-08,0.002058799864719693,0.017141969816082393
380.0,2.653795291292869e-07,2.8574510685425227e-08,2.861166190824479e-08,0.0006861885743566566,0.018094475159737954
420.0,2.662897784205107e-07,2.30306616801731e-08,2.2781931889533116e-08,0.0002562338893635924,0.016954379743572223
460.0,2.588348828101391e-07,2.0865110411203355e-08,2.0396298002798602e-08,-0.0022658498765112055,0.01759882896778512
500.0,2.591297933898032e-07,2.157758086290045e-08,2.241331101279083e-08,0.0038875923833190137,0.016416952643329832
540.0,2.56455137557308e-07,1.7657687459499417e-08,1.8152894104661958e-08,-0.002570260257262736,0.017129639008364932
580.0,2.5524751792553814e-07,2.2898154051154044e-08,2.276747137299578e-08,0.0006005891071516006,0.013970016360683629
620.0,2.497016444314201e-07,2.3362587813949905e-08,2.3492363812566756e-08,-0.0017446000665247395,0.01740440319800876
660.0,2.590683305782728e-07,2.5740615376986332e-08,2.53239286938112e-08,0.0014622593091813685,0.013876841071838068
700.0,2.4667828378263626e-07,1.7327529364043763e-08,1.765095770863127e-08,0.0015051730093325587,0.01788657661986845
740.0,2.3419763864943742e-07,1.841550528425597e-08,1.892272376171029e-08,0.003133927175964314,0.017455786284658395
780.0,2.2505650914611175e-07,1.491239048349466e-08,1.5146648068833547e-08,0.0007760103813622697,0.018231154810456805
820.0,2.2293330270473537e-07,1.4057116936065223e-08,1.4473993382082253e-08,0.004949153304354488,0.012686120785023108
860.0,2.128027251783457e-07,1.4502294301503202e-08,1.4921420248803143e-08,0.00389033315560176,0.017943710516040174
900.0,2.0826186758173292e-07,1.7847270756647115e-08,1.77879378508703e-08,0.0019832081845245837,0.018520401475416337
940.0,2.0384880478989665e-07,1.555880747464055e-08,1.4871770645071444e-08,0.0024203648258294694,0.01784553732536358
980.0,2.048427017127335e-07,1.825698252343164e-08,1.8901713921222046e-08,-0.0015794266926957713,0.021822257594945684
