L,kszkap_x_cmbkap,kszkap_x_cmbkap_err,kszgkap_x_cmbkap,termB_bias,termB_bias_err
60.0,2.793481551853826e-07,3.601728896558199e-08,3.636900133720023e-08,-0.0021219365905792635,0.01796842602616699
100.0,1.919608878264888e-07,1.500865917962209e-08,1.4259785319174809e-08,-0.007876069893546512,0.023836010845501465
140.0,1.1120160404480833e-07,1.2252462009299652e-08,1.223187053916811e-08,-0.008491731396386681,0.02426477831111252
180.0,7.941390991755327e-08,1.21346718839908e-08,1.1919484931996066e-08,0.004917889531512669,0.04186348721541902
220.0,6.814817532666617e-08,1.0994127741192369e-08,1.0966729429191809e-08,-0.0008140674938246145,0.05695794235432719
260.0,5.978507472446338e-08,7.639676936160593e-09,7.850734549866587e-09,-0.012681855080824837,0.0359094143201958
300.0,6.601540865379488e-08,8.69820874784189e-09,8.387494504658949e-09,-0.013363720896567592,0.050017138140600166
340.0,7.01185792396232e-08,9.206624454861969e-09,9.278635090656387e-09,-0.0031856942526461347,0.037397427627893984
380.0,6.557012058873975e-08,9.108040117113977e-09,8.893502922593144e-09,-0.011302765863180077,0.032704179420198494
420.0,6.806251311901759e-08,1.0067765078623487e-08,9.734069554617371e-09,-0.01006890119394956,0.041515207373331066
460.0,6.311955641209665e-08,7.067590904895121e-09,6.965693388872633e-09,-0.0030957992615509356,0.0391275205581405
500.0,6.557948820776375e-08,6.404734574739156e-09,6.570919744149853e-09,0.005538493976827759,0.03425097934611436
540.0,6.501082063076538e-08,6.829107104802114e-09,6.740569064323982e-09,-0.006311569896888195,0.0293596302689291
580.0,6.477533371958014e-08,7.186626349753325e-09,7.46444979489307e-09,0.006736030383172633,0.040590250873127134
620.0,6.256973352941605e-08,8.114352066912407e-09,8.06216768389445e-09,-0.009781409908148554,0.04467864180620273
660.0,6.420027670095186e-08,5.477963337136749e-09,5.0945619045657165e-09,-0.0012315804316665353,0.04093754444130467
700.0,5.962207495679676e-08,6.93551132063307e-09,6.782477645981432e-09,-0.01209434091141892,0.03898961336400791
740.0,5.98590361194561e-08,8.057180019151647e-09,8.08441235022043e-09,0.004047542620524894,0.027946594679872035
780.0,5.814647557564092e-08,6.349525828565489e-09,6.57770835311972e-09,0.007869065145914378,0.04280843806471309
820.0,5.433877434689635e-08,5.579446569170326e-09,5.878366896568975e-09,0.00797655922015317,0.031095151989482817
860.0,5.3352216045324074e-08,7.2990400754683824e-09,7.3999714522714116e-09,0.004839762777081965,0.037682898134280864
900.0,5.084022597803776e-08,6.628769369557652e-09,6.561029491630117e-09,-0.007177021579860893,0.040239190588301034
940.0,5.235547192567342e-08,5.518872465388474e-09,5.0790748526605415e-09,0.01045997687788709,0.03948984686852844
980.0,5.0973316890189485e-08,5.96300103546144e-09,6.206930345359198e-09,0.00657508119977393,0.041938979585355474
1020.0,4.858742137779134e-08,4.753945279166062e-09,4.711619578353065e-09,-0.008259853121932873,0.03513449212569466
1060.0,4.770160500166294e-08,6.397960731477725e-09,6.431585145165033e-09,-0.006440158023848975,0.05672144335464061
1100.0,4.601117662907364e-08,3.797478883306507e-09,3.950385320550671e-09,0.01165346316135091,0.034956894812148136
1140.0,4.4366335322314995e-08,5.3727124351266926e-09,5.529939499643929e-09,0.016213735236852996,0.04477356409346176
1180.0,4.0910313426637616e-08,6.043492033303878e-09,6.1779992320606286e-09,-0.0012318048173116803,0.05526257556632226
1220.0,4.163246518414086e-08,4.956280179499614e-09,4.8529920653276076e-09,0.021156940768427553,0.059337475057076344
1260.0,4.2424286400042274e-08,3.887709361591073e-09,3.9525290347424595e-09,0.005200931589617947,0.0437225939692998
1300.0,3.9266581124704286e-08,4.917246068123836e-09,5.16873020529656e-09,0.0015896248380272155,0.06353287410913379
1340.0,3.6807634326585064e-08,4.581187104940782e-09,4.733781146108541e-09,-0.005982797688044207,0.0629236944019713
1380.0,3.581440557945975e-08,4.954729210052034e-09,4.89026680028549e-09,-0.027506364875746717,0.053690400812072846
1420.0,3.468546765991052e-08,4.908051009558498e-09,4.786584944106702e-09,0.00593274956886503,0.0532175952366803
