Ls,reckap_x_reckap,reckap_x_reckap_err,bias,bias_err,inkap_x_inkap,inkap_x_reckap
130.0,2.360589637459591e-07,3.204338740664878e-09,-0.03621546083290233,0.004424509666088966,1.1012928778683722e-07,9.441174870490166e-08
330.0,8.165068461715296e-08,8.03774836856059e-10,-0.03610610447957271,0.005140972135949587,4.7377802740292356e-08,4.197623239004438e-08
530.0,6.205712121326443e-08,6.382427625225384e-10,-0.030220321894612115,0.005706924450144341,2.4340051293525948e-08,2.2025582308735837e-08
730.0,5.32431069446147e-08,5.420158551861562e-10,-0.02703701955862365,0.009606942043426074,1.4813432047008296e-08,1.3504434675413899e-08
930.0,4.8246149581700014e-08,5.208593102888195e-10,-0.010066864531099295,0.009815797741087156,1.013484099867984e-08,9.301531887367232e-09
1130.0,4.377577301914221e-08,4.093077545099021e-10,-0.004942634058139837,0.010833642759211363,7.374827823916396e-09,6.810752922732677e-09
1330.0,4.007628428321247e-08,3.629191637832359e-10,-0.04854563920023509,0.013274428614365778,5.5960359654477005e-09,5.174880673232345e-09
1530.0,3.705658188958985e-08,3.0710296324171814e-10,-0.046859107286424596,0.014052836006555986,4.4064421451611566e-09,4.133710449524876e-09
1730.0,3.441942892758369e-08,2.909389990966635e-10,-0.0398823655965534,0.0206677895603477,3.5817646785289234e-09,3.3876407454395477e-09
1930.0,3.202165192823252e-08,2.574074129572706e-10,-0.05713771017129848,0.01647378918545643,2.9720523445824317e-09,2.819873084263167e-09
2130.0,3.025572914365633e-08,2.1190332754312772e-10,-0.04848279471856206,0.01914277764665476,2.4909876242669252e-09,2.3886632383712932e-09
2330.0,2.8949454591012457e-08,2.0263406446958311e-10,-0.02457081691843987,0.025744364324776264,2.134307647456416e-09,2.0593396750111115e-09
2530.0,2.8203678889394437e-08,1.5582918350313896e-10,-0.020385517584039208,0.028664594450979516,1.8636243270645356e-09,1.7908333970833963e-09
2730.0,2.8898598224657394e-08,1.6040895385213252e-10,-0.09126624469546436,0.029357087593153194,1.6323250316618134e-09,1.5934236529538158e-09
2930.0,3.050122282173545e-08,1.692705203763085e-10,-0.0443182985308099,0.04195303679490866,1.4438680792819425e-09,1.4293540262695128e-09
3130.0,3.338951345357431e-08,1.5974079881510092e-10,-0.029409606455639146,0.041909218587300345,1.2818344338720506e-09,1.2752714197769543e-09
3330.0,4.194642135872169e-08,2.0255583629961257e-10,-0.03998411146658306,0.06494236829272146,1.1523691040694467e-09,1.1510077964178818e-09
3530.0,5.273429926249584e-08,2.78020383829491e-10,-0.0639657072840934,0.0795938229621765,1.0426904928595424e-09,1.0580431230076523e-09
3730.0,6.100890484485443e-08,3.308960688758639e-10,-0.06506925095731658,0.11321255859878937,9.432823364631492e-10,9.65210573004189e-10
3930.0,5.640468523653076e-08,2.947337314391228e-10,-0.10080066261758158,0.10875025459776301,8.56923762719165e-10,7.346623906971252e-10
