Ls,reckap_x_reckap,reckap_x_reckap_err,bias,bias_err,inkap_x_inkap,inkap_x_reckap
105.0,2.258437135046818e-10,3.36381705494192e-12,0.000572086194713941,5.95533325756086e-10,1.3878960619916989e-07,3.069307830190459e-11
255.0,7.716964017727954e-11,7.628636788625796e-13,0.00027544107836440635,1.268307253200213e-10,6.856161393077063e-08,-1.074302570584319e-11
405.0,5.822740061302478e-11,4.420214861998636e-13,0.00018438146866177533,1.2993068846503243e-10,3.946671194121806e-08,3.0556409764272313e-12
555.0,4.765310236277433e-11,3.720293065857701e-13,0.0001723401335649059,2.2434737943530646e-10,2.5166598881787275e-08,3.001404197826018e-12
705.0,4.039369769014628e-11,3.433606774523161e-13,0.00018813676407543014,3.807237001949605e-10,1.7765680761445657e-08,-1.8085621461351456e-12
855.0,3.334299414027917e-11,3.346166519205029e-13,0.00020269986235358283,6.617177118835484e-10,1.308486878374511e-08,-1.8281341593706564e-12
1005.0,2.8546634362753692e-11,2.6702904064579364e-13,0.00021006763991293165,6.95387893011063e-10,1.0194152847517303e-08,1.5191138179605366e-12
1155.0,2.398339362673434e-11,2.0450942421949107e-13,0.00022067629348214364,6.428031658347571e-10,8.12405467886605e-09,1.2017143723465472e-12
1305.0,2.0606731039762324e-11,1.821967810260324e-13,0.00023647499271964978,7.600724597363152e-10,6.648621420582496e-09,1.0416469173427494e-12
1455.0,1.7034890824818818e-11,1.5774705884861092e-13,0.00020745993881473508,8.034091742019241e-10,5.594956015758932e-09,-1.0835758505211413e-12
1605.0,1.5399422451594967e-11,1.5159295612060932e-13,0.00022497066293642248,1.0172057240247015e-09,4.771966979369621e-09,-4.342474603154204e-13
1755.0,1.3780336997949593e-11,1.2405276988119091e-13,0.00021450309943120522,9.172557286918784e-10,4.115963346473803e-09,5.2455409695367475e-14
1905.0,1.2864590437546672e-11,1.2908395273910944e-13,0.0002342702672331252,1.2764281505207792e-09,3.6258038886014334e-09,-7.772696469910358e-13
2055.0,1.1805917541134785e-11,1.2272980000728096e-13,0.00026024997430585154,1.4872550056558166e-09,3.1919906851695273e-09,-2.9570797249690133e-13
2205.0,1.2504045075661396e-11,1.2610235863334055e-13,0.000265613055472607,1.9676917977908343e-09,2.8526241701474894e-09,-2.5201018097125423e-13
2355.0,1.51441244550225e-11,1.4928098157798194e-13,0.0003622427833594162,3.3926933346510872e-09,2.5711358109036626e-09,4.591064928556897e-14
2505.0,1.881273332327974e-11,1.8466589032048317e-13,0.0004973439952390432,6.306306012356696e-09,2.3320884846985333e-09,-4.949279495406168e-14
2655.0,2.1698739344618713e-11,2.0206624571487792e-13,0.0006020056169807729,9.097253386516829e-09,2.1263425595960556e-09,1.8761581910408487e-13
2805.0,3.0196423603238515e-11,2.7523184724010486e-13,0.0008878278468138748,2.0101425836795557e-08,1.949633359921446e-09,1.289107750956099e-13
2955.0,2.7442453173420033e-11,2.525359301874293e-13,0.001019279704968865,1.9908520677033573e-08,1.7970030813015424e-09,1.7764870665706527e-13
