Ls,reckap_x_reckap,reckap_x_reckap_err,bias,bias_err,inkap_x_inkap,inkap_x_reckap
105.0,9.829355171961399e-11,1.1449470203393306e-12,0.0001552109274774227,7.042523590471589e-11,1.3878960619916989e-07,-8.351907707825061e-10
255.0,4.2028783605702265e-11,5.738106158076919e-13,0.00016148338125676623,7.091382583117382e-11,6.856161393077063e-08,-3.459412529970304e-10
405.0,3.382335974056796e-11,3.2689089323762996e-13,0.0001933420472095108,6.993157131562293e-11,3.946671194121806e-08,-1.9145070770354557e-10
555.0,2.6922172069228147e-11,3.0117264729097045e-13,0.00021268737640683534,1.4484306300094315e-10,2.5166598881787275e-08,-1.1339346208877858e-10
705.0,2.16911721936347e-11,2.421877907400407e-13,0.00021945478006636367,1.8768202361632026e-10,1.7765680761445657e-08,-7.513974168895465e-11
855.0,1.714329475326605e-11,1.7343499809829358e-13,0.0002201160136905101,1.7760245647082302e-10,1.308486878374511e-08,-5.192350732972222e-11
1005.0,1.3906135910885155e-11,1.565576924543522e-13,0.00020475811320464196,2.3780466414893847e-10,1.0194152847517303e-08,-3.91512304006175e-11
1155.0,1.1167033826081716e-11,1.3133317856185744e-13,0.00019382688841478656,2.628760023036648e-10,8.12405467886605e-09,-2.9394572181614125e-11
1305.0,9.080134915527642e-12,9.657921743807917e-14,0.00017090666999734628,2.1250441082237466e-10,6.648621420582496e-09,-2.1829840500655294e-11
1455.0,7.17781998913736e-12,6.950199217757176e-14,0.0001376103799001596,1.5561720766766346e-10,5.594956015758932e-09,-1.6008818630738398e-11
1605.0,6.122409538887016e-12,6.017750281084759e-14,0.00010721943230780214,1.605069157897716e-10,4.771966979369621e-09,-1.2128061512679213e-11
1755.0,5.284593998868154e-12,5.4732951314798184e-14,8.723595372444377e-05,1.7811344190143616e-10,4.115963346473803e-09,-7.982509886404586e-12
1905.0,4.748048984663606e-12,4.5716852921583066e-14,6.373786006522113e-05,1.6012170344078252e-10,3.6258038886014334e-09,-5.158548147140086e-12
2055.0,4.260040637435968e-12,4.3028088793178616e-14,4.7328993849785616e-05,1.8303600586099176e-10,3.1919906851695273e-09,-2.0429837488578566e-12
2205.0,4.552198534285397e-12,3.980737001619626e-14,4.784254766301904e-05,1.96580573323604e-10,2.8526241701474894e-09,7.475519084585211e-13
2355.0,5.71266123866197e-12,4.808724275623206e-14,0.00011895070412154218,3.5312498050056666e-10,2.5711358109036626e-09,4.069390569238624e-12
2505.0,7.628366719040505e-12,7.153919956039585e-14,0.0003240934045296157,9.468503405359578e-10,2.3320884846985333e-09,8.28377255945404e-12
2655.0,9.622572569649441e-12,1.044593127566127e-13,0.0006855217931885135,2.422689637594774e-09,2.1263425595960556e-09,1.2589208133681725e-11
2805.0,1.4259443782932401e-11,1.7461434413918884e-13,0.001462204044347247,8.042738716079717e-09,1.949633359921446e-09,1.7305260124499132e-11
2955.0,1.3307079364816465e-11,1.9183066965368034e-13,0.00167957633719969,1.1417808890167657e-08,1.7970030813015424e-09,1.55941526881772e-11
