,ell,CL
252,252,0.5078848879078885
253,253,0.4697007943581616
254,254,0.5956293151252562
255,255,0.47029817494862175
256,256,0.43591036798332605
257,257,0.48165008364379086
258,258,0.4948787814286049
259,259,0.4919059099511891
260,260,0.483665710264607
261,261,0.47353869081148436
262,262,0.5081361253114307
263,263,0.4370052931007258
264,264,0.40427132118873355
265,265,0.4318565160572318
266,266,0.41745327123011744
267,267,0.42426686268789504
268,268,0.39085945307168757
269,269,0.39076779700370223
270,270,0.4107961129700493
271,271,0.4091149258297178
272,272,0.4034730335207325
273,273,0.41195283028993523
274,274,0.37584027513110946
275,275,0.38689794089767304
276,276,0.3694556300368769
277,277,0.3786510841415201
278,278,0.41149655226522597
279,279,0.3356055289631911
280,280,0.36713767684990367
281,281,0.3800710641347967
282,282,0.3608881262632468
283,283,0.33566067597675436
284,284,0.3124487595292232
285,285,0.35174533531451285
286,286,0.3221508078701612
287,287,0.34572811032774076
288,288,0.3053325283555546
289,289,0.33062324116148545
290,290,0.34245805076647007
291,291,0.3021165803046897
292,292,0.28786649619624943
293,293,0.29250337422194955
294,294,0.2769213039832472
295,295,0.2712341551868918
296,296,0.294994002925073
297,297,0.286244536670304
298,298,0.30460282278885165
299,299,0.27728198020919353
300,300,0.27821763949212924
301,301,0.25430597430601676
302,302,0.24769474939038322
303,303,0.2511276276401152
304,304,0.26903841566383013
305,305,0.2615643028564027
306,306,0.22439937457374304
307,307,0.22278532966478104
308,308,0.2603278788559715
309,309,0.2139539151638209
310,310,0.2414984913319691
311,311,0.22386178084052705
312,312,0.2152934495409709
313,313,0.22200725172275787
314,314,0.22586298394556573
315,315,0.2007769192362004
316,316,0.20454347546209956
317,317,0.22974054854550938
318,318,0.21754086185800117
319,319,0.20489371007712007
320,320,0.21882661106949558
321,321,0.19248530813704398
322,322,0.19503694809011007
323,323,0.18497952310729202
324,324,0.18950415362382936
325,325,0.193283792353311
326,326,0.1748164742654073
327,327,0.16055783067334634
328,328,0.17437889396078876
329,329,0.16601221036832142
330,330,0.15683564073871065
331,331,0.18130828584244338
332,332,0.16450903027870678
333,333,0.1603431412836298
334,334,0.16734688097665
335,335,0.1536797623288565
336,336,0.16566320027440115
337,337,0.15171463121427725
338,338,0.13494026863762426
339,339,0.13782095649005194
340,340,0.14729514337434046
341,341,0.14294528866724276
342,342,0.1485843611209496
343,343,0.14013489250822386
344,344,0.13294166377059777
345,345,0.1328745461153265
346,346,0.12992718025937602
347,347,0.13604937611789633
348,348,0.12921067659764812
349,349,0.1267054815371898
350,350,0.12396826780764995
351,351,0.11893692181708716
352,352,0.12596886378226202
353,353,0.11355893114230795
354,354,0.11048441591228203
355,355,0.11046423042900314
356,356,0.10855417931290828
357,357,0.10228703942030913
358,358,0.11115783491910217
359,359,0.09620703893641665
360,360,0.10441477747896949
361,361,0.10326366535469501
362,362,0.09472179976028108
363,363,0.09676844297161621
364,364,0.09853572881245043
365,365,0.09849436229532621
366,366,0.10374301903352068
367,367,0.08721402182652012
368,368,0.10089623441517533
369,369,0.08810826759887415
370,370,0.09102929211775068
371,371,0.08615797585461044
372,372,0.08360369149968386
373,373,0.09119853246266339
374,374,0.08544028686498713
375,375,0.08177441638863482
376,376,0.08249970262447837
377,377,0.08096826979797864
378,378,0.0719295986632636
379,379,0.08143074904677879
380,380,0.07910892041126075
381,381,0.08013222675312431
382,382,0.08043547875552695
383,383,0.07173462747429507
384,384,0.08130391157785123
385,385,0.07499691246599449
386,386,0.072070668101139
387,387,0.07138255495914007
388,388,0.07679272012929049
389,389,0.07327346402044382
390,390,0.07660884994985138
391,391,0.06554738013691823
392,392,0.07548553293040342
393,393,0.06829921306349208
394,394,0.07103244595612015
395,395,0.0693299058761046
396,396,0.06420834357960044
397,397,0.06359480066243339
398,398,0.06890365988291959
399,399,0.06915523634758822
400,400,0.06613713763068504
401,401,0.06624111166150566
402,402,0.05899319512857597
403,403,0.05891631100981214
404,404,0.06247350958373118
405,405,0.06143444578965927
406,406,0.056491390499588304
407,407,0.07145262645354318
408,408,0.05790175467352452
409,409,0.06426005822016446
410,410,0.0642192176240299
411,411,0.06139599961649202
412,412,0.061473390211838674
413,413,0.06266822684401133
414,414,0.06609140444432154
415,415,0.055553646674683425
416,416,0.05808583732995071
417,417,0.05949544907971472
418,418,0.062096972302960976
419,419,0.0563648727599683
420,420,0.06068284098042105
421,421,0.06271802955115206
422,422,0.055988455718749316
423,423,0.057287916505778864
424,424,0.06021152154626329
425,425,0.058891679358731595
426,426,0.05364070552000472
427,427,0.055839735881444204
428,428,0.05605112934656572
429,429,0.058950469182023194
430,430,0.05567711634696818
431,431,0.05375346398618693
432,432,0.06159328539996874
433,433,0.06168290936676152
434,434,0.05419390899024793
435,435,0.055347743211016646
436,436,0.05372960392080994
437,437,0.05778460338816166
438,438,0.06091179964273403
439,439,0.05711430087002157
440,440,0.053996848529357336
441,441,0.05382534648697347
442,442,0.05301803426451125
443,443,0.05715436433391542
444,444,0.05519510562032598
445,445,0.058836332270405946
446,446,0.05691287897778357
447,447,0.06240563159731473
448,448,0.05968664497323351
449,449,0.055652960586213954
450,450,0.05787516992579352
451,451,0.055868804138916824
452,452,0.06058877913121823
453,453,0.05639071173660513
454,454,0.05606702993258222
455,455,0.061537288428828094
456,456,0.05931527546110144
457,457,0.05883965287830714
458,458,0.05611613229192845
459,459,0.05807009784415229
460,460,0.059930749206676896
461,461,0.058188671314374926
462,462,0.06202899248777247
463,463,0.05159652002458343
464,464,0.05589607201822971
465,465,0.06170964439559878
466,466,0.06543398655708942
467,467,0.05918531172878551
468,468,0.054373195467929125
469,469,0.05795666704394327
470,470,0.06087933618132448
471,471,0.06364694203805898
472,472,0.05444148243525971
473,473,0.053171253882150396
474,474,0.059453417844935394
475,475,0.060972088243951374
476,476,0.05399101320895892
477,477,0.06009894307570758
478,478,0.060446501904334676
479,479,0.06296526992147848
480,480,0.06345235669856035
481,481,0.05952396173913057
482,482,0.059561861546656485
483,483,0.06008229873902757
484,484,0.0569286298224946
485,485,0.056535332237049575
486,486,0.05989412765016491
487,487,0.06216992118932468
488,488,0.060789800475510615
489,489,0.05631599777851857
490,490,0.06380374203854416
491,491,0.05845075521507657
492,492,0.06235463117555473
493,493,0.059365498641929554
494,494,0.05865014297295364
495,495,0.05943304988312843
496,496,0.05939621754917731
497,497,0.06074949244196014
498,498,0.05741343298973027
499,499,0.059509918954635914
500,500,0.0596415043352542
501,501,0.05958688905526246
502,502,0.0566957106632523
503,503,0.06216593340939949
504,504,0.06128591009535257
505,505,0.05818241422902785
506,506,0.06136775823305847
507,507,0.05481204828829834
508,508,0.05886960828436783
509,509,0.055889089508092814
510,510,0.057728512963317435
511,511,0.05816443096445075
512,512,0.0533677111813293
513,513,0.05954311875808024
514,514,0.05945491437773713
515,515,0.06050101498639601
516,516,0.05704373753563662
517,517,0.0583971584224417
518,518,0.05657641082163752
519,519,0.05128561546543195
520,520,0.058414186829209985
521,521,0.055661867616787424
522,522,0.053033578372038225
523,523,0.05580658587502631
524,524,0.05302755739934963
525,525,0.06242818407243508
526,526,0.05405375366437045
527,527,0.051173721358112996
528,528,0.05626437716359643
529,529,0.056042012422146355
530,530,0.05581654787661852
531,531,0.05453642454403369
532,532,0.052486819198657976
533,533,0.05228911681335763
534,534,0.05372861648104875
535,535,0.057553444494149404
536,536,0.0576864350492214
537,537,0.05357674118971886
538,538,0.054916065754639205
539,539,0.0510919841656186
540,540,0.05245550582279936
541,541,0.051198639348463776
542,542,0.0523112894396847
543,543,0.05169628255328213
544,544,0.054363443145791286
545,545,0.053455926497476526
546,546,0.052869842789235205
547,547,0.04830701684407244
548,548,0.048309270980436816
549,549,0.05375167584790279
550,550,0.0504659008147047
551,551,0.04988976987534905
552,552,0.05041159785471674
553,553,0.04688550537448832
554,554,0.052840530962028655
555,555,0.049327435865037364
556,556,0.045220459515628315
557,557,0.05158662650838947
558,558,0.04919405132593342
559,559,0.04685545292115688
560,560,0.04859652663287007
561,561,0.04643102323629051
562,562,0.04692230602957124
563,563,0.050255911267763353
564,564,0.04858482948181766
565,565,0.047543937173426296
566,566,0.04478022909800213
567,567,0.04683731516024998
568,568,0.04407277377206159
569,569,0.04309314079552888
570,570,0.04405715365156636
571,571,0.047857631408045796
572,572,0.045948719563304985
573,573,0.04298419855910484
574,574,0.04680810398263898
575,575,0.042029237794597656
576,576,0.049352190108246125
577,577,0.042431756714088054
578,578,0.039731502254003466
579,579,0.04347994270181085
580,580,0.04139085775227366
581,581,0.04294683950252069
582,582,0.04170735199565424
583,583,0.04192585550398372
584,584,0.04609675360552827
585,585,0.04468765243174915
586,586,0.0420356264579064
587,587,0.039922706667551044
588,588,0.04136837520518342
589,589,0.04244569914941259
590,590,0.03896011435183124
591,591,0.03853147601008757
592,592,0.04219561825048385
593,593,0.03835580350738582
594,594,0.037148738885151154
595,595,0.037513567416884046
596,596,0.039953234021680176
597,597,0.038445230760292166
598,598,0.03661808549243733
599,599,0.03685229791099669
600,600,0.0356064465201837
601,601,0.03807886865716679
602,602,0.03394806335150051
603,603,0.03661070734429915
604,604,0.03180818387145055
605,605,0.03572536558041659
606,606,0.03851412836980241
607,607,0.033991651952457756
608,608,0.0363468918074776
609,609,0.03538452260780709
610,610,0.03433260888400834
611,611,0.03474684478363011
612,612,0.03387077775782037
613,613,0.033812257901625495
614,614,0.034427259553148015
615,615,0.031788067143859296
616,616,0.03414143292681127
617,617,0.03253797623456682
618,618,0.03384921830405822
619,619,0.034532029997075935
620,620,0.032518634305642787
621,621,0.0338472186433937
622,622,0.032698398423142316
623,623,0.031870022256847715
624,624,0.0304659387072324
625,625,0.029681938877696948
626,626,0.03101927264941936
627,627,0.02940627706340583
628,628,0.029351381572841784
629,629,0.030829048352807233
630,630,0.03054495505925908
631,631,0.02998870691041957
632,632,0.029648490573354065
633,633,0.03020381348726733
634,634,0.029396318738275282
635,635,0.028245114755644726
636,636,0.03129972268360215
637,637,0.029951347747910154
638,638,0.02763260009251649
639,639,0.030522276369318545
640,640,0.02739267166385989
641,641,0.028725579214878505
642,642,0.027785038161216944
643,643,0.027057627663964634
644,644,0.028311528822934928
645,645,0.027456886544303075
646,646,0.025774532240506038
647,647,0.02580988296554322
648,648,0.026884545970673933
649,649,0.02723753618418827
650,650,0.025843100361802856
651,651,0.02733802369074843
652,652,0.024492603244161866
653,653,0.025817691391698875
654,654,0.02677281313361517
655,655,0.02479877956799501
656,656,0.02598491085176753
657,657,0.02469470383504762
658,658,0.026537343319210774
659,659,0.0270934498929911
660,660,0.02405201919011322
661,661,0.02444697319176329
662,662,0.02630528406670581
663,663,0.023818463381348833
664,664,0.025068720863458065
665,665,0.02449398925642527
666,666,0.025984897788897836
667,667,0.024085386386539467
668,668,0.024314800666154712
669,669,0.02404819665230292
670,670,0.023441027484715802
671,671,0.023874922559900525
672,672,0.025841492479313787
673,673,0.021966667720251673
674,674,0.023543475921825985
675,675,0.02321949655679226
676,676,0.02377570620604959
677,677,0.02222798672160302
678,678,0.023545953343453826
679,679,0.02301094439504445
680,680,0.022373117179759355
681,681,0.024971428621263652
682,682,0.023654711203538587
683,683,0.02287269837297885
684,684,0.023470845349614144
685,685,0.02326935771456925
686,686,0.02206175986010755
687,687,0.022702179734448533
688,688,0.022087696898442723
689,689,0.02311737657269181
690,690,0.022862251973295025
691,691,0.02309373937212337
692,692,0.021260307750168912
693,693,0.022278593371287958
694,694,0.024422747698463858
695,695,0.023046794019539442
696,696,0.023946804490307335
697,697,0.022586104130587217
698,698,0.023479061852965243
699,699,0.024768562944468702
700,700,0.02235417593081715
701,701,0.020238177378912595
702,702,0.023280430700056837
703,703,0.023173244138235856
704,704,0.020742847294801393
705,705,0.021758926764890864
706,706,0.022998001397782825
707,707,0.02047099447290468
708,708,0.02230240322739061
709,709,0.023183509403142538
710,710,0.0219431376373337
711,711,0.02311067362265546
712,712,0.023778490219115912
713,713,0.02404790766714421
714,714,0.021805441169634756
715,715,0.022267145323753262
716,716,0.021849108490188483
717,717,0.022476347239861156
718,718,0.023251655145075534
719,719,0.02254162124521069
720,720,0.02097445992266835
721,721,0.022494231187235977
722,722,0.02478304208036889
723,723,0.02334139701397805
724,724,0.024198413004288506
725,725,0.023337031383806012
726,726,0.023770480669325664
727,727,0.024110912150295552
728,728,0.023277964422006154
729,729,0.02289405108379612
730,730,0.02280385258184368
731,731,0.02320717539318384
732,732,0.022762037514500847
733,733,0.023099032916730315
734,734,0.02434307675037549
735,735,0.02464049767276157
736,736,0.023576005733485676
737,737,0.02506888232574993
738,738,0.02150451272304581
739,739,0.022772003243909964
740,740,0.02335302869331728
741,741,0.023235309047651215
742,742,0.025133361503929048
743,743,0.023709510828401704
744,744,0.024985529788373192
745,745,0.025162095200755786
746,746,0.023747689222850598
747,747,0.022415465346411458
748,748,0.023009343101630456
749,749,0.02276835142509648
750,750,0.024804082821343647
751,751,0.023456508308586723
752,752,0.024336204902732878
753,753,0.023135013682709128
754,754,0.024091808520498664
755,755,0.02589736883826451
756,756,0.024195053663648193
757,757,0.023919185105004563
758,758,0.02405776312119184
759,759,0.02443069890910889
760,760,0.024139613160188
761,761,0.024181115166291657
762,762,0.022325773653953253
763,763,0.024605380234410775
764,764,0.02420747241352314
765,765,0.02451977343980179
766,766,0.022461270275860104
767,767,0.024464423908646445
768,768,0.02472893179638984
769,769,0.023492125182940467
770,770,0.023190442981330377
771,771,0.02351682240450603
772,772,0.024440280456593088
773,773,0.025452840568786432
774,774,0.024423571231704768
775,775,0.02336073475423343
776,776,0.0240058121515521
777,777,0.02484097831279598
778,778,0.023813433772025223
779,779,0.02372946501988027
780,780,0.024871538010395693
781,781,0.023631294257632836
782,782,0.02403151950231644
783,783,0.024158154510371736
784,784,0.02302502470674133
785,785,0.023473879666738064
786,786,0.023525704409056058
787,787,0.025976134722108635
788,788,0.024541530553599103
789,789,0.02366223933130495
790,790,0.02483456237877987
791,791,0.02507396239633404
792,792,0.023574655637084427
793,793,0.02528777915957684
794,794,0.024262389375074328
795,795,0.02396674539816989
796,796,0.02464658428402999
797,797,0.02402144736112435
798,798,0.022576208526525646
799,799,0.02407336826362658
800,800,0.023331512404115823
801,801,0.02539134046926096
802,802,0.023128470157150253
803,803,0.024893354079615692
804,804,0.023493633551892695
805,805,0.024712542194096486
806,806,0.024386045347338972
807,807,0.02236166451779977
808,808,0.02273973548341906
809,809,0.023790473960602933
810,810,0.02347360487328182
811,811,0.0227252007104426
812,812,0.024564732714127308
813,813,0.022609034367405578
814,814,0.02204954379518863
815,815,0.02254849192453288
816,816,0.02306229335912942
817,817,0.02324608727339191
818,818,0.02287138357376104
819,819,0.02260388221230521
820,820,0.022849031352680117
821,821,0.022834845745869994
822,822,0.021706247733725672
823,823,0.02365165928436372
824,824,0.022856207942887338
825,825,0.022561034824463963
826,826,0.022240388658713143
827,827,0.022668149008800334
828,828,0.02264919717091917
829,829,0.023042765870861168
830,830,0.021610520156908845
831,831,0.02159958428170378
832,832,0.022978201001449445
833,833,0.021243080417269227
834,834,0.02409504642344562
835,835,0.02090354922733996
836,836,0.02201806461811869
837,837,0.020649102895715424
838,838,0.02116692106649048
839,839,0.020866708549840234
840,840,0.020002426817671747
841,841,0.020995002419861877
842,842,0.02144533374188317
843,843,0.020301061964579016
844,844,0.020608884073253918
845,845,0.020677888533886676
846,846,0.019653778976694933
847,847,0.01922505754227829
848,848,0.01926100112441916
849,849,0.020686409414908805
850,850,0.019527129608335872
851,851,0.020572763520556973
852,852,0.02074824432605501
853,853,0.019048670007017005
854,854,0.01854672768028834
855,855,0.019986845360463353
856,856,0.019171438708005414
857,857,0.01998514324117014
858,858,0.018735365100923076
859,859,0.01830139801489871
860,860,0.018887428880026678
861,861,0.01924495167346055
862,862,0.01836943448250714
863,863,0.018905166888379798
864,864,0.018359611632076445
865,865,0.017254833036300987
866,866,0.01870819333482153
867,867,0.017698447491741556
868,868,0.019540085782289926
869,869,0.017991552988494804
870,870,0.017733720395712742
871,871,0.01757366798681532
872,872,0.017952067742449743
873,873,0.017807902083412572
874,874,0.017793164444248083
875,875,0.01762043981891851
876,876,0.0172670948985428
877,877,0.01644251504080259
878,878,0.01733085836499681
879,879,0.01658414714034038
880,880,0.015867580573066413
881,881,0.01647489499680036
882,882,0.016138530790925934
883,883,0.016598178466568497
884,884,0.016182815060391285
885,885,0.01691591561694776
886,886,0.01566984513403985
887,887,0.015659606648292353
888,888,0.016547667823816666
889,889,0.015817930414016024
890,890,0.014567235470098366
891,891,0.015391257987053897
892,892,0.014929527870294928
893,893,0.01536465694451555
894,894,0.014411319854589667
895,895,0.015629642033071645
896,896,0.014573029584357048
897,897,0.01435217480817706
898,898,0.014751550321711156
899,899,0.014341577464724158
900,900,0.014098972628038537
901,901,0.01422396307410771
902,902,0.013274886893083307
903,903,0.013529721088791498
904,904,0.01395655034477017
905,905,0.013385627254642709
906,906,0.014002769168030076
907,907,0.013385379015281525
908,908,0.013462804087950335
909,909,0.013163016503504732
910,910,0.013379696859467518
911,911,0.012364932749411816
912,912,0.011903276973778245
913,913,0.012390065960277249
914,914,0.01257698958665355
915,915,0.012434905448246337
916,916,0.012537297710719182
917,917,0.011390855887754766
918,918,0.01206610926681523
919,919,0.011760542930410412
920,920,0.012336985168401243
921,921,0.011118587120321424
922,922,0.011770591178111028
923,923,0.011666482541663283
924,924,0.011267118087936269
925,925,0.011498810561058994
926,926,0.010384369364797152
927,927,0.011073524711067375
928,928,0.011177572656561257
929,929,0.010186857464310818
930,930,0.011680055792343972
931,931,0.01113980117200864
932,932,0.01123979806972078
933,933,0.010317927149536997
934,934,0.010779994195924125
935,935,0.010276615203825465
936,936,0.010425990204407248
937,937,0.00966482181734611
938,938,0.009701785062313575
939,939,0.009397809502910753
940,940,0.01001015978388722
941,941,0.009594799366972608
942,942,0.009858245695730568
943,943,0.009894772920235892
944,944,0.009341791782288838
945,945,0.009021831103626133
946,946,0.008982348622658851
947,947,0.008375826881389737
948,948,0.00904579851603037
949,949,0.009372147221112029
950,950,0.009182555897533813
951,951,0.009383180972355425
952,952,0.008744215934869421
953,953,0.008817295076856985
954,954,0.008894685154050518
955,955,0.00858177793894034
956,956,0.008374465154016417
957,957,0.008416400147378243
958,958,0.008482256686791116
959,959,0.0085310116979875
960,960,0.008786876415487888
961,961,0.008164341441682451
962,962,0.00777199516205857
963,963,0.007655806083680614
964,964,0.008040419204972176
965,965,0.008057778080883484
966,966,0.007998025801590017
967,967,0.00762972836501169
968,968,0.007710730844392535
969,969,0.007448036349892146
970,970,0.007829720255449904
971,971,0.007717737550172801
972,972,0.007388931811692338
973,973,0.007123615955705574
974,974,0.007555753678729067
975,975,0.007319162389456249
976,976,0.0074491339888827866
977,977,0.007161784217067383
978,978,0.007215538282062521
979,979,0.007443665193824058
980,980,0.006951592747848054
981,981,0.006648087317587002
982,982,0.006538418010119199
983,983,0.007280988808531885
984,984,0.007341985764516351
985,985,0.00663643089484586
986,986,0.007017829965079714
987,987,0.006667217278616
988,988,0.006982887725815869
989,989,0.006623964721254276
990,990,0.0067049028388731415
991,991,0.006309904781860514
992,992,0.006428513941570485
993,993,0.0067008860458099805
994,994,0.006445203115318555
995,995,0.006303744581179192
996,996,0.006449375139443897
997,997,0.006806741054710264
998,998,0.006426924355438155
999,999,0.0057284330917735625
1000,1000,0.006550126156882691
1001,1001,0.006119518751938732
1002,1002,0.006053079123219539
1003,1003,0.006158762056067315
1004,1004,0.006350030259345472
1005,1005,0.00631090318934669
1006,1006,0.006299460883416699
1007,1007,0.005958490190872029
1008,1008,0.005854014061831857
1009,1009,0.0063249741233606755
1010,1010,0.00595932445358177
1011,1011,0.005681878556485812
1012,1012,0.005716872537188704
1013,1013,0.006063143921480801
1014,1014,0.006374864290367035
1015,1015,0.006117559878590921
1016,1016,0.006036265937254583
1017,1017,0.005686092806947645
1018,1018,0.005937332034561227
1019,1019,0.005915952254061726
1020,1020,0.005951769780559869
1021,1021,0.0057863580839425405
1022,1022,0.0060251853633718445
1023,1023,0.006002927090544747
1024,1024,0.005659411969188993
1025,1025,0.005937360898218063
1026,1026,0.005819078497504225
1027,1027,0.005639238670412948
1028,1028,0.005798311301330656
1029,1029,0.006081476668421254
1030,1030,0.005819735729648325
1031,1031,0.006042489405376887
1032,1032,0.005936967572449771
1033,1033,0.005815669625117957
1034,1034,0.005805869148789247
1035,1035,0.006146147604199519
1036,1036,0.005906481719531512
1037,1037,0.005657452182340941
1038,1038,0.005797972447924378
1039,1039,0.005931996282552256
1040,1040,0.00589042697302199
1041,1041,0.005860848378482085
1042,1042,0.00619809344612084
1043,1043,0.005685655438082624
1044,1044,0.005858906188683868
1045,1045,0.0061283396025656285
1046,1046,0.005811833078082112
1047,1047,0.00618892344157969
1048,1048,0.005624906926233884
1049,1049,0.005615875531097477
1050,1050,0.00605656819192116
1051,1051,0.00592099046629848
1052,1052,0.006225797257920645
1053,1053,0.00621667932429713
1054,1054,0.0057982806113241235
1055,1055,0.006173734816126869
1056,1056,0.005805856473435644
1057,1057,0.0062083760931655055
1058,1058,0.005884638755662276
1059,1059,0.0058779258715626935
1060,1060,0.006096667786953647
1061,1061,0.006300872048457208
1062,1062,0.006075133461345705
1063,1063,0.00586369021028239
1064,1064,0.005970119839698419
1065,1065,0.0059217743509903074
1066,1066,0.005636690608117229
1067,1067,0.005953878362696475
1068,1068,0.005910850022373727
1069,1069,0.006206255116052966
1070,1070,0.005740038677636305
