L,kszkap_x_cmbkap,kszkap_x_cmbkap_err,kszgkap_x_cmbkap,termB_bias,termB_bias_err
60.0,1.6466767937937006,0.08450470360736553,0.0845773694506179,0.00014972398594876056,0.000648938454195256
100.0,0.9103727666427271,0.07628715862229679,0.07630668337457563,-4.4729012762519955e-05,0.0006258307118235014
140.0,0.4695942814345779,0.03214504838135262,0.03215673354464532,3.336035699844956e-05,0.0007121816803020958
180.0,0.3153104111243415,0.0291680048467295,0.029121199075888046,-0.00014520555235679285,0.0009176591842839827
220.0,0.24076841349282774,0.01714883323634581,0.017115077394877606,5.71904829859147e-05,0.0008496428948306641
260.0,0.20061769743209476,0.017829791890965282,0.017843068744793585,-0.00025587691531090236,0.0008992091720310929
300.0,0.20049335829399825,0.015277692286560333,0.015278943295000876,0.00019185752816335195,0.0009167321814444681
340.0,0.18256751840821164,0.011871845054029256,0.011834936707506521,-4.8885274554007794e-05,0.0009149921327730537
380.0,0.16392730285062904,0.013709871215409905,0.013710458738287537,-2.8732233795345597e-05,0.0008642510809920369
420.0,0.15240654184762062,0.00999462727846549,0.009975095491459215,-8.549406808767405e-05,0.0008473775098760227
460.0,0.13730768550851305,0.008159263089135315,0.008153226972020975,-0.00011779116167513649,0.0007993129027700417
500.0,0.12774978764602646,0.0061232894531175865,0.006125362880817349,-8.671642261631675e-05,0.0005458466514962226
540.0,0.11537826532017746,0.006305694571075596,0.006296113478366362,0.0001911428067656271,0.0007210113827558638
580.0,0.10650189220334705,0.006634719773502166,0.006635213757205145,-1.5998242837593667e-05,0.0007091923215611623
620.0,0.09545381206916442,0.005006884769929664,0.005022898631909424,2.4248894508464562e-05,0.0008132278497630705
660.0,0.08690223408172558,0.005221483213205314,0.005234819109463853,9.012521102454874e-05,0.0007541968770914846
700.0,0.07734007769687588,0.003464274965403617,0.00347518055628201,-2.8211096795934964e-05,0.0005930173803869566
740.0,0.06944607701182404,0.003048903997076031,0.0030501576792083722,-0.00018132132296165766,0.0009502307390114002
780.0,0.06189250449038655,0.002785113253414805,0.002781085989740574,-0.00039630604348702265,0.0008188726798754099
820.0,0.056388636537871496,0.00220193694084763,0.002204867637623427,0.00012046598803997902,0.0008872500439052155
860.0,0.05002014077488303,0.0026382719544729653,0.0026355850002473696,5.824195001132853e-05,0.0008105959866240469
900.0,0.04597158636626738,0.0020313890096352637,0.002039876950267896,-0.00016110255214023944,0.0010570288235754568
940.0,0.041305541664729446,0.0018152196245754112,0.0018141589778751892,4.43533129515087e-06,0.0008674097830583613
980.0,0.03753573592459475,0.0012536835092266958,0.001252231174318031,-3.5950822841864496e-08,0.001021885489968548
1020.0,0.03369004427635739,0.0014064889443439086,0.0014094113821577715,0.0001765584483960735,0.0009236173490313428
1060.0,0.029971251175529953,0.0010952824037266497,0.0010929316339250393,3.4559294828942204e-05,0.0007305638081204214
1100.0,0.026460432998655952,0.0011917579512266154,0.001189780675942014,-0.0002410185395034291,0.0008478285591211088
1140.0,0.023508377407393106,0.0009699114800153109,0.0009689964193812072,-0.00013674699145006444,0.000744325898635832
1180.0,0.020948024277009782,0.0007042312673504153,0.0007053642583921622,0.000140216346587281,0.00100945477690168
1220.0,0.01863500015030928,0.0006911672125771678,0.0006892360228184404,-8.135370360307965e-05,0.0007313795196555588
1260.0,0.016091696843987955,0.0005409318995162094,0.0005421980344253083,-0.00035442323386573746,0.0009009205554000821
1300.0,0.014474016869660287,0.0005079308420161898,0.0005080894778013585,0.0002428633590782416,0.0009936113008593825
1340.0,0.01270949456796988,0.0004012566701433309,0.00039998338947571635,0.00028080024938089684,0.0008578486926209948
1380.0,0.01096569909023882,0.00028321803536202284,0.000281849027820838,0.00019369244061225182,0.0013289575177446726
1420.0,0.009671293438973777,0.00025015491773931514,0.00025053957042664714,-5.6565387483008236e-05,0.0011981265574187107
1460.0,0.008357089238224901,0.00026931347902468524,0.00026970702125268917,0.0001306852709063125,0.0011212179279499856
1500.0,0.007476826536296294,0.0002291582146142701,0.00022927697398276525,-0.00017026037479431384,0.0009991046150527997
1540.0,0.006636844207278475,0.0002585192374576382,0.0002582654188079947,0.0005023392555750135,0.0010334152945855521
1580.0,0.0058541920847601445,0.00015571706363832403,0.00015651691776235826,0.0002563693079002177,0.0014540348198612836
1620.0,0.005164158903865352,0.00012396208930870144,0.00012331631878112354,-0.0003932662180388856,0.0011732634952515417
1660.0,0.004537534723146889,0.00011699853813412123,0.0001171948445497114,0.0003301381601126666,0.0006702746534314311
1700.0,0.00406379280599148,9.667605542426809e-05,9.775101797107062e-05,-4.0019862624776654e-05,0.0011763946588882114
1740.0,0.003612105894746796,8.126118517426902e-05,8.182166383745667e-05,-0.0001650235995379755,0.0012196118061836697
1780.0,0.0032580420343564266,9.814372698489948e-05,9.761854109477834e-05,-0.00027595543928969076,0.0014339339590493476
